img nofilter-cs60 nofilter-cs40 nofilter-cs20 nofilter-h60 nofilter-h40 nofilter-h20 nofilter-l60 nofilter-l40 nofilter-l20 nofilter-shsv60 nofilter-shsv40 nofilter-shsv20 nofilter-shsl60 nofilter-shsl40 nofilter-shsl20 nofilter-v60 nofilter-v40 nofilter-v20 sobel-cs60 sobel-cs40 sobel-cs20 sobel-h60 sobel-h40 sobel-h20 sobel-l60 sobel-l40 sobel-l20 sobel-shsv60 sobel-shsv40 sobel-shsv20 sobel-shsl60 sobel-shsl40 sobel-shsl20 sobel-v60 sobel-v40 sobel-v20 canny-cs60 canny-cs40 canny-cs20 canny-h60 canny-h40 canny-h20 canny-l60 canny-l40 canny-l20 canny-shsv60 canny-shsv40 canny-shsv20 canny-shsl60 canny-shsl40 canny-shsl20 canny-v60 canny-v40 canny-v20
nirp_goya_wm_1566_1948 24.659 33.651 57.076 9.796 12.652 19.622 13.105 18.638 34.580 7.875 10.311 16.332 8.796 11.731 19.246 12.624 17.625 31.828 11.380 15.844 28.122 10.633 13.574 19.914 14.173 21.159 41.700 8.272 11.430 20.086 8.691 12.192 22.378 14.058 20.814 40.168 11.049 13.529 19.426 8.403 10.267 14.744 6.519 7.985 11.583 2.920 3.503 5.031 2.835 3.420 4.929 5.631 6.920 10.086
nirp_greco_b-m-642 18.391 24.781 39.646 8.377 11.255 18.250 10.990 14.715 24.023 4.903 6.279 9.626 5.425 6.971 10.758 10.421 13.869 22.266 9.573 13.009 21.831 9.313 12.317 19.482 11.517 15.826 27.488 5.501 7.222 11.650 6.149 8.139 13.317 10.883 14.845 25.516 5.928 7.287 10.590 4.308 5.262 7.649 4.107 5.007 7.290 2.431 2.930 4.243 2.469 2.987 4.324 3.941 4.801 7.008
nirp_greco_hhtp_2001_1_10 13.467 18.730 31.527 21.530 33.082 67.760 10.235 13.539 21.045 7.170 9.148 13.765 8.892 11.334 17.332 8.939 11.960 18.968 9.524 13.303 23.324 32.109 51.301 100.908 9.828 13.081 21.025 7.500 9.757 15.395 8.811 11.566 18.435 8.581 11.558 18.711 5.012 6.118 8.836 23.378 28.126 38.563 4.143 5.034 7.302 3.460 4.176 6.016 3.589 4.334 6.246 3.902 4.751 6.891
nirp_greco_pc_17 33.681 48.370 85.490 5.743 7.477 11.878 18.304 25.009 39.005 4.081 5.322 8.296 4.785 6.301 9.801 17.145 23.185 36.540 11.080 15.855 29.762 6.177 8.016 12.296 17.198 23.223 37.212 4.611 6.104 9.947 5.492 7.373 12.275 16.167 22.078 35.987 19.783 24.061 33.715 3.881 4.722 6.865 8.189 9.851 14.101 1.956 2.338 3.355 2.096 2.502 3.589 7.798 9.423 13.505
nirp_greco_pc_18 25.767 37.052 71.466 6.448 8.465 13.633 11.503 15.268 24.499 5.681 7.384 11.453 7.068 9.239 14.506 11.329 15.041 24.324 12.437 18.455 36.427 7.175 9.540 15.451 10.281 14.046 24.251 6.458 8.680 14.461 8.404 11.576 20.003 10.130 13.920 24.188 17.169 20.819 29.502 3.076 3.747 5.474 3.368 4.084 5.943 2.446 2.943 4.250 3.069 3.680 5.266 3.344 4.056 5.893
nirp_hondecoeter_1899_1_41 19.236 26.128 42.517 10.868 14.535 23.660 8.816 11.604 19.075 5.008 6.420 9.726 5.327 6.825 10.356 8.598 11.273 18.187 10.717 15.162 27.261 12.770 17.028 27.098 8.343 11.617 20.633 5.434 7.236 11.940 5.920 7.985 13.525 8.249 11.414 19.934 7.704 9.455 13.786 6.747 8.251 12.020 2.881 3.498 5.095 2.147 2.569 3.695 2.066 2.469 3.544 2.846 3.461 5.037
nirp_hondecoeter_1900-1 13.421 19.427 37.135 26.903 40.746 81.915 7.724 10.473 18.165 4.658 6.034 9.452 5.866 7.712 12.427 7.140 9.497 16.039 5.712 7.817 13.497 13.543 20.300 40.270 6.229 8.631 15.205 5.120 6.888 11.488 6.658 9.144 15.561 5.787 7.970 13.859 4.958 6.022 8.699 15.395 18.353 25.707 2.794 3.374 4.873 2.253 2.699 3.881 2.731 3.286 4.719 2.421 2.905 4.180
nirp_hondecoeter_190_1912 20.009 28.228 50.932 5.810 7.524 11.881 8.620 11.837 21.087 4.108 5.311 8.231 5.946 7.803 12.344 8.477 11.539 20.323 7.120 9.626 16.374 6.438 8.334 12.776 8.069 11.362 21.118 4.670 6.239 10.325 7.049 9.734 16.846 8.042 11.261 20.682 8.699 10.704 15.551 3.910 4.775 6.974 2.842 3.449 5.024 2.074 2.481 3.557 2.943 3.527 5.033 2.744 3.332 4.838
nirp_hondecoeter_1904-90 20.348 28.680 49.327 19.998 28.264 49.951 9.614 13.078 22.690 5.111 6.589 10.088 5.941 7.694 12.089 9.218 12.487 21.347 12.547 18.249 35.284 24.753 35.572 59.182 9.437 13.441 24.720 5.714 7.634 12.672 6.826 9.300 16.050 9.083 12.791 23.231 9.129 11.185 16.177 14.802 17.947 25.443 3.319 4.045 5.900 2.322 2.781 3.997 2.414 2.892 4.157 3.097 3.775 5.518
nirp_hondecoeter_1939-1 17.841 25.251 43.008 17.254 24.418 43.501 8.069 10.859 18.397 4.009 5.174 7.894 4.682 6.041 9.366 7.744 10.364 17.253 10.132 14.364 27.438 21.505 30.935 52.362 8.369 11.742 21.194 4.464 5.941 9.819 5.274 7.145 12.145 8.146 11.437 20.504 7.329 8.973 13.062 12.768 15.394 21.815 2.715 3.300 4.810 2.039 2.429 3.472 2.067 2.466 3.533 2.586 3.143 4.576
nirp_hondecoeter_26_1912 23.695 32.892 58.831 5.310 6.808 10.517 10.536 14.545 25.248 5.319 6.927 11.089 5.761 7.542 12.079 10.155 13.941 23.874 9.333 12.980 23.424 5.675 7.270 11.003 10.774 15.263 27.780 6.212 8.538 14.841 6.862 9.565 17.214 10.561 14.916 26.984 11.116 13.562 19.440 3.593 4.392 6.412 3.976 4.843 7.043 2.196 2.631 3.776 2.128 2.551 3.668 3.845 4.682 6.815
nirp_hondecoeter_b-m-904 14.165 19.269 31.589 7.837 10.290 16.355 10.201 14.115 25.445 4.509 5.800 8.937 5.247 6.784 10.638 9.209 12.519 21.661 12.941 18.617 35.002 8.550 11.120 16.863 11.851 17.586 35.344 4.971 6.678 11.207 5.943 8.128 14.098 10.511 15.234 29.803 4.322 5.305 7.768 6.804 8.306 11.972 3.453 4.205 6.157 1.987 2.370 3.388 2.002 2.389 3.424 2.783 3.389 4.964
nirp_hondecoeter_brm_bifa_2001_2 10.376 13.988 23.293 12.098 16.888 29.723 10.534 14.212 23.823 5.551 7.266 11.547 7.241 9.639 16.014 8.629 11.431 18.378 8.610 11.841 20.609 11.458 16.046 29.423 10.199 14.155 24.993 6.076 8.204 13.768 7.511 10.289 17.689 8.089 11.007 18.586 3.321 4.043 5.899 3.983 4.856 7.054 3.404 4.143 6.036 2.550 3.059 4.386 2.730 3.291 4.734 2.984 3.633 5.288
nirp_hondecoeter_twcms_b8426 13.197 17.957 29.840 13.203 18.622 33.856 9.280 12.656 22.171 4.780 6.142 9.538 5.108 6.565 10.292 8.621 11.568 19.430 10.033 13.897 24.616 14.953 21.699 39.204 10.696 15.516 29.499 5.471 7.394 12.628 5.925 8.149 14.209 9.783 13.831 25.169 4.613 5.629 8.178 6.560 8.022 11.641 3.253 3.965 5.789 2.110 2.524 3.614 2.117 2.527 3.612 2.925 3.564 5.206
nirp_hondecoeter_twcms_g1189 13.043 17.761 29.377 11.409 15.465 26.286 9.607 13.149 23.139 5.097 6.616 10.404 5.486 7.143 11.358 8.863 11.927 19.990 10.782 15.079 27.700 12.521 17.021 27.491 11.302 16.349 31.064 5.797 7.928 13.693 6.391 8.857 15.765 10.213 14.473 26.486 4.440 5.441 7.965 7.798 9.517 13.848 3.415 4.167 6.099 2.047 2.446 3.510 2.051 2.452 3.513 3.042 3.719 5.461
nirp_kauffmann_1956_88 15.128 21.521 37.256 8.675 11.433 18.177 10.220 13.988 23.763 4.919 6.435 10.059 6.387 8.387 13.624 9.038 12.292 20.679 8.482 11.842 21.328 9.262 12.125 18.601 10.831 15.214 27.545 5.206 7.000 11.662 6.922 9.511 16.602 9.662 13.613 24.440 5.928 7.292 10.640 7.545 9.229 13.356 3.677 4.475 6.519 2.175 2.613 3.768 2.359 2.847 4.126 3.274 3.985 5.818
nirp_kauffmann_1956_89 19.846 26.559 41.708 5.947 7.526 11.465 15.278 20.234 31.622 5.706 7.276 10.962 6.743 8.640 13.238 14.065 18.282 28.125 11.803 16.583 29.881 6.374 7.998 11.689 13.032 17.869 30.175 5.983 7.787 12.336 7.164 9.473 15.420 12.880 17.578 29.254 6.857 8.438 12.293 5.123 6.253 9.033 5.328 6.512 9.438 2.420 2.920 4.225 2.490 3.018 4.386 4.918 6.019 8.749
nirp_kauffmann_1956_90 21.899 30.142 51.027 24.203 33.646 59.307 11.457 15.137 24.352 5.878 7.528 11.329 6.864 8.833 13.596 11.034 14.456 23.100 10.600 14.964 27.395 30.823 43.605 71.707 10.361 14.193 24.263 6.255 8.277 13.574 7.570 10.220 17.424 10.054 13.770 23.286 9.428 11.546 16.636 17.230 20.935 29.510 3.753 4.593 6.691 2.238 2.702 3.929 2.301 2.783 4.047 3.555 4.346 6.348
nirp_kauffmann_1956_91 21.623 29.482 48.410 7.728 10.003 15.499 11.557 15.368 25.148 6.843 8.787 13.438 7.489 9.691 15.002 11.194 14.821 23.954 14.210 20.888 40.097 8.504 10.927 16.425 11.350 15.899 28.600 7.618 10.241 17.053 8.576 11.761 20.433 11.147 15.584 27.712 10.034 12.299 17.745 6.125 7.494 10.859 3.712 4.540 6.659 2.553 3.089 4.492 2.508 3.035 4.408 3.563 4.358 6.406
nirp_kauffmann_1966_029 22.363 31.735 58.475 12.021 16.406 27.454 10.283 14.501 26.243 5.763 7.509 11.870 7.232 9.479 15.142 9.810 13.811 24.937 12.230 17.827 34.828 14.277 20.354 36.003 10.638 15.415 29.366 6.594 8.937 14.946 8.404 11.603 20.020 10.315 15.021 29.045 14.263 17.380 24.917 5.187 6.355 9.227 4.331 5.257 7.630 2.788 3.352 4.810 3.020 3.633 5.227 3.833 4.658 6.791
nirp_kauffmann_44s 13.112 17.816 30.079 3.880 4.935 7.647 6.757 9.019 15.329 4.302 5.572 8.805 4.770 6.194 9.809 6.535 8.641 14.338 8.991 12.414 22.406 4.248 5.406 8.161 6.665 9.374 17.168 5.026 6.895 11.980 5.707 7.984 14.333 6.454 8.974 16.057 4.427 5.416 7.897 3.038 3.695 5.382 2.068 2.476 3.562 1.926 2.290 3.267 1.961 2.331 3.317 2.033 2.432 3.499
nirp_kauffmann_bsems__1992_9_348 23.114 32.214 56.955 8.052 10.740 17.616 6.011 8.049 13.755 4.169 5.437 8.820 4.988 6.536 10.603 5.978 8.016 13.651 11.369 16.283 30.888 9.224 12.483 20.458 6.318 8.879 16.091 4.971 6.722 11.491 6.104 8.484 15.054 6.259 8.780 15.887 10.249 12.530 17.999 4.265 5.205 7.566 2.278 2.744 3.956 2.380 2.850 4.071 2.310 2.775 3.987 2.258 2.717 3.921
nirp_kauffmann_bsems__1992_9_349 24.752 34.682 59.913 7.243 9.323 14.352 9.353 12.999 23.867 4.040 5.152 8.004 4.631 5.963 9.431 9.125 12.640 22.887 16.564 24.477 46.195 8.006 10.225 15.275 11.948 17.178 31.548 4.752 6.451 10.942 5.522 7.565 13.001 11.549 16.606 30.475 11.518 13.951 19.849 6.080 7.380 10.549 4.982 6.043 8.643 2.344 2.781 3.913 2.374 2.822 3.990 4.495 5.457 7.839
nirp_kauffmann_fa000123 18.846 26.161 44.061 12.605 16.824 27.109 10.241 14.601 26.354 4.152 5.377 8.393 5.166 6.781 10.941 9.981 14.091 25.154 12.193 17.450 31.988 15.079 20.073 30.910 11.991 17.176 30.958 4.697 6.439 11.208 6.089 8.558 15.361 11.765 16.805 30.106 10.001 12.230 17.475 8.463 10.322 14.814 4.892 5.919 8.477 2.010 2.384 3.379 2.327 2.774 3.931 4.896 5.931 8.504
nirp_kauffmann_fah1975_32 15.240 20.875 34.681 6.261 8.050 12.591 5.957 7.936 13.568 4.147 5.410 8.650 4.430 5.745 9.142 5.796 7.644 12.882 10.175 14.244 25.565 6.910 8.855 13.373 6.825 9.812 18.785 4.855 6.658 11.557 5.194 7.269 12.995 6.661 9.494 17.910 5.708 6.981 10.132 4.738 5.803 8.413 1.960 2.338 3.336 2.052 2.438 3.469 1.920 2.276 3.236 1.939 2.309 3.294
nirp_kauffmann_fah1975_33 23.900 33.413 59.191 9.051 12.262 20.245 9.697 13.350 23.543 4.781 6.211 9.720 4.928 6.389 10.018 9.385 12.849 22.371 13.601 19.291 36.670 9.973 13.475 21.981 11.802 17.027 32.009 5.381 7.205 11.998 5.538 7.486 12.706 11.462 16.467 30.590 11.779 14.251 20.215 4.782 5.846 8.423 4.484 5.408 7.726 2.433 2.918 4.176 2.222 2.663 3.813 4.296 5.186 7.428
nirp_kauffmann_lducs_pc5559 21.938 29.812 50.018 12.024 15.774 24.926 15.041 20.338 33.341 8.851 11.619 18.341 9.742 12.880 20.765 14.274 19.113 30.965 12.620 18.336 34.491 14.362 18.924 28.575 12.017 16.740 29.501 10.612 14.655 24.922 12.190 17.195 30.318 11.253 15.631 27.075 9.209 11.291 16.228 7.244 8.825 12.782 6.095 7.439 10.766 3.653 4.415 6.437 4.060 4.913 7.135 5.582 6.816 9.877
nirp_kauffmann_op197 20.261 27.303 43.612 14.725 20.292 33.872 13.702 18.451 29.775 5.652 7.267 11.323 6.852 8.871 13.990 12.601 16.617 26.328 11.886 16.244 27.383 16.938 23.010 36.311 15.065 20.900 34.866 6.380 8.606 14.603 7.879 10.780 18.613 13.626 18.457 30.621 6.430 7.916 11.505 9.613 11.618 16.523 5.322 6.536 9.436 2.461 2.946 4.234 2.659 3.194 4.592 4.713 5.773 8.368
nirp_kauffmann_op531 20.112 28.854 51.479 17.971 25.779 45.709 12.809 17.200 27.599 6.643 8.560 13.369 8.548 11.105 17.679 11.447 15.417 25.250 10.018 13.931 24.853 21.788 30.598 50.012 13.622 18.671 31.115 7.111 9.448 15.386 9.086 12.224 20.418 12.589 17.386 29.405 7.616 9.318 13.509 16.435 19.881 27.858 5.305 6.490 9.378 3.008 3.629 5.224 3.393 4.109 5.928 4.648 5.688 8.229
nirp_kauffmann_som_hm_a240 7.472 9.951 16.462 3.396 4.314 6.778 7.003 9.550 17.657 3.732 4.811 7.344 4.030 5.221 8.058 6.554 8.763 15.170 8.799 12.646 25.106 3.867 4.983 7.672 8.929 13.215 26.508 4.329 5.900 10.175 4.839 6.760 12.086 7.677 10.894 20.015 1.972 2.364 3.413 2.251 2.698 3.877 2.151 2.588 3.745 1.952 2.312 3.266 1.857 2.196 3.097 2.062 2.466 3.545
nirp_kauffmann_strpg_1993_3 14.501 19.963 33.579 29.822 44.383 83.891 10.168 13.743 23.087 6.195 7.985 12.408 7.414 9.699 15.386 9.222 12.313 20.156 9.204 12.852 22.873 19.424 29.009 56.179 8.331 11.490 19.743 6.559 8.688 14.129 8.053 10.927 18.318 8.135 11.148 19.101 4.775 5.878 8.569 15.281 18.448 26.060 3.568 4.368 6.353 2.660 3.217 4.645 2.952 3.572 5.163 3.080 3.770 5.504
nirp_kauffmann_va_pc_2006aj4611 10.821 14.678 24.715 10.804 14.561 23.808 7.048 9.477 15.576 4.235 5.503 8.628 5.127 6.667 10.517 7.038 9.385 15.275 9.051 12.551 22.005 13.291 18.393 31.402 6.391 8.693 14.951 4.816 6.483 10.845 5.919 8.096 13.883 6.612 8.986 15.340 3.497 4.267 6.226 4.809 5.906 8.592 2.563 3.111 4.530 2.158 2.583 3.700 2.203 2.638 3.791 2.466 2.999 4.362
nirp_kauffmann_va_pc_2006an1773 18.244 24.385 38.596 10.962 14.364 22.873 9.587 13.014 21.536 4.852 6.254 9.756 6.273 8.170 12.897 9.215 12.416 20.305 9.437 12.638 20.949 12.366 15.933 23.761 9.750 13.461 23.429 5.575 7.468 12.438 7.375 10.053 17.247 9.211 12.647 21.864 5.615 6.938 10.144 8.782 10.694 15.304 3.368 4.101 5.991 2.453 2.929 4.179 2.653 3.172 4.537 3.154 3.836 5.594
nirp_kauffmann_va_pc_2006av2480 23.556 32.487 56.254 13.698 18.211 29.479 13.167 18.683 33.407 6.736 8.876 14.074 7.443 9.896 16.252 12.952 18.285 32.340 13.357 18.984 35.137 15.179 20.528 32.625 12.637 18.303 33.829 7.841 10.850 18.999 9.165 13.106 24.613 11.851 16.976 31.170 9.643 11.757 16.901 9.488 11.533 16.450 5.494 6.682 9.638 2.607 3.140 4.523 2.447 2.956 4.270 5.658 6.874 9.962
nirp_kauffmann_va_pc_2006bh7496 19.817 27.348 45.560 13.782 19.213 32.716 8.589 11.371 18.253 5.311 6.859 10.669 5.890 7.607 11.939 8.242 10.858 17.261 10.508 14.750 26.363 15.835 22.983 42.115 8.145 11.081 18.540 5.936 7.850 12.814 6.635 8.921 15.002 7.812 10.559 17.588 8.107 9.922 14.420 5.641 6.909 9.987 3.356 4.091 5.927 2.597 3.139 4.538 2.435 2.943 4.279 3.226 3.935 5.698
nirp_kauffmann_va_pc_2007bl4113 7.884 10.532 17.204 21.126 32.411 66.563 8.152 10.976 18.525 7.537 9.895 15.996 8.524 11.211 18.241 6.784 8.877 14.322 6.820 9.251 16.006 32.531 53.371 109.690 7.456 10.249 18.094 8.049 10.882 18.252 9.266 12.638 21.742 6.264 8.423 14.212 2.317 2.813 4.107 19.950 24.044 33.393 2.640 3.196 4.654 3.245 3.909 5.592 3.298 3.971 5.685 2.197 2.655 3.852
nirp_kauffmann_va_pc_2007bm9016 10.236 13.890 23.556 26.610 40.523 82.975 8.367 11.460 19.838 5.652 7.511 12.298 7.271 9.803 16.652 7.451 9.996 16.716 6.790 9.249 15.910 41.044 69.656 131.407 7.801 10.861 19.401 6.390 8.778 15.244 8.464 11.855 21.334 7.355 10.068 17.715 2.927 3.581 5.272 36.529 43.969 60.348 2.891 3.520 5.123 2.345 2.816 4.037 2.639 3.189 4.610 2.429 2.940 4.295
nirp_latour_15_1990 24.441 36.636 72.343 8.356 11.295 18.581 9.817 13.753 24.866 4.290 5.534 8.534 4.929 6.382 9.878 9.276 13.113 24.155 10.106 14.576 27.817 9.457 12.809 20.661 11.401 16.260 29.910 4.803 6.394 10.544 5.407 7.292 12.326 11.062 15.948 29.527 15.531 18.699 26.590 4.708 5.763 8.336 4.844 5.868 8.435 2.428 2.898 4.116 2.443 2.915 4.152 4.695 5.698 8.214
nirp_latour_164 18.356 25.871 44.352 23.488 34.285 64.517 9.142 12.629 23.176 3.598 4.632 7.027 4.141 5.314 8.116 8.636 11.783 21.204 10.176 14.363 26.376 26.087 39.182 75.372 7.629 10.847 20.077 3.966 5.314 8.921 4.657 6.385 10.998 7.553 10.651 19.600 7.750 9.434 13.591 16.836 20.219 28.282 3.203 3.868 5.579 1.937 2.292 3.251 1.941 2.299 3.258 3.024 3.649 5.277
nirp_latour_179 9.690 12.948 21.304 12.650 17.068 28.519 5.164 7.019 12.010 3.927 5.233 8.620 4.473 5.960 9.804 4.994 6.738 11.302 6.989 9.508 16.249 16.467 23.197 39.281 5.778 8.299 15.479 5.005 6.996 12.391 5.791 8.190 15.103 5.696 8.102 14.791 2.737 3.334 4.896 7.808 9.472 13.700 1.939 2.303 3.279 1.970 2.339 3.335 1.951 2.323 3.307 1.975 2.348 3.349
nirp_latour_1906_003 25.441 35.544 63.915 9.027 12.071 19.725 6.808 9.130 15.379 5.904 7.750 12.584 5.820 7.648 12.438 6.752 9.025 15.119 14.296 20.820 39.910 10.193 13.908 23.323 7.194 10.133 18.846 7.081 9.707 16.599 6.994 9.656 17.057 7.086 9.966 18.477 14.601 17.629 25.212 4.040 4.926 7.133 2.299 2.757 3.955 3.044 3.683 5.316 2.346 2.833 4.100 2.270 2.720 3.913
nirp_latour_1939p673 21.427 30.963 57.511 6.997 9.353 15.107 9.363 12.939 23.516 6.777 8.883 14.209 6.529 8.571 13.787 9.223 12.625 22.753 9.854 13.791 25.814 7.468 9.903 15.647 5.966 8.191 14.484 7.882 10.909 19.141 7.721 10.719 19.219 6.241 8.571 15.120 11.317 13.795 19.812 4.177 5.102 7.468 2.534 3.068 4.488 2.672 3.231 4.680 2.303 2.780 4.019 2.500 3.023 4.417
nirp_latour_1956p5 19.522 27.608 48.891 20.210 29.786 57.519 10.471 15.191 28.261 4.796 6.340 10.478 5.289 7.053 11.859 9.991 14.392 26.278 14.227 20.616 38.293 25.024 38.011 71.583 11.817 17.193 31.086 5.961 8.231 14.453 6.706 9.400 17.179 11.739 16.876 30.302 7.738 9.312 13.365 12.003 14.485 20.613 5.737 6.933 9.893 2.440 2.924 4.179 2.175 2.610 3.752 5.257 6.366 9.124
nirp_latour_1958p15 14.076 19.531 33.130 13.280 18.683 33.385 7.983 11.052 19.589 3.587 4.639 7.301 4.219 5.487 8.702 7.634 10.477 18.134 11.155 15.799 29.707 15.818 22.867 39.505 8.429 12.085 22.534 4.245 5.798 9.988 5.057 7.043 12.533 7.929 11.240 20.543 5.055 6.092 8.755 7.671 9.340 13.506 3.420 4.109 5.897 1.867 2.212 3.145 1.870 2.219 3.152 3.130 3.773 5.430
nirp_latour_2138 12.189 17.247 32.034 21.808 29.859 49.672 13.154 18.556 33.282 7.950 10.585 17.526 10.384 13.914 23.516 10.485 14.367 25.689 8.620 12.281 23.028 26.855 37.093 58.702 11.101 15.727 28.285 8.104 11.108 19.173 10.969 15.236 27.134 10.218 14.633 26.532 5.134 6.212 8.916 15.573 18.684 26.304 6.265 7.568 10.887 3.185 3.848 5.535 4.014 4.832 6.933 4.952 6.020 8.714
nirp_latour_2139 21.606 28.675 47.795 17.149 22.691 35.721 8.853 11.829 20.174 6.997 9.138 14.356 7.763 10.252 16.609 8.679 11.531 19.560 9.565 13.206 22.590 19.715 25.748 37.978 8.026 11.293 20.560 8.102 11.058 18.337 9.744 13.670 24.243 7.961 11.189 20.282 7.196 8.719 12.633 11.707 14.110 20.079 3.582 4.328 6.253 3.522 4.219 6.026 3.401 4.079 5.844 3.487 4.203 6.064
nirp_latour_2386 13.797 18.665 30.999 19.217 26.456 44.507 9.485 12.670 21.256 6.638 8.460 13.100 7.737 10.117 16.149 9.016 11.881 19.379 6.811 9.140 15.393 26.694 35.708 53.819 6.194 8.293 14.038 7.414 10.127 17.543 9.357 13.232 25.551 6.439 8.562 14.425 3.805 4.656 6.837 22.104 26.421 36.512 2.242 2.715 3.965 2.183 2.625 3.794 2.115 2.542 3.681 2.128 2.568 3.738
nirp_latour_2387 16.273 22.417 38.429 5.396 6.977 10.883 9.973 13.511 23.837 8.349 11.028 17.759 7.814 10.304 16.669 9.531 12.775 22.026 11.092 15.871 30.256 5.817 7.522 11.486 8.502 12.040 23.165 10.050 14.218 25.406 8.085 11.202 20.432 8.683 12.276 23.537 6.359 7.736 11.202 4.011 4.928 7.207 2.657 3.234 4.729 3.089 3.737 5.409 2.240 2.708 3.943 2.515 3.057 4.456
nirp_latour_2917 15.043 20.489 33.859 10.427 13.632 21.483 10.680 14.210 24.184 5.244 6.711 10.117 6.282 8.096 12.598 10.005 13.221 21.618 10.186 14.283 25.879 12.468 16.081 23.869 8.340 11.584 20.932 5.764 7.783 13.235 7.310 10.166 18.769 8.689 12.039 21.281 5.576 6.770 9.778 8.547 10.319 14.756 3.746 4.554 6.615 1.963 2.338 3.343 1.950 2.326 3.334 3.094 3.773 5.526
nirp_latour_3_55_4 14.007 20.620 39.404 30.959 48.711 94.536 10.453 14.755 27.727 5.331 7.008 11.192 7.026 9.349 15.725 9.209 12.704 23.467 9.420 13.594 26.457 45.222 74.041 131.291 10.569 15.523 29.713 5.723 7.845 13.558 7.821 11.011 20.257 9.640 14.113 27.245 7.676 9.285 13.331 23.336 27.988 38.513 4.788 5.817 8.383 2.168 2.603 3.737 2.400 2.887 4.155 3.200 3.909 5.726
nirp_latour_ag002274 19.840 27.979 50.907 14.175 19.392 32.490 7.633 10.342 18.164 6.915 9.082 14.376 8.120 10.908 17.685 7.347 9.939 17.466 7.652 10.523 17.988 17.600 25.634 46.900 7.719 10.902 19.724 7.786 10.360 16.607 9.477 13.045 21.953 7.444 10.548 19.358 6.889 8.410 12.181 6.082 7.445 10.802 2.583 3.135 4.568 3.831 4.625 6.671 3.698 4.497 6.540 2.422 2.934 4.267
nirp_latour_ag002546 28.149 38.723 64.318 6.093 8.306 14.013 10.243 14.110 23.479 2.520 3.203 4.942 2.911 3.732 5.805 9.778 13.501 22.385 13.783 19.561 34.394 6.862 9.238 15.232 10.587 14.672 25.429 2.938 3.822 6.189 3.390 4.483 7.411 10.604 14.707 25.297 9.884 12.003 17.283 3.055 3.727 5.442 4.996 5.968 8.482 1.879 2.223 3.156 1.896 2.244 3.192 4.898 5.844 8.307
nirp_latour_bermg_1436 17.201 23.774 39.433 6.737 8.627 13.457 6.211 8.315 14.258 5.300 7.063 11.631 5.049 6.652 10.843 6.200 8.256 13.930 14.355 20.912 40.091 7.297 9.460 14.643 7.333 10.509 20.403 6.500 9.081 16.186 6.268 8.784 16.078 6.967 9.876 18.492 6.942 8.405 12.119 4.657 5.673 8.157 1.984 2.370 3.390 2.270 2.718 3.896 1.944 2.317 3.305 2.019 2.412 3.452
nirp_latour_b-m-514 19.120 26.547 44.742 7.250 9.334 14.328 10.728 14.678 24.348 7.678 9.974 15.670 10.355 13.713 22.104 10.045 13.712 23.065 11.680 16.501 30.572 7.863 10.061 15.051 11.046 15.423 27.034 8.651 11.753 19.681 10.309 14.147 24.348 10.561 14.906 26.726 7.876 9.636 14.042 5.281 6.446 9.296 4.329 5.236 7.534 3.649 4.381 6.267 4.227 5.101 7.357 3.990 4.829 6.978
nirp_latour_buygm_0270_1915 21.951 30.340 50.928 17.508 25.059 45.115 9.347 13.080 23.383 3.518 4.537 6.925 3.981 5.126 7.840 9.025 12.554 22.119 13.793 19.707 36.471 20.709 31.138 62.198 9.708 13.991 25.967 3.876 5.171 8.610 4.446 6.053 10.359 9.540 13.700 24.988 8.683 10.596 15.228 6.946 8.491 12.246 3.921 4.731 6.823 1.909 2.269 3.226 1.901 2.259 3.207 3.844 4.647 6.728
nirp_latour_calmg_1949_125_55 14.624 20.601 37.193 27.861 42.243 86.663 12.009 17.028 31.471 6.057 7.807 12.171 7.850 10.371 17.289 10.844 14.961 26.669 9.754 14.046 27.605 50.455 82.299 143.255 11.909 17.629 35.063 6.694 9.172 15.932 9.366 13.369 25.204 10.734 15.636 30.526 5.983 7.320 10.658 25.291 30.285 41.337 5.538 6.747 9.749 2.232 2.672 3.830 2.588 3.112 4.485 4.016 4.892 7.148
nirp_latour_deavm_1998_3a 19.769 27.069 45.147 11.149 14.957 25.009 7.057 9.439 16.025 4.413 5.724 9.101 4.660 6.037 9.612 6.922 9.198 15.460 8.241 11.269 19.612 13.560 18.716 31.461 6.894 9.579 17.139 5.121 6.919 11.807 5.538 7.636 13.342 6.868 9.473 16.761 7.937 9.724 14.183 6.204 7.588 10.955 2.141 2.580 3.745 2.094 2.508 3.595 2.051 2.448 3.499 2.127 2.566 3.722
nirp_latour_deavm_1998_3b 15.361 20.876 34.269 10.768 14.498 24.055 5.195 6.836 11.115 3.515 4.556 7.219 3.939 5.098 8.026 5.104 6.686 10.769 9.278 12.891 22.899 13.040 17.872 29.577 5.621 7.866 13.803 4.110 5.569 9.484 4.652 6.398 11.172 5.559 7.751 13.427 4.911 6.047 8.846 5.651 6.923 10.032 1.945 2.318 3.304 1.920 2.276 3.238 1.958 2.320 3.294 1.941 2.312 3.302
