img nofilter-cs60 nofilter-cs40 nofilter-cs20 nofilter-h60 nofilter-h40 nofilter-h20 nofilter-l60 nofilter-l40 nofilter-l20 nofilter-shsv60 nofilter-shsv40 nofilter-shsv20 nofilter-shsl60 nofilter-shsl40 nofilter-shsl20 nofilter-v60 nofilter-v40 nofilter-v20 sobel-cs60 sobel-cs40 sobel-cs20 sobel-h60 sobel-h40 sobel-h20 sobel-l60 sobel-l40 sobel-l20 sobel-shsv60 sobel-shsv40 sobel-shsv20 sobel-shsl60 sobel-shsl40 sobel-shsl20 sobel-v60 sobel-v40 sobel-v20 canny-cs60 canny-cs40 canny-cs20 canny-h60 canny-h40 canny-h20 canny-l60 canny-l40 canny-l20 canny-shsv60 canny-shsv40 canny-shsv20 canny-shsl60 canny-shsl40 canny-shsl20 canny-v60 canny-v40 canny-v20
nirp_rosa_1992_261 13.761 19.401 33.844 27.137 42.131 88.178 9.215 12.793 22.356 6.853 9.077 14.758 7.953 10.654 17.664 8.308 11.344 19.627 7.810 10.855 19.277 8.085 11.473 21.457 9.014 12.838 23.604 7.748 10.631 18.107 9.274 13.119 23.598 8.657 12.331 22.618 4.612 5.662 8.269 22.487 27.174 37.870 3.609 4.384 6.369 3.257 3.928 5.652 3.098 3.747 5.411 3.070 3.727 5.408
nirp_rosa_1999q18 24.237 33.507 56.599 21.786 32.120 62.414 16.161 22.932 39.520 5.079 6.607 10.259 5.811 7.577 11.943 14.990 21.161 35.931 15.059 21.648 40.048 26.218 40.134 81.971 15.767 22.742 39.463 5.575 7.511 12.659 6.545 8.960 15.672 15.504 22.315 38.778 10.958 13.229 18.808 14.382 17.441 24.929 8.615 10.399 14.861 2.078 2.499 3.603 2.072 2.492 3.595 8.209 9.917 14.228
nirp_rosa_2241 10.531 14.125 23.257 8.093 11.038 18.603 6.653 8.781 14.334 3.737 4.829 7.538 4.104 5.307 8.280 6.345 8.303 13.232 9.109 12.714 23.055 9.235 12.582 20.978 6.874 9.505 16.713 4.323 5.873 10.020 4.818 6.648 11.519 6.498 8.893 15.196 2.928 3.568 5.224 4.278 5.217 7.599 2.441 2.947 4.259 1.868 2.216 3.160 1.879 2.229 3.175 2.326 2.801 4.058
nirp_rosa_2969 13.239 17.854 29.538 12.617 17.478 30.287 9.232 12.091 19.505 7.987 10.483 16.740 7.643 9.950 15.845 8.728 11.315 17.860 11.543 16.358 30.235 13.923 19.996 35.809 7.136 9.586 16.350 8.823 12.311 22.197 8.209 11.434 21.074 7.691 10.352 17.583 4.098 5.028 7.349 5.777 7.095 10.353 2.561 3.109 4.535 2.436 2.941 4.279 2.196 2.641 3.821 2.534 3.082 4.512
nirp_rosa_2987 15.012 20.506 33.966 25.507 37.718 73.510 11.954 16.123 27.989 6.272 8.043 12.339 6.944 8.987 14.179 10.916 14.443 24.002 10.214 14.252 25.618 14.049 20.945 41.468 8.365 11.530 20.798 7.020 9.554 16.550 8.154 11.410 21.312 8.973 12.337 21.951 4.977 6.123 8.959 23.302 27.763 38.233 3.544 4.324 6.351 2.150 2.580 3.718 2.088 2.503 3.592 3.121 3.808 5.594
nirp_rosa_batvg_p_1923_15 22.513 31.462 54.472 18.288 25.602 43.917 7.811 10.597 17.804 5.702 7.580 12.508 6.459 8.563 14.020 7.689 10.417 17.312 11.240 15.882 29.354 22.240 33.331 65.170 8.308 11.660 20.712 6.839 9.413 16.430 7.782 10.856 19.343 8.101 11.286 19.923 10.427 12.759 18.330 7.100 8.683 12.565 3.304 3.999 5.764 2.428 2.920 4.210 2.606 3.130 4.493 3.295 3.988 5.758
nirp_rosa_batvg_p_1939_76 16.666 23.465 39.978 16.298 22.824 38.991 6.903 9.145 15.135 4.070 5.256 8.092 4.556 5.875 9.095 6.723 8.867 14.557 12.495 18.065 34.713 18.815 27.643 53.193 7.319 10.248 18.541 4.547 6.081 10.148 5.151 7.016 12.053 6.901 9.575 17.228 6.453 7.928 11.446 6.535 7.990 11.539 2.567 3.092 4.457 2.059 2.459 3.520 2.004 2.391 3.420 2.416 2.915 4.217
nirp_rosa_b-m-111 15.090 20.863 35.470 23.932 33.958 61.503 9.102 12.415 21.783 5.433 7.013 10.978 7.103 9.326 15.087 8.578 11.590 19.868 8.335 11.490 20.296 18.650 28.087 53.268 8.931 12.711 23.701 6.035 8.171 13.797 8.200 11.449 20.129 8.344 11.682 21.319 4.858 6.004 8.810 14.133 17.110 24.449 3.045 3.714 5.435 2.288 2.745 3.961 2.629 3.176 4.604 2.729 3.333 4.891
nirp_rosa_b-m-150 21.556 30.055 53.262 12.492 17.169 28.824 8.120 10.960 19.024 4.356 5.608 8.668 5.240 6.737 10.458 7.930 10.655 18.258 9.966 14.121 26.141 15.327 21.840 38.704 8.063 11.412 21.240 4.922 6.599 10.990 6.060 8.232 14.009 7.885 11.120 20.583 10.712 13.165 18.921 5.350 6.564 9.479 2.770 3.340 4.825 2.096 2.506 3.591 2.352 2.810 4.021 2.586 3.125 4.521
nirp_rosa_b-m-745 16.260 22.692 39.269 17.685 24.927 44.668 10.056 13.829 24.307 5.737 7.483 11.717 7.495 9.796 15.621 9.160 12.468 21.445 9.258 12.908 23.343 21.674 33.095 66.483 7.947 11.061 19.837 6.279 8.497 14.285 8.523 11.705 20.216 7.585 10.507 18.667 5.886 7.201 10.464 7.486 9.172 13.317 3.442 4.174 6.078 2.331 2.803 4.048 2.967 3.573 5.136 3.042 3.686 5.358
nirp_rosa_eu_712 7.420 9.558 14.696 6.838 9.167 15.273 6.625 8.640 13.859 3.886 5.034 7.871 4.581 5.974 9.517 5.941 7.625 11.622 6.923 9.173 15.091 7.466 9.940 15.732 6.005 8.023 13.267 4.434 5.969 10.099 5.278 7.275 12.768 5.969 7.838 12.591 2.561 3.116 4.520 5.217 6.405 9.322 2.472 2.995 4.338 1.973 2.355 3.361 1.981 2.365 3.382 2.418 2.931 4.246
nirp_rosa_eu_732 16.368 22.491 37.279 6.751 9.019 14.788 10.483 14.281 24.590 4.750 6.128 9.426 5.252 6.779 10.417 10.015 13.576 22.813 12.593 17.854 32.583 7.301 9.662 15.236 9.957 14.057 25.122 5.301 7.114 11.876 5.922 7.991 13.504 9.797 13.648 24.350 5.471 6.701 9.708 4.093 5.034 7.362 3.802 4.613 6.713 2.077 2.489 3.580 2.268 2.717 3.903 3.611 4.383 6.381
nirp_rosa_fa000895 8.444 11.640 20.492 10.567 14.752 26.279 4.888 6.526 10.919 2.918 3.776 5.995 3.422 4.457 7.105 4.544 5.971 9.739 7.285 10.195 18.704 12.958 18.115 31.152 5.591 7.960 14.530 3.547 4.851 8.530 4.134 5.777 10.315 5.086 7.181 12.824 2.785 3.371 4.888 6.976 8.501 12.276 2.017 2.397 3.415 1.851 2.198 3.089 1.843 2.178 3.068 1.947 2.313 3.289
nirp_rosa_gla_hag_44383 10.262 13.772 22.410 13.206 18.221 31.402 8.467 11.513 19.364 4.153 5.436 8.591 5.012 6.599 10.771 7.531 10.047 16.218 10.165 14.226 24.978 16.220 22.323 36.091 8.357 11.663 20.757 4.828 6.625 11.424 6.025 8.426 15.146 7.635 10.410 17.769 3.437 4.192 6.136 10.660 12.911 18.328 3.055 3.711 5.407 1.956 2.328 3.310 2.014 2.402 3.433 2.809 3.420 5.005
nirp_rosa_l_f18_1935_0_0 23.933 32.967 55.981 34.415 51.133 94.340 17.770 25.153 44.333 8.590 11.177 17.531 9.904 13.078 21.251 16.640 23.304 40.204 12.168 17.039 31.098 46.700 74.720 125.366 13.186 19.096 35.153 9.383 12.738 21.692 11.460 15.961 29.019 13.594 19.690 36.346 11.049 13.412 19.022 38.951 46.411 62.631 8.781 10.649 15.178 3.095 3.750 5.426 3.172 3.845 5.564 7.891 9.602 13.766
nirp_rosa_mnemg_00_1865_96 28.004 40.017 75.364 7.233 9.945 16.845 5.731 7.577 12.236 2.800 3.564 5.590 3.034 3.890 6.115 5.656 7.463 12.022 11.195 16.180 31.212 8.383 11.517 19.625 5.824 7.825 12.945 3.338 4.448 7.533 3.621 4.868 8.341 5.725 7.691 12.730 16.011 19.398 27.670 3.222 3.917 5.696 3.043 3.675 5.306 1.880 2.224 3.145 1.885 2.231 3.155 2.964 3.580 5.158
nirp_rosa_mnemg_bentlif_45_1897_57 14.351 20.606 37.572 24.426 36.571 75.636 9.146 12.550 21.815 5.879 7.731 12.444 7.523 10.062 16.785 8.171 11.097 19.020 8.346 11.680 21.420 38.446 65.845 132.771 9.167 12.987 23.861 6.334 8.540 14.288 8.389 11.639 20.524 8.430 11.880 21.935 4.893 5.996 8.787 18.946 23.052 32.621 3.313 4.020 5.831 2.620 3.159 4.559 2.928 3.546 5.121 2.740 3.330 4.860
nirp_rosa_op_0050 17.034 23.727 39.941 17.697 25.019 43.502 8.036 10.915 18.723 5.229 6.813 10.731 5.922 7.741 12.344 7.665 10.325 17.419 8.487 11.777 20.797 22.901 34.204 67.576 8.023 11.269 20.587 5.997 8.161 13.829 6.972 9.609 16.735 7.869 11.043 20.153 5.783 7.100 10.397 7.836 9.562 13.902 2.737 3.317 4.813 2.331 2.796 4.026 2.323 2.789 4.015 2.497 3.020 4.386
nirp_rosa_som_hm_a149 20.977 27.096 40.189 11.121 14.231 21.779 9.158 11.028 15.024 7.409 9.408 13.917 8.178 10.288 15.310 9.220 11.122 15.006 6.809 9.180 15.561 8.086 10.762 17.063 8.499 12.353 23.409 6.813 9.304 16.168 6.699 9.153 15.904 8.589 12.596 24.265 4.078 5.017 7.294 5.019 6.180 8.998 2.829 3.432 4.976 2.470 2.986 4.310 2.262 2.743 3.974 2.654 3.223 4.680
nirp_rosa_som_hm_a286 11.429 15.216 24.907 16.538 23.494 41.795 8.946 12.089 21.060 5.178 6.724 10.521 5.770 7.501 11.918 8.342 11.162 18.616 10.851 15.068 26.538 18.703 26.955 45.981 9.164 13.162 24.569 5.712 7.767 13.309 6.595 9.171 16.741 8.734 12.228 21.590 4.107 4.983 7.197 12.569 15.290 21.758 3.224 3.921 5.711 2.118 2.535 3.632 2.053 2.450 3.497 2.995 3.652 5.342
nirp_rosa_souag_b62 14.645 20.581 35.338 29.182 44.573 90.970 10.214 14.144 24.298 5.477 7.128 11.215 6.513 8.548 13.935 9.399 12.870 21.738 8.063 11.152 19.743 15.452 23.351 47.031 9.557 13.459 24.134 6.052 8.155 13.604 7.443 10.222 18.021 9.339 13.139 23.329 5.176 6.340 9.217 20.522 24.600 34.059 4.217 5.127 7.456 2.579 3.096 4.430 2.486 2.992 4.304 3.783 4.603 6.676
nirp_rosa_stopm_kx_17 11.900 16.283 28.269 25.054 38.774 84.456 11.369 16.281 31.019 5.648 7.328 11.417 6.550 8.578 13.982 9.975 13.640 24.245 12.073 17.593 33.997 35.903 59.822 114.941 10.393 15.314 31.116 6.206 8.399 14.234 7.645 10.694 19.523 12.326 18.282 36.268 4.362 5.310 7.734 42.180 50.531 67.535 4.662 5.720 8.370 2.289 2.746 3.953 2.219 2.662 3.831 3.495 4.270 6.260
nirp_rosa_stopm_kx_8 7.936 10.508 17.197 21.968 34.756 80.360 8.724 11.933 21.407 5.862 7.666 12.163 7.148 9.523 15.953 7.185 9.465 15.475 8.697 12.110 22.253 31.229 53.230 110.001 10.035 14.595 28.779 6.465 8.839 15.040 8.401 11.897 22.136 8.231 11.446 20.721 2.460 2.981 4.343 33.440 39.987 55.479 2.794 3.393 4.944 2.431 2.912 4.171 2.462 2.951 4.218 2.277 2.750 4.007
nirp_rosa_twcms_b9997 15.229 21.680 38.849 18.864 28.179 55.477 9.856 13.884 25.705 4.194 5.469 8.466 4.893 6.409 10.174 9.038 12.413 22.233 9.060 12.651 23.189 22.740 35.040 69.763 10.521 15.402 30.197 4.761 6.477 11.113 5.706 7.930 14.130 9.387 13.480 25.677 5.564 6.839 9.999 14.224 17.231 24.509 3.791 4.615 6.752 2.057 2.450 3.491 2.009 2.394 3.418 3.139 3.825 5.606
nirp_rosa_twcms_f9411 8.613 11.539 20.603 26.049 40.811 85.396 7.670 10.230 17.455 7.001 9.096 14.446 8.757 11.240 17.760 6.738 8.628 14.334 7.677 10.756 19.822 38.457 64.955 125.761 7.554 10.421 18.369 7.443 10.103 17.098 9.309 12.709 21.905 6.039 8.238 14.167 2.496 3.035 4.429 32.139 38.167 52.492 2.938 3.573 5.197 3.040 3.664 5.261 3.299 3.985 5.755 2.142 2.591 3.768
nirp_rosa_va_pc_2006bh7754 20.854 29.292 50.824 12.750 17.792 30.706 10.577 14.391 24.319 4.213 5.435 8.280 5.098 6.600 10.205 10.104 13.734 23.119 8.006 11.001 19.441 15.209 21.891 38.887 9.148 12.779 22.450 4.637 6.124 9.947 5.723 7.686 12.811 8.484 11.759 20.533 8.609 10.576 15.318 5.561 6.792 9.820 3.999 4.827 6.976 2.090 2.500 3.595 2.258 2.708 3.890 3.693 4.468 6.466
nirp_rosa_watmc_2004_564 10.133 14.133 25.817 24.216 38.647 89.057 9.343 13.190 24.507 6.563 8.768 14.512 8.344 11.359 19.869 7.629 10.374 18.379 7.067 9.966 18.162 6.235 8.735 15.670 9.307 13.558 26.457 7.224 9.945 17.185 9.609 13.552 24.997 7.884 11.200 21.203 3.450 4.185 6.090 31.015 36.672 50.538 3.391 4.101 5.922 2.789 3.355 4.805 3.074 3.702 5.314 2.515 3.035 4.395
nirp_rosa_wm_1591_1948 17.117 23.253 37.955 9.408 12.294 19.571 7.902 10.327 16.656 5.339 6.875 10.494 6.798 8.703 13.351 7.740 10.050 16.015 9.410 12.967 22.710 10.397 13.533 20.511 7.646 10.509 18.418 5.846 7.833 12.976 7.673 10.477 17.857 7.468 10.188 17.653 5.671 6.993 10.243 7.426 9.089 13.157 2.608 3.156 4.594 2.238 2.692 3.892 2.654 3.196 4.606 2.520 3.048 4.434
nirp_rousseau_1122 11.109 14.941 24.823 40.495 62.438 113.355 12.189 17.003 31.125 10.843 14.397 23.996 12.613 17.053 29.458 10.060 13.523 23.002 9.200 12.837 23.574 13.827 20.808 39.729 8.841 12.484 23.914 12.697 17.873 32.369 15.701 23.171 43.409 8.591 11.913 21.620 3.638 4.419 6.426 20.480 24.782 34.551 3.941 4.821 7.063 3.519 4.259 6.193 4.048 4.923 7.192 3.142 3.823 5.570
nirp_rousseau_1124 11.827 15.858 26.231 14.259 20.138 36.543 10.456 13.976 23.551 4.258 5.424 8.114 5.302 6.773 10.370 9.169 11.961 19.092 8.723 12.033 21.715 18.190 26.784 46.948 8.259 11.374 20.075 4.388 5.755 9.210 5.620 7.470 12.450 7.332 9.893 16.862 3.290 4.010 5.905 8.268 10.024 14.365 3.794 4.606 6.729 1.983 2.365 3.386 2.048 2.449 3.519 2.600 3.163 4.639
nirp_rousseau_3062 8.412 10.829 16.832 24.274 36.154 73.209 11.171 14.955 25.112 21.023 27.609 43.089 18.358 24.069 37.507 8.919 11.524 18.211 6.553 8.664 14.335 7.856 10.770 19.220 6.503 8.611 14.387 25.100 35.816 64.718 21.484 30.641 56.622 7.116 9.504 15.819 2.325 2.806 4.079 12.085 14.747 21.209 2.753 3.355 4.943 6.160 7.470 10.814 4.899 5.952 8.629 2.972 3.577 5.158
nirp_rousseau_30 19.482 27.747 51.080 12.659 17.514 29.563 9.033 12.268 21.926 4.785 6.161 9.509 6.547 8.494 13.335 8.457 11.342 19.806 12.013 17.374 33.395 14.254 20.259 36.298 7.424 10.339 19.011 5.273 7.027 11.538 7.383 10.058 16.884 7.059 9.800 17.815 8.490 10.284 14.865 4.777 5.852 8.498 2.580 3.120 4.543 2.505 3.001 4.298 3.108 3.731 5.325 2.288 2.765 4.027
nirp_rousseau_71 10.691 14.291 23.892 36.977 59.448 114.508 12.665 17.784 32.618 20.108 26.183 41.216 16.864 22.884 39.173 11.613 15.415 25.943 8.016 10.967 19.105 9.919 14.085 26.920 7.332 10.059 17.849 24.154 34.019 62.344 23.957 36.357 77.155 8.689 11.813 20.270 3.404 4.128 6.014 70.839 82.038 103.540 3.805 4.632 6.780 6.056 7.251 10.387 5.079 6.191 8.997 3.383 4.092 5.947
nirp_rousseau_ag003933 21.128 30.950 59.097 15.321 21.623 38.375 11.395 16.236 30.301 5.282 6.842 10.629 6.154 8.026 12.700 10.788 15.045 27.590 12.290 18.256 36.794 13.745 19.858 36.521 11.442 16.753 32.872 6.119 8.205 13.689 7.238 9.918 16.920 11.138 16.338 31.853 13.406 16.381 23.540 7.081 8.628 12.481 5.845 7.109 10.253 2.942 3.518 5.007 3.366 4.020 5.723 4.855 5.924 8.601
nirp_rousseau_brm_bifa_60_12 14.713 20.104 33.897 16.997 24.416 44.716 10.189 14.124 25.437 4.462 5.772 8.980 5.221 6.817 10.780 9.450 12.928 22.220 8.755 12.037 21.440 21.201 30.749 54.241 7.792 10.917 20.029 5.065 6.916 11.867 6.122 8.534 15.229 7.163 9.799 17.224 4.136 5.118 7.554 10.128 12.374 17.756 2.858 3.489 5.114 1.995 2.376 3.393 2.053 2.449 3.498 2.572 3.133 4.605
nirp_rousseau_nwhcm_1949_134_f 17.362 25.004 46.563 10.966 14.884 25.170 4.546 6.272 11.049 3.363 4.452 7.332 4.122 5.536 9.278 4.458 6.130 10.743 7.339 10.168 18.228 13.817 19.838 35.813 5.220 7.504 13.816 4.297 5.898 10.366 5.358 7.528 13.596 5.106 7.305 13.443 7.796 9.539 13.874 4.481 5.509 8.078 2.104 2.493 3.531 2.012 2.394 3.410 2.004 2.392 3.411 2.039 2.421 3.431
nirp_rousseau_va_pc_2006ag3567 22.475 31.703 56.259 9.956 13.255 21.709 5.668 7.608 12.609 4.876 6.443 10.569 5.495 7.276 12.043 5.657 7.578 12.541 11.379 16.606 32.120 11.658 15.475 24.246 5.679 7.941 14.341 5.934 8.110 13.995 7.002 9.814 17.910 5.777 8.089 14.602 12.298 15.042 21.412 6.382 7.740 11.191 1.963 2.346 3.372 2.608 3.144 4.522 2.415 2.911 4.210 1.968 2.351 3.375
nirp_rousseau_va_pc_2006ag3569 16.129 22.306 37.649 13.046 17.881 30.681 6.867 9.257 15.764 3.666 4.722 7.385 4.545 5.889 9.278 6.709 8.986 15.121 8.177 11.206 19.613 15.721 22.788 41.107 7.232 10.066 18.435 4.315 5.823 9.838 5.531 7.636 13.288 7.329 10.233 18.697 5.564 6.849 10.023 5.045 6.161 8.973 2.197 2.641 3.817 2.029 2.407 3.411 2.300 2.737 3.880 2.168 2.606 3.770
nirp_rousseau_va_pc_2006bb4973 9.208 12.622 21.466 13.958 20.030 36.175 5.683 7.492 12.295 3.088 3.971 6.085 3.666 4.722 7.314 5.276 6.871 10.957 8.927 12.565 23.448 17.513 26.282 50.388 6.154 8.633 15.355 3.528 4.736 8.047 4.210 5.765 9.939 5.667 7.843 13.627 2.620 3.183 4.670 5.423 6.634 9.632 1.953 2.331 3.342 1.852 2.189 3.096 1.849 2.187 3.096 1.914 2.280 3.261
nirp_rousseau_va_pc_2007bl4049 15.263 21.672 39.328 19.024 27.302 50.722 11.978 16.773 29.789 7.511 9.772 15.221 9.299 12.288 19.540 10.438 14.214 24.591 8.269 11.550 20.941 10.783 15.401 28.838 11.166 15.965 29.017 8.097 10.810 17.470 10.318 14.003 23.124 10.609 15.193 28.058 5.286 6.464 9.418 8.570 10.466 15.060 6.221 7.578 10.918 3.619 4.388 6.362 4.928 5.985 8.634 4.169 5.062 7.359
nirp_rubens_07_3506 18.557 23.940 36.461 29.300 39.862 71.666 10.506 14.123 23.835 8.653 11.308 17.755 8.948 11.725 18.622 10.084 13.351 22.093 16.580 22.708 38.064 34.951 52.171 87.210 8.328 11.542 21.256 10.032 13.712 23.191 10.840 15.190 27.345 9.731 13.687 26.031 6.428 7.847 11.316 21.458 25.873 36.341 2.475 3.021 4.434 3.252 3.960 5.807 2.880 3.502 5.115 2.447 2.988 4.391
nirp_rubens_10_1032 8.047 10.353 15.891 7.054 9.156 14.448 9.361 12.561 21.252 6.869 8.811 13.379 7.293 9.364 14.503 7.554 9.751 15.277 7.617 10.182 16.883 7.861 10.155 15.378 8.796 12.368 22.854 7.224 9.599 15.673 7.833 10.616 17.849 7.050 9.444 15.751 2.461 2.991 4.371 5.841 7.141 10.289 2.604 3.168 4.637 2.914 3.510 5.052 2.762 3.322 4.785 2.352 2.853 4.179
nirp_rubens_1910-55 11.705 15.585 25.167 14.445 19.715 33.210 7.685 9.984 15.919 4.676 6.018 9.138 5.435 6.958 10.706 7.392 9.522 14.821 8.370 11.432 19.884 17.161 23.857 38.676 6.825 9.149 15.293 5.013 6.641 10.927 5.922 7.956 13.388 6.994 9.322 15.425 3.517 4.298 6.297 9.587 11.673 16.684 2.605 3.167 4.610 2.129 2.557 3.681 2.105 2.529 3.651 2.587 3.148 4.589
nirp_rubens_1941_18_94 7.172 9.299 14.617 9.031 12.205 20.319 6.810 9.121 15.282 3.972 5.141 7.992 4.710 6.128 9.672 5.977 7.794 12.451 6.647 8.969 15.144 10.581 14.356 24.004 6.671 9.290 16.633 4.509 6.091 10.276 5.414 7.416 12.737 6.274 8.579 14.701 2.169 2.616 3.808 4.454 5.430 7.876 2.176 2.621 3.805 1.991 2.367 3.374 2.057 2.450 3.504 2.049 2.462 3.569
nirp_rubens_1952_3_38 13.789 18.643 30.355 25.526 37.311 71.136 9.731 13.054 21.960 5.253 6.733 10.262 6.297 8.126 12.678 8.890 11.828 19.299 9.760 13.646 24.603 33.494 52.340 99.440 8.473 11.787 21.133 5.590 7.456 12.437 6.913 9.410 16.407 8.497 11.770 20.974 4.356 5.362 7.840 14.142 17.089 24.258 3.173 3.872 5.665 2.115 2.542 3.663 2.207 2.649 3.816 2.674 3.270 4.797
nirp_rubens_1967_114_3 22.991 31.239 52.903 7.116 9.203 14.399 11.107 15.265 27.022 8.523 11.159 17.683 10.458 13.802 22.336 10.795 14.782 25.891 10.721 14.804 25.923 7.761 9.905 14.884 13.735 20.109 37.910 10.085 13.821 23.520 12.898 18.417 34.120 13.152 19.134 36.404 9.894 12.105 17.581 4.816 5.891 8.556 3.880 4.732 6.904 3.848 4.635 6.664 3.377 4.082 5.922 3.634 4.421 6.457
nirp_rubens_1967_195 15.929 21.310 34.284 9.583 12.593 20.394 6.914 8.967 14.249 5.621 7.273 11.443 6.001 7.728 12.089 6.822 8.842 14.012 7.211 9.551 15.633 11.130 14.498 22.078 6.418 8.779 15.081 6.472 8.822 15.166 7.031 9.667 17.092 6.359 8.630 14.784 4.563 5.643 8.272 6.823 8.364 12.100 2.151 2.581 3.730 2.055 2.472 3.574 2.018 2.423 3.501 2.111 2.533 3.659
nirp_rubens_1974_637 13.236 17.758 28.836 10.878 14.734 24.918 10.590 14.300 23.683 5.565 7.206 11.306 6.047 7.835 12.357 9.554 12.712 20.420 10.688 14.743 25.652 12.287 17.041 29.468 10.769 15.093 26.598 6.264 8.502 14.555 6.844 9.355 16.223 9.530 13.153 22.398 4.510 5.514 8.021 4.614 5.659 8.216 3.963 4.835 7.026 2.149 2.585 3.739 2.203 2.653 3.841 3.636 4.420 6.450
nirp_rubens_1974_638 10.081 13.318 21.501 7.304 9.780 16.154 8.796 11.702 19.097 4.729 6.072 9.390 5.109 6.567 10.224 7.869 10.281 16.198 9.133 12.585 22.003 8.214 11.113 18.378 8.562 11.814 20.616 5.239 7.017 11.733 5.727 7.747 13.120 7.724 10.442 17.527 3.174 3.859 5.650 3.366 4.103 5.981 3.011 3.667 5.365 2.097 2.513 3.612 2.071 2.482 3.573 2.768 3.369 4.921
nirp_rubens_1998_126 11.238 15.149 25.199 16.035 22.344 38.653 5.998 7.979 13.302 3.766 4.850 7.529 4.387 5.677 8.986 5.680 7.438 12.102 7.397 10.120 17.423 19.280 27.431 46.749 5.840 8.116 14.702 4.174 5.626 9.594 4.947 6.828 12.197 5.513 7.553 13.268 3.355 4.094 6.005 10.082 12.283 17.549 2.129 2.563 3.700 1.922 2.287 3.253 1.926 2.296 3.267 2.141 2.578 3.721
nirp_rubens_4200 16.885 23.225 38.231 6.588 8.620 13.695 9.703 12.986 21.880 6.022 7.770 11.978 6.178 7.939 12.268 9.407 12.522 20.790 10.382 14.630 27.073 7.351 9.627 15.068 8.925 12.479 22.657 6.806 9.223 15.725 7.126 9.720 16.935 8.546 11.820 21.140 6.181 7.608 11.085 3.719 4.562 6.697 3.074 3.743 5.469 2.180 2.625 3.805 2.105 2.532 3.672 2.906 3.539 5.181
nirp_rubens_45519i 15.270 20.128 31.164 10.617 14.141 23.118 10.747 14.365 23.431 4.415 5.657 8.629 4.851 6.241 9.593 10.097 13.331 21.025 9.767 13.209 22.123 12.358 16.701 27.340 9.909 13.684 23.976 4.830 6.372 10.393 5.412 7.248 12.180 10.098 13.839 23.442 4.942 6.090 8.892 5.581 6.809 9.845 3.674 4.465 6.501 2.024 2.417 3.468 1.981 2.370 3.405 3.648 4.447 6.495
nirp_rubens_609 11.441 15.179 25.050 5.924 7.811 12.578 8.007 10.275 15.846 4.229 5.399 8.107 4.616 5.920 8.892 7.547 9.591 14.569 6.448 8.568 14.071 6.587 8.661 13.601 6.029 7.883 12.661 4.611 6.092 9.950 5.109 6.848 11.457 6.052 7.890 12.569 2.975 3.627 5.324 3.287 4.011 5.873 2.348 2.836 4.127 1.938 2.306 3.302 1.967 2.344 3.356 2.346 2.836 4.125
nirp_rubens_74_59 15.602 22.504 41.032 25.485 38.732 80.446 12.546 17.787 32.070 6.371 8.246 12.867 7.903 10.374 16.665 10.473 14.568 26.083 8.396 11.693 21.496 37.205 61.246 116.228 11.772 17.118 32.522 6.780 9.085 15.136 8.722 12.066 21.064 10.330 14.964 28.800 6.379 7.807 11.400 29.514 35.438 48.762 4.679 5.719 8.354 2.651 3.197 4.614 2.823 3.407 4.910 3.657 4.459 6.541
nirp_rubens_a1946 14.836 20.407 34.333 33.268 49.884 91.744 12.835 17.898 31.428 6.716 8.749 13.950 7.891 10.547 17.807 12.877 17.574 29.897 9.398 13.191 23.698 50.336 76.586 114.689 9.940 14.140 25.513 7.401 10.076 17.540 9.397 13.463 25.306 10.688 14.986 26.686 5.675 6.923 10.041 56.800 66.678 87.636 4.729 5.714 8.241 2.406 2.884 4.147 2.472 2.989 4.325 4.726 5.722 8.247
nirp_rubens_aybcm_2007_58_5 19.208 26.151 43.486 6.707 8.611 13.329 9.017 12.213 20.577 4.707 6.093 9.398 5.406 7.015 11.039 8.739 11.774 19.547 9.125 12.667 22.027 7.310 9.330 13.908 8.654 12.042 21.006 5.293 7.115 11.958 6.228 8.532 14.815 8.832 12.257 21.313 7.703 9.462 13.678 6.148 7.514 10.871 3.321 4.044 5.889 2.094 2.515 3.624 2.154 2.585 3.735 3.200 3.899 5.681
nirp_rubens_batvg_p_1940_8 9.772 13.130 21.420 14.274 20.151 35.944 6.357 8.208 12.997 3.747 4.824 7.308 4.461 5.723 8.672 6.028 7.717 11.996 8.270 11.401 20.205 17.123 24.796 43.554 6.094 8.260 14.162 4.085 5.446 8.958 4.902 6.630 11.180 5.735 7.684 12.783 2.665 3.251 4.783 10.072 12.282 17.637 2.092 2.517 3.641 1.889 2.249 3.208 1.886 2.248 3.208 2.071 2.489 3.611
nirp_rubens_bikgm_793 11.893 16.298 28.173 5.428 7.088 11.401 8.789 12.079 20.954 3.932 5.037 7.661 4.306 5.543 8.433 8.097 10.961 18.469 5.545 7.397 12.208 6.135 8.070 12.882 8.681 12.279 22.580 4.356 5.776 9.506 4.824 6.490 10.851 8.015 11.192 20.319 3.080 3.762 5.535 2.899 3.526 5.145 3.373 4.109 6.003 1.950 2.329 3.343 1.946 2.324 3.338 2.677 3.258 4.763
