img itct-sat-sl-r3 itct-sat-sl-r7 itct-sat-sl-sg itct-sat-sv-r3 itct-sat-sv-r7 itct-sat-sv-sg itct-lightdark-l-r3 itct-lightdark-l-r7 itct-lightdark-l-sg itct-lightdark-v-r3 itct-lightdark-v-r7 itct-lightdark-v-sg itct-hue-h-r3 itct-hue-h-r7 itct-hue-h-sg itct-hue-cs-r3 itct-hue-cs-r7 itct-hue-cs-sg itct-warmcold-h-r3 itct-warmcold-h-r7 itct-warmcold-h-sg itct-warmcold-cs-r3 itct-warmcold-cs-r7 itct-warmcold-cs-sg itct-comp-h-r3 itct-comp-h-r7 itct-comp-h-sg itct-comp-cs-r3 itct-comp-cs-r7 itct-comp-cs-sg
nirp_panini_mnemg_bentlif_44_1897_2 46.571681 50.405934 56.325058 48.010657 52.190615 56.213842 38.801778 45.939977 56.423190 41.498319 51.343556 67.863741 16.411895 25.065079 18.841741 27.469973 16.140665 27.451856 15.394913 11.480147 26.966075 24.765333 41.645208 27.205120 53.400240 83.226248 0 52.414543 132.847908 399
nirp_panini_nt1984_022 15.138066 25.564986 39.290024 20.667016 34.057395 45.093435 27.695077 44.265326 62.745685 29.128977 47.291915 67.555729 19.008204 11.433568 29.138549 22.504554 46.827248 27.430595 7.895867 4.118692 14.864063 13.417217 26.478891 26.062675 59.692580 107.032809 0 27.659299 82.356309 19
nirp_panini_p649 56.670785 69.146385 74.766780 57.287010 71.204632 77.960641 38.373729 50.111950 56.325680 37.157410 49.414811 56.631844 22.341907 10.956455 26.909833 22.383917 26.312218 25.205782 13.890453 8.775194 24.969489 21.445418 35.307333 25.925882 58.032553 105.639651 0 39.877868 104.384021 69
nirp_panini_p650 66.616004 78.562872 83.039332 76.948274 86.892087 92.180739 55.138642 62.822614 67.567043 52.138928 60.900928 66.362983 30.236204 11.683092 36.802735 27.400588 38.957079 25.803815 23.407071 7.980121 34.973774 22.175646 44.493029 25.846172 84.694705 145.641380 0 71.819481 146.497616 384
nirp_panini_som_hm_a69 44.569212 50.628721 63.079029 48.044711 62.732852 72.471509 38.921372 52.622849 62.610927 39.369598 52.174524 65.164549 39.142740 4.860007 57.711512 27.456538 78.242959 27.472560 12.126628 2.257441 21.014739 21.529853 31.724404 25.276985 91.002385 179.852614 379 40.809914 95.330143 61
nirp_panini_som_hm_a70 23.644859 36.710853 56.046593 37.765462 46.013527 60.638228 36.666464 41.037406 60.631169 34.651291 39.136616 60.747507 27.167012 4.145627 52.004874 19.051270 74.774873 27.450431 12.772450 3.986018 18.285454 16.052435 27.953939 23.890773 71.339802 179.971405 82 43.643504 89.896405 8
nirp_panini_souag_b121 53.882690 62.228221 70.564386 73.656322 82.389377 91.754196 57.158506 67.543027 78.981079 52.488675 63.522652 76.317654 16.126439 17.213581 18.651820 20.432399 16.193596 24.713517 19.955693 18.841477 25.007121 24.624351 31.411770 24.810490 54.419640 78.474001 0 68.412149 91.951530 17
nirp_panini_stopm_kx_38 12.487656 16.835721 20.392112 12.715798 15.075601 17.996948 30.079340 35.113003 41.663341 48.076714 56.244615 65.838824 6.785963 10.566555 8.093169 20.907294 5.848052 24.988379 51.690274 16.093093 60.774792 25.117507 70.115805 27.029880 24.204341 46.543841 0 168.005193 179.148669 1779
nirp_panini_twcms_c11830 52.822509 59.953436 68.174631 77.951086 82.668795 87.279288 69.872726 76.108500 81.739295 65.747943 71.992663 77.661185 27.155665 3.502891 31.613966 27.465454 35.133536 27.489598 20.372362 2.338788 23.966045 16.757498 29.802774 26.148325 84.529960 144.176301 12 59.049234 90.640524 0
nirp_panini_twcms_c11831 45.662744 51.588783 62.518532 57.154144 65.820516 78.533037 45.357560 53.397992 67.075886 41.461800 48.699141 61.264656 26.586732 6.544974 30.832874 25.250460 41.113985 27.472910 22.261160 7.103378 27.808906 13.791961 38.103409 26.914474 94.442019 122.288080 150 72.094682 103.985086 55
nirp_panini_twcms_c168 60.679139 65.972405 71.440209 71.702632 81.996173 87.777989 55.454759 69.699639 76.373528 50.743359 65.795532 72.946245 38.486152 23.802092 43.186043 27.445951 44.757153 27.085915 22.621155 5.939462 29.275515 26.949049 37.916932 27.228348 113.652564 130.196670 0 61.079473 107.805767 117
nirp_panini_twcms_c199 24.307484 34.003709 47.417064 22.842490 33.754338 43.582057 17.680073 36.240634 54.126501 19.113570 40.717955 62.421756 5.527524 0.018410 9.085469 27.467657 8.247017 27.438457 8.908940 4.439060 17.251406 21.363986 29.243508 27.118935 18.331861 43.213796 0 25.925263 89.321761 119
nirp_panini_twcms_c7385 56.942764 65.752162 72.436800 62.246529 69.971901 75.848737 45.485287 55.218777 61.518468 42.520736 53.713185 59.728736 42.021282 7.482608 48.527465 25.094680 57.455787 27.261860 14.640770 5.875362 23.836217 22.106522 34.150155 25.054079 128.560828 163.897315 34 47.789453 91.197258 86
nirp_panini_va_pc_2006ak0782 22.388808 35.398324 43.139926 29.565391 40.753024 50.486600 48.767844 60.077658 72.568125 54.158585 65.826156 78.578406 38.748296 7.367817 48.369028 27.087684 57.343981 27.428283 24.380973 13.518620 32.792506 23.008894 42.829111 26.743475 132.953584 173.568832 13 89.076181 134.211933 261
nirp_panini_wm_1502_1948 28.863627 38.398564 47.011554 47.034468 53.781053 58.033762 48.371569 59.526443 67.211163 44.793938 57.152934 67.356447 65.851251 26.548490 76.153505 27.467862 92.850950 27.472505 16.680831 3.276571 21.794152 25.120635 30.107660 26.589370 176.835316 179.983137 518 50.768285 105.485805 15
nirp_panini_wm_1505_1948 23.908476 35.495535 48.053894 37.787857 48.984691 57.282190 34.631938 44.785489 59.639039 33.833149 45.396607 60.819509 30.494826 7.184915 38.899223 27.421964 61.827690 27.446498 12.411130 3.916777 19.370480 15.242283 32.103573 24.554401 95.301516 170.254383 88 39.836678 84.381268 8
nirp_panini_wm_1641_1948 50.488021 55.540576 64.786304 69.151123 73.447320 84.479502 57.927057 61.963723 75.103942 47.349259 51.464462 64.784529 69.852952 27.470816 73.336506 27.477004 86.203887 27.477363 36.391991 8.883753 39.844557 24.667494 46.384940 27.163626 179.611275 179.769687 162 97.771564 125.747488 216
nirp_pissarro_03_255 27.370460 37.298499 39.746253 65.370089 71.950850 72.953602 43.628950 56.309430 60.523479 27.168116 42.599273 45.508206 11.767924 1.496909 18.880127 25.091278 32.597955 25.644527 53.025689 19.060597 52.381708 22.306763 55.368594 23.377332 34.956654 76.919883 135 128.670573 152.416391 239
nirp_pissarro_2002_78_8 21.291684 32.670251 40.044217 15.893046 31.373582 36.585261 27.012464 39.544726 47.109165 35.170484 46.122782 52.977901 11.208277 1.525337 20.835177 25.909218 35.667925 26.959399 27.804313 17.796208 34.171446 22.213251 45.397263 26.080433 32.767587 93.913737 30 92.728757 144.970540 527
nirp_pissarro_2811 65.107458 85.737261 90.076077 32.106723 39.841056 42.750552 68.231693 73.605999 75.911779 68.004664 73.521331 73.564937 72.061208 26.821287 74.271625 27.331330 78.674704 27.397320 7.585365 19.918162 11.262815 25.204974 14.446397 23.515531 169.165373 179.918994 488 25.996858 62.506335 0
nirp_pissarro_2934 30.287544 42.909566 48.441152 68.594984 78.710319 83.814839 82.805713 92.628400 98.097912 79.087975 88.223623 94.761448 10.493319 27.455896 18.318558 27.433196 24.848559 27.447134 22.405994 8.258412 31.285207 25.283629 37.294333 26.671064 30.972179 95.744516 7 77.597741 108.186449 2
nirp_pissarro_765 13.128850 24.297610 29.482241 24.367439 33.665914 32.302694 31.234414 42.674594 45.430614 36.501783 50.401483 46.825124 21.340010 5.646799 28.755970 25.775053 36.679353 27.169101 19.009810 4.124287 26.620327 9.142830 15.101607 6.061741 64.693482 135.396266 10 60.910258 102.484416 0
nirp_pissarro_brm_bifa_55_16 22.664148 34.378574 41.303551 27.936362 37.793204 43.585714 37.198250 43.586531 50.760156 36.021998 42.356537 47.841796 16.274865 7.828487 22.064802 22.274291 35.843956 27.193742 15.533652 2.171207 23.305298 19.617247 28.641610 26.115770 49.456364 100.539179 0 54.827168 103.724302 6
nirp_pissarro_gla_hag_43778 33.514465 40.144107 41.967254 38.925899 42.292636 44.974696 40.594812 47.774389 53.549848 32.305573 41.813341 49.675411 8.653330 1.167279 13.856337 15.451528 16.105005 19.573596 33.216289 6.808037 38.739977 20.885408 44.798850 26.239943 28.293270 58.908042 5 94.084267 134.337725 300
nirp_pissarro_k4126 10.309472 18.845585 13.804013 26.287584 33.229541 28.175877 31.258820 37.762791 37.088393 30.588643 38.891957 34.983300 7.159881 1.055067 12.698869 6.538203 21.625268 26.232287 9.605620 2.457221 21.459805 8.083509 24.846210 16.994214 25.303353 52.052810 0 32.147928 78.624156 0
nirp_pissarro_l_f122_1981_0_0 43.985695 49.766480 55.501819 42.516990 49.900753 57.053932 37.561691 45.039671 48.525787 39.379065 46.988462 48.785428 10.800335 19.261025 17.390685 23.873916 26.974910 27.432686 9.692197 10.358050 11.609012 21.387541 17.155034 24.530565 34.705566 84.224299 1 24.902865 48.167151 0
nirp_pissarro_scag_461 35.406131 45.495160 52.735173 62.030327 68.692845 71.725635 59.080688 67.069476 71.324233 54.603666 63.521567 67.291827 21.509956 8.961044 27.225811 22.848957 33.335378 25.886684 21.784646 21.729964 26.871492 23.918699 32.655022 24.565889 66.033627 107.956711 2 65.913795 91.056338 90
nirp_poussin_1923_041 26.455333 42.506067 54.284382 37.814495 41.838053 45.610244 50.344578 55.763666 59.853985 58.817971 65.797981 70.438578 21.861944 16.996460 34.168221 26.404393 49.076612 26.911731 25.398816 5.532969 30.922225 20.628056 36.753639 26.684159 67.805443 141.637542 0 83.867333 124.553355 115
nirp_poussin_1933p77 65.152889 75.354466 81.556475 63.126223 72.275501 79.864826 24.666209 37.051263 50.436918 27.902998 43.478415 60.416161 34.448419 9.502272 45.835259 22.357947 57.589581 27.355295 40.822745 9.462809 48.979443 19.531404 58.004832 26.539823 90.297518 170.998036 63 114.194737 179.793290 738
nirp_poussin_1957_8_44 47.005070 50.468169 54.238917 40.060354 42.827252 45.583106 17.737513 25.235150 35.702800 21.515438 34.447860 51.137419 3.036981 27.475021 4.640355 27.482789 5.977336 27.476662 19.145696 3.700558 32.660879 11.414237 44.816300 23.041778 10.592539 21.212969 0 60.622435 140.739598 176
nirp_poussin_1974_684 27.120893 41.930356 52.304473 21.340626 34.509502 43.621767 19.624157 27.223322 38.340622 34.538346 48.618806 67.779251 10.414840 0.964542 16.651814 27.474405 25.888223 27.443453 36.613100 8.572114 52.353797 26.415855 72.974735 26.936672 28.416173 93.635370 7 111.896765 179.421732 1001
nirp_poussin_222 25.548669 39.260615 54.254501 33.056131 45.240077 56.510120 37.491008 47.093438 56.353815 39.963147 50.526024 61.904770 48.782448 11.191982 58.863706 27.406008 70.445230 27.448315 9.693155 11.656859 19.060043 22.816877 34.654499 26.499627 157.183729 179.626653 206 33.958804 88.148105 240
nirp_poussin_blkmg_p444 28.047953 35.626192 50.920468 30.294597 42.846487 53.391631 31.641807 50.148152 62.323034 32.633631 51.133861 64.075053 38.739587 13.310839 47.278363 23.836375 65.573305 27.484271 8.584553 4.335956 15.570568 16.279492 42.236013 26.209620 127.005946 179.901070 333 26.682483 71.318334 251
nirp_poussin_b-m-603 22.751238 36.945209 46.247530 36.283179 47.111256 47.825243 54.063812 64.375505 70.710938 58.211109 68.845704 75.700623 32.015583 11.815016 46.112982 27.425595 62.238312 27.349469 21.854418 8.620937 30.287313 22.244421 39.945299 25.963707 84.829230 162.382430 207 79.979944 121.485793 433
nirp_poussin_brm_bifa_38_9 37.314328 43.044643 57.735378 32.009600 36.439512 46.313656 21.462593 28.801107 39.949329 28.628668 39.131296 53.692275 52.054905 4.862076 76.512981 27.410410 105.643334 27.480481 26.585214 5.507202 36.467285 19.229990 47.501188 27.281312 179.335282 179.939706 375 77.782260 161.692674 744
nirp_poussin_fa_1991_064 22.745325 30.317421 38.132517 25.644984 35.154068 39.950784 22.977887 34.149600 47.267619 26.763668 44.219270 61.982741 7.491868 12.358975 9.725575 27.430199 6.825447 21.398792 18.200111 4.755308 39.305123 21.403627 55.801188 25.950418 25.804541 44.225849 0 64.970226 157.263394 1052
nirp_poussin_fapm090001 15.209998 31.149043 35.118485 14.506404 31.446396 37.818460 14.824161 26.082125 32.121970 18.002866 30.016793 36.232112 28.596841 19.704785 37.390372 26.785140 51.154536 27.315426 10.239369 1.158274 15.444217 27.091269 24.930560 27.363194 91.273769 139.406373 47 32.291477 76.051634 40
nirp_poussin_gla_hag_43780 23.340080 49.080385 59.588879 24.523394 51.765366 64.918216 26.048977 47.504035 55.453567 29.304574 47.166381 55.529387 2.193637 22.373780 7.003767 27.434188 13.342508 26.298980 27.200426 9.760339 45.108037 27.290916 55.912053 27.067109 6.744816 37.704800 0 107.382100 177.741883 357
nirp_poussin_gla_hag_50994 66.157170 73.370331 85.319484 56.142269 64.815891 75.181680 18.460796 25.266655 39.489741 23.769955 32.069550 46.852276 24.984077 5.807389 34.516635 24.932648 49.745525 27.441987 48.666624 15.268613 58.164482 23.524746 67.273213 26.524427 73.643399 162.110212 95 135.365889 179.728546 1520
nirp_poussin_l_f9_1943_4_0 21.789243 36.276815 52.541358 24.261471 37.212748 52.403281 28.280915 38.371095 50.885204 33.483026 46.208685 61.459254 26.257099 9.967438 41.782270 27.474050 58.142003 27.473434 16.936197 2.358502 28.900078 19.859223 35.554393 26.024032 82.831220 176.773167 259 53.550445 128.845050 182
nirp_poussin_som_hm_a1 60.755285 67.188202 68.695379 49.088498 53.860619 56.044545 31.742101 38.912278 43.742717 40.454314 50.942787 57.968490 13.956366 27.446897 17.139493 27.485907 13.272427 18.349579 29.597000 6.572906 40.623188 27.201252 48.172198 27.150077 42.415069 72.676443 0 98.074973 165.513413 698
nirp_poussin_som_hm_a219 28.805546 42.362956 51.701891 18.553911 32.313349 38.122586 23.728554 28.677796 32.680935 40.275688 47.278794 52.267477 21.629567 22.047106 33.454342 27.453303 61.963715 12.838951 48.487570 18.897701 57.759383 25.486352 68.767751 26.927508 68.344949 144.576633 9 145.894154 179.552536 2411
nirp_poussin_som_hm_a270 28.260328 33.413487 44.008255 28.198954 31.037580 35.454466 20.245582 25.246193 34.576848 23.808021 32.177636 48.270621 1.502807 18.774602 3.789560 27.472657 5.984364 26.571949 16.886676 7.447620 26.473329 20.379257 43.249688 26.171041 5.437015 16.559655 0 52.504131 117.810778 359
nirp_poussin_stopm_kx_19 21.858970 26.987303 29.474797 30.568032 34.207072 35.443315 43.460137 48.815599 53.519932 59.428006 67.085621 73.606143 8.056191 27.182324 9.155368 27.474709 6.225526 25.555100 46.399564 25.125670 54.886423 25.569254 63.569006 26.393656 27.064303 45.458172 0 147.043870 177.733223 1497
nirp_poussin_twcms_g1183 29.170204 39.438834 51.754954 22.082759 32.993039 43.177563 16.243837 25.591379 37.239813 26.134878 37.898590 56.103216 8.052981 0.364754 11.313581 27.458293 18.304058 27.452111 30.868272 6.145056 39.168266 20.712581 58.582047 26.930526 29.852638 68.862194 9 87.875681 140.042741 1285
nirp_poussin_va_pc_2006aw0805 30.003301 40.775287 47.867468 29.222299 35.499103 38.715769 16.271870 23.340162 32.707943 23.894807 39.549153 56.466147 14.942353 27.421740 22.518169 27.414732 33.943162 27.355834 29.528409 5.176502 45.629697 23.668962 65.357407 26.755375 47.513122 109.650943 2 102.958097 179.954775 1172
nirp_poussin_va_pc_2007bp0874 6.176622 8.653251 10.310807 7.847645 9.789324 10.612510 31.082792 34.594177 40.844896 55.494243 62.040496 72.844287 8.629969 27.223861 9.594357 26.358584 10.625654 27.199574 59.735672 14.737770 67.010285 24.776103 75.976962 26.209899 22.774845 47.084623 0 178.994711 179.910673 2768
nirp_raphael_03_1096 10.494997 21.809395 26.754239 15.148007 26.884349 33.800219 21.079928 32.403242 43.776260 31.076417 50.435056 69.485816 10.456215 17.892254 12.618295 27.442635 15.272164 27.171543 28.301975 7.900008 56.785105 25.600618 79.394627 26.141180 35.750360 58.415881 0 94.235405 179.787913 1732
nirp_raphael_03_1099 23.104040 38.292561 48.552183 22.158923 33.157972 41.631764 17.286260 28.256609 42.897331 23.381253 37.764263 56.718844 11.179162 0.806171 18.776488 27.375830 41.572393 27.462597 24.260045 8.399562 38.717732 16.480627 59.077036 26.024037 30.086060 77.659178 228 78.864257 179.059762 980
nirp_raphael_03_1100 16.991683 28.625593 39.618626 13.050709 24.319152 29.408264 16.893572 22.456980 37.281902 21.421675 29.771153 48.360385 8.089090 2.627356 21.363508 27.450588 34.434264 27.473458 15.065145 3.867960 28.975549 15.618153 40.543617 26.243490 29.455214 134.221077 59 44.928628 150.096835 106
nirp_raphael_03_1101 21.177543 36.026378 55.759499 18.452883 37.872122 52.972068 33.258324 42.499066 54.657033 41.436886 49.029355 65.393355 8.408695 2.358925 21.707595 22.209520 46.635191 27.460448 29.895367 5.745955 39.295059 22.361767 52.277317 26.429181 24.241598 106.251724 332 100.050830 165.377374 519
nirp_raphael_03_1102 13.080627 20.808574 30.943920 14.703778 22.814572 27.991502 22.309947 29.768295 34.028277 28.112975 37.602548 47.521161 13.717243 3.345739 25.341145 27.429806 56.784209 27.426429 17.244110 3.315525 26.104655 10.222659 38.220803 24.221697 43.214552 104.586006 438 49.577986 122.925024 65
nirp_raphael_03_1183 21.788364 36.275144 49.888509 16.547839 33.316901 52.055185 25.707640 38.738758 56.240376 35.897969 49.941299 68.606051 15.973013 11.849749 24.404483 27.477194 38.006175 27.473604 33.349804 10.957172 43.726653 19.291024 61.988168 26.708847 43.179921 121.604372 155 92.174793 174.133136 1029
nirp_raphael_03_1184 41.468369 55.551065 65.536858 21.627372 33.284100 50.853879 24.847233 36.859571 54.531095 42.194482 58.161932 78.080838 7.291651 24.507387 12.504096 27.457348 16.257118 20.473197 49.380344 8.614725 64.209329 23.154095 83.076150 26.830279 27.584862 70.740977 1 157.798064 179.779644 2932
nirp_raphael_03_1221 20.200798 37.834639 56.132715 28.017480 42.463689 55.734292 32.333281 37.881955 52.373717 36.185947 42.807196 58.890990 34.540712 17.854064 42.563655 16.988141 64.999125 27.291804 25.319185 5.755798 38.314043 18.918607 54.974795 25.683396 110.197224 163.674311 86 81.146491 142.852950 1086
nirp_raphael_03_1229 20.087580 35.041915 43.553162 26.176303 37.839264 44.726426 41.478878 48.172049 58.054118 43.741981 50.394165 60.658045 28.635524 17.017835 41.534996 27.334711 64.146036 27.453829 10.881261 4.532847 19.348475 13.681184 29.686529 25.535297 87.018705 174.437177 335 32.019053 95.700877 51
nirp_raphael_03_1302 58.113849 69.802416 85.055564 52.119363 66.219044 80.182234 37.308841 47.198377 57.967670 44.322086 54.900077 69.967479 17.414849 9.368030 21.396605 27.394447 39.958751 27.240841 36.809156 8.859083 57.856637 23.544883 74.114930 26.772732 58.235778 94.640911 41 114.105419 179.406197 1089
nirp_raphael_03_1326 24.465078 38.195037 50.836507 17.745249 28.290154 43.138694 24.066633 32.523348 46.765622 27.759174 38.630274 53.020048 30.005155 13.184675 50.316591 27.352848 77.630229 27.465388 17.008347 9.022117 27.858847 22.202809 35.159968 25.911271 86.389245 179.877532 518 60.931073 131.409705 94
nirp_raphael_03_1327 25.481754 39.047062 56.916330 36.217617 45.181408 59.617864 32.065973 38.547929 51.767837 32.454047 38.588391 52.352761 28.227427 11.297172 40.177270 25.925357 56.902325 27.481537 13.863437 4.425698 20.024649 14.657620 35.443425 26.422287 107.596930 178.919890 266 39.597979 104.865012 80
nirp_raphael_03_1328 23.020142 33.870440 42.298605 23.042664 37.643407 48.004840 15.897952 32.929389 51.698473 15.345028 32.609357 51.929755 15.067911 5.208074 30.146479 15.029389 68.528410 27.458913 8.782290 1.113581 13.666538 10.410193 25.354828 26.811790 49.340189 151.637316 1206 25.089563 52.725054 22
nirp_raphael_03_1619 21.960625 31.659460 45.833088 31.084894 38.845546 50.329325 24.704004 32.437013 47.519161 23.068827 32.618784 50.482060 4.779670 0.153364 9.278561 27.474072 25.420007 27.447740 8.515148 3.400439 18.106913 19.281626 30.721357 26.007705 17.502668 51.429353 86 24.961864 77.274111 31
nirp_raphael_03_1620 37.147059 43.884602 57.895084 28.315025 37.849174 55.408229 20.961026 31.386957 50.395007 24.926870 36.303978 59.226859 9.379094 1.006407 15.395354 25.285286 25.078163 27.472369 15.023992 3.938546 22.559861 22.193135 35.135700 26.635580 36.748066 111.173759 93 48.322461 105.374094 105
nirp_raphael_03_1621 24.701570 31.638280 43.844478 17.987334 26.473634 42.837159 14.333550 22.419279 41.656800 15.291907 24.558121 46.569023 5.565665 24.282503 11.631551 27.461054 27.070629 27.474598 8.177826 2.474601 15.902321 18.175886 32.177712 25.041668 19.065938 57.789578 59 26.874800 78.878299 137
nirp_raphael_03_189 5.187376 12.889617 18.145559 11.783363 20.371618 30.827208 21.380811 31.189953 44.083286 31.787489 45.033647 61.148697 4.399432 9.283170 9.338832 27.362958 13.385065 26.110448 28.240655 15.441424 41.114430 24.173992 55.268690 26.097420 14.866045 38.975337 0 79.392565 148.396967 958
nirp_raphael_03_3602 21.188099 34.135384 47.147637 28.281022 41.097688 57.471187 22.117383 31.000118 44.622182 28.167640 40.707849 54.886324 5.907494 0.704555 9.170562 27.485493 17.898185 27.423935 42.712998 4.451390 60.895804 16.692383 76.869048 25.517022 22.462154 45.599473 0 117.338133 179.626812 1201
nirp_raphael_03_3842 43.146959 57.593954 69.400975 37.096552 53.591251 66.592980 17.619520 36.999030 52.755914 21.352180 40.719301 59.074635 66.416396 18.172670 80.277558 27.432459 101.512972 27.461344 17.148575 3.206166 23.372710 23.576500 38.618045 27.161698 176.542961 179.947455 701 48.666687 93.516930 278
nirp_raphael_03_450 29.577909 38.494945 53.491487 26.916441 36.991698 52.280882 19.391195 38.116723 54.499100 21.647929 45.585819 66.546452 7.431658 0.226269 13.363362 25.069183 27.913827 27.414120 15.174803 2.077239 27.937049 23.933598 40.509941 26.574028 26.215788 80.225155 9 57.834580 145.181167 153
nirp_raphael_03_570 17.288495 24.743401 39.316100 23.436159 27.960875 40.206645 35.582360 41.358627 54.244205 50.133539 58.659387 71.925511 6.758768 27.072205 8.221729 27.482509 10.553947 27.418079 43.353725 15.835774 52.849377 23.363616 66.325357 25.565645 19.300517 33.489935 0 129.845137 179.712314 1619
nirp_raphael_03_5751 29.335356 44.301559 60.137919 17.169573 29.868529 39.792636 27.149087 38.153648 53.814282 39.889643 54.644467 76.203261 10.454109 0.327730 15.194385 27.489140 27.719222 27.445043 40.197174 9.649011 55.438686 26.924128 78.352356 27.022349 31.453699 69.244563 24 113.725078 179.745017 1854
nirp_raphael_03_678 19.628952 28.865069 52.428605 20.937909 36.034357 54.421561 24.630699 36.119428 45.609011 30.255815 40.553090 48.932482 4.536499 22.268203 8.482823 27.473465 11.467897 20.585964 22.503727 4.600655 28.395881 17.217103 45.058351 24.374770 13.988952 48.456925 0 79.167309 106.047293 702
nirp_raphael_03_714 53.628864 75.971084 88.687737 55.990343 73.599134 84.464346 27.935452 37.323018 46.356617 23.874265 40.443328 54.668647 28.766720 24.045777 48.130141 27.474306 62.104885 27.460350 61.782604 14.738498 91.369601 18.393047 108.947272 26.558365 89.396908 170.767302 177 176.714191 179.856050 3156
nirp_raphael_03_806 48.990781 65.628906 74.997877 45.150973 60.773481 72.759479 39.466092 48.616446 60.355398 43.509655 53.597487 67.363218 46.804271 18.528249 65.601631 27.474417 81.580059 27.435172 23.256250 7.730546 43.677969 21.025747 60.116683 26.305698 141.573940 179.794802 315 67.886071 147.444247 746
nirp_raphael_03_815 18.412735 25.538560 35.980699 26.095214 42.255343 52.702807 22.973642 39.717159 52.199427 24.480161 40.852284 53.716931 5.933058 19.160994 9.330273 27.423946 12.933794 25.387247 10.928108 9.254918 19.707829 23.518963 31.826317 23.673783 19.541276 47.675289 0 34.446978 98.637643 88
nirp_raphael_03_902 9.127278 17.114932 25.300540 22.072855 30.711634 38.629344 35.121455 48.131999 58.141685 48.315106 67.233929 80.416648 6.773615 0.086304 9.263470 27.455574 13.365593 27.442501 39.314773 11.248344 59.589227 22.557762 74.306432 26.597446 21.154709 39.104706 0 110.455337 179.487365 1377
nirp_raphael_03_903 25.576907 43.995094 61.037473 16.543755 38.893884 54.900284 20.102021 39.459903 56.330791 28.521420 48.186456 67.647647 54.281999 1.563146 93.631273 17.670239 116.849125 27.448117 28.852518 10.232304 38.065187 25.348913 54.410434 27.168997 132.253918 179.999671 63 85.605957 143.863248 294
nirp_raphael_04_2052 36.737526 50.220253 66.084517 33.554855 41.757792 50.627850 24.021372 33.368901 42.662946 41.598341 55.656063 70.156269 22.767617 5.834719 24.644841 27.452995 42.232980 27.393181 53.230933 22.971668 68.599872 27.337581 87.692782 27.050717 74.273922 102.558303 87 165.080357 179.958930 2904
nirp_raphael_1910-62 25.053855 41.906028 58.211137 20.566346 35.217993 51.561854 23.819003 39.593417 51.257156 27.548002 46.408321 58.015154 11.937136 16.166634 19.313066 27.475589 26.465142 27.422110 15.079907 24.954754 30.673505 26.133289 42.129453 26.083154 37.244531 117.448946 5 45.915123 155.886233 396
nirp_raphael_1978_228 39.448815 53.632257 64.993815 55.786249 60.700036 68.739576 53.016883 57.749992 68.575778 56.044224 64.406050 76.674975 23.323441 6.289607 40.910544 27.452082 72.396792 27.365211 22.863721 8.458025 34.032913 23.651757 47.359089 26.781310 83.549549 179.883262 154 77.821012 153.718750 261
nirp_raphael_a1_6 25.632793 38.401172 53.125526 28.746713 41.435776 59.012948 35.171549 45.018714 60.222893 38.494578 49.263946 64.117747 24.096542 5.411626 35.858208 27.499910 49.350967 27.464582 14.382602 5.224819 17.856798 27.499456 26.716322 26.914388 89.101359 151.860542 47 47.406622 80.041199 13
nirp_raphael_a356 23.132458 40.299469 57.595913 27.680463 43.020494 53.318603 23.253407 33.129098 57.742448 24.926713 35.869553 68.632707 26.307002 16.105574 42.501228 27.014293 67.096862 27.452678 14.701007 2.101167 21.755052 10.706204 42.785743 24.778819 78.886752 163.920800 179 46.304817 102.437494 293
nirp_raphael_batvg_p_1945_25 39.035710 45.075345 54.556552 29.993470 36.034151 43.724516 11.196283 20.081320 21.252365 15.730831 27.648752 43.112060 7.645461 0.225376 16.143438 25.172855 35.182337 27.459983 13.703504 1.513090 22.816330 19.824567 22.619884 25.389867 23.002580 107.721348 2 44.424651 83.328694 7
nirp_raphael_b-m-800 23.375463 35.210559 51.975741 28.321115 36.934629 50.513781 36.073328 43.336555 54.426749 41.401979 49.528395 59.701993 19.263648 11.697311 33.333386 27.299464 51.434438 27.346139 16.587369 5.381597 21.629233 17.780430 31.834558 25.597497 61.261383 152.006508 44 47.837033 80.515196 72
nirp_raphael_b-m-820 33.371263 47.857803 57.101916 35.105987 49.063669 59.497896 38.540415 47.433335 59.143798 45.753463 54.828007 64.935090 33.923998 22.736913 46.343452 27.223904 65.579310 27.462383 25.887125 9.315586 31.305983 26.491864 38.916597 26.727047 115.866209 161.839343 309 83.958423 139.920038 84
nirp_raphael_b-m-839 39.701057 55.062018 64.245109 39.165832 49.448529 56.041428 32.534870 41.291961 54.242975 33.633209 46.421238 63.954307 26.473834 12.510045 50.556800 27.449516 80.817912 27.344632 27.426361 5.766170 40.239332 18.804823 56.528606 26.287483 70.227396 179.735706 320 87.899832 155.454831 1019
nirp_raphael_b-m-939 33.291690 43.578381 51.306497 20.466700 30.258959 38.688196 36.424992 50.253640 61.675258 49.803287 67.501322 80.156464 4.988197 27.483175 9.657704 27.470619 20.232445 27.443245 40.841231 8.849817 54.866200 24.149952 67.905893 25.827049 18.084606 72.214548 1 142.477564 179.814851 2239
