img itct-sat-sl-r3 itct-sat-sl-r7 itct-sat-sl-sg itct-sat-sv-r3 itct-sat-sv-r7 itct-sat-sv-sg itct-lightdark-l-r3 itct-lightdark-l-r7 itct-lightdark-l-sg itct-lightdark-v-r3 itct-lightdark-v-r7 itct-lightdark-v-sg itct-hue-h-r3 itct-hue-h-r7 itct-hue-h-sg itct-hue-cs-r3 itct-hue-cs-r7 itct-hue-cs-sg itct-warmcold-h-r3 itct-warmcold-h-r7 itct-warmcold-h-sg itct-warmcold-cs-r3 itct-warmcold-cs-r7 itct-warmcold-cs-sg itct-comp-h-r3 itct-comp-h-r7 itct-comp-h-sg itct-comp-cs-r3 itct-comp-cs-r7 itct-comp-cs-sg
nirp_gauguin_twcms_c643 17.529992 31.965143 39.194190 28.305897 44.358840 47.797371 19.182582 42.471555 53.746576 16.754536 41.349157 53.007500 12.967997 2.540202 21.921507 16.713302 38.770987 27.248492 21.587809 13.350416 26.447431 22.532141 38.079743 26.309747 43.278897 120.244514 85 66.852897 121.993285 28
nirp_goya_1973-88-b-m 32.048810 46.966423 58.262320 52.936607 63.682214 71.942812 54.579316 62.699101 70.449980 47.295008 57.910799 67.078146 58.155925 21.904566 64.353162 27.363706 79.753947 27.293978 27.532755 4.412262 40.093083 23.102607 51.169955 24.637914 145.811821 179.743571 373 75.837144 145.443676 331
nirp_goya_b-m-14 32.807437 48.004457 62.509156 24.729137 49.508511 68.350395 24.316380 42.244915 57.375415 27.254481 42.422156 55.672808 7.040780 27.436114 12.666552 27.490411 24.484185 19.770528 16.220125 7.862144 27.519392 27.241351 36.209278 24.499870 22.412398 77.404357 5 53.890688 120.778865 214
nirp_goya_b-m-26 36.751192 56.324708 70.226871 37.047494 56.407702 71.355486 28.482248 40.464079 49.627263 29.222875 41.778654 51.492679 23.717568 9.489906 30.126936 24.032891 34.809787 27.319110 7.689216 11.581107 13.597235 23.921775 17.339512 21.951077 64.217090 113.449183 51 23.163586 70.787354 0
nirp_goya_b-m-29 31.695243 52.612879 62.008802 39.377592 54.518195 61.090421 50.110217 62.452022 67.089129 51.066067 63.920482 68.339221 49.293713 17.552202 68.869666 27.366715 86.309157 27.498623 7.998694 4.518951 10.977124 27.001044 13.206493 25.422542 131.785938 179.904215 870 25.078467 51.388716 0
nirp_goya_brm_bifa_40_5 46.759076 59.536898 69.703518 41.717939 47.052003 54.492792 44.763417 60.756918 70.377949 55.193061 77.211915 90.965669 27.203980 25.723879 35.304033 27.434945 38.676985 23.955494 35.270648 14.670757 54.332716 25.276729 69.391869 27.126526 84.812777 132.365628 2 123.194085 179.962112 793
nirp_goya_pc_24 34.937882 41.783897 46.688934 53.734266 61.592455 65.728345 57.707285 70.044045 77.720636 54.001639 66.433928 73.808851 41.530630 19.291345 56.230584 27.305730 76.553185 27.272264 13.333535 15.082547 17.048911 27.104091 21.823449 26.720459 130.228206 179.744060 432 42.714961 86.529997 0
nirp_goya_pc_27 43.295895 54.691132 60.415605 55.888936 66.411132 71.136171 47.112242 55.711992 62.409950 42.438055 51.152797 58.607781 56.890667 26.518188 63.327909 27.403749 76.230286 27.295084 16.198353 11.059221 20.712275 24.682577 27.545582 26.064311 160.689521 179.852413 491 54.180283 82.071849 0
nirp_goya_wm_1566_1948 56.877534 63.407382 69.624651 57.390336 63.253087 67.294656 37.408218 49.484856 58.211308 39.456751 53.835334 64.627902 25.372863 6.750018 41.964079 27.428505 60.954935 27.438299 19.571038 10.581474 26.986306 24.112962 32.161024 26.387351 80.765865 179.920687 156 59.162620 99.573034 12
nirp_greco_b-m-642 29.729779 43.612194 56.644696 31.279188 44.071926 63.999855 41.294478 51.098210 66.835582 48.566526 58.442451 73.014917 48.755466 25.920986 53.639745 27.385652 67.424920 27.483070 22.051358 3.879078 29.154650 18.330083 37.177803 24.429227 130.961852 161.646430 138 69.408192 95.020106 52
nirp_greco_hhtp_2001_1_10 22.703896 29.329622 11.376379 25.298804 33.405540 34.030080 20.190035 30.246507 38.820734 25.035834 40.793311 56.326264 7.535734 3.562751 9.320069 27.422778 10.554658 27.409568 20.510257 4.561887 39.713166 14.059517 54.564369 25.982013 21.420512 50.315547 8 59.907415 177.806011 141
nirp_greco_pc_17 15.404474 30.799405 40.727166 17.962355 38.085108 52.174564 27.746204 47.078313 60.226664 32.658080 51.341503 64.325065 70.699457 24.925365 85.091817 27.447453 101.741488 27.405816 17.211135 5.902812 19.371558 24.274653 23.278658 25.119629 176.180519 179.973823 339 58.966807 87.580857 0
nirp_greco_pc_18 27.266374 52.103780 59.834522 37.175324 64.452141 66.966528 52.940574 75.490035 79.136276 54.415624 76.928443 82.360904 33.288498 16.800935 51.523567 27.014891 70.237265 27.459766 4.772006 0.996690 7.818725 20.679538 11.224707 23.908926 107.415072 179.566602 500 15.914578 39.196222 0
nirp_hondecoeter_1899_1_41 29.087212 42.924411 49.310619 29.557396 38.293630 37.684064 11.747450 28.509906 44.993416 16.573461 36.644346 56.076154 19.595325 2.327661 27.309287 11.720813 44.329037 27.461891 19.748623 2.676836 30.015428 22.082442 42.482139 26.898684 58.326278 112.354217 324 53.485989 137.624260 291
nirp_hondecoeter_1900-1 31.959070 42.811523 55.169535 48.048532 57.861588 66.842257 54.338900 62.846346 69.412509 59.115120 67.983142 73.627245 5.627082 18.165663 7.227106 26.378128 6.825294 24.980102 16.921797 13.911408 19.837785 17.507811 24.954140 21.707510 16.913792 33.203483 0 55.516648 84.552311 0
nirp_hondecoeter_190_1912 21.197948 38.419841 49.294622 52.718869 56.816662 57.855305 77.664085 83.503506 89.076708 80.957068 86.853043 92.470378 47.958504 26.742126 61.013904 27.223956 91.704839 27.363447 11.722826 9.283819 16.362827 26.825040 21.343710 26.692915 155.622772 179.801058 1108 38.391638 69.904033 0
nirp_hondecoeter_1904-90 39.491086 44.343475 54.499569 40.048517 47.594444 56.253918 29.240706 41.488597 52.175342 30.864802 45.059281 56.884217 4.411811 24.418116 6.932874 27.477694 8.182187 27.420642 14.619431 5.947784 23.770700 25.052926 33.812786 25.395960 14.239516 40.426819 0 47.467755 137.994507 199
nirp_hondecoeter_1939-1 26.926656 35.537668 38.839227 30.643315 39.476882 44.597382 27.239552 34.504709 45.778848 29.519295 38.176383 51.964749 3.989141 27.469107 5.560265 27.459467 6.621200 27.423867 10.941715 4.807725 18.862984 22.841331 28.958658 25.641924 13.435404 22.665116 0 40.758326 76.483026 34
nirp_hondecoeter_26_1912 25.532384 29.887715 36.378626 32.428661 38.100617 41.830292 27.188724 38.084126 47.434243 27.701901 39.637363 50.597575 43.899364 16.994290 74.267695 25.179974 107.907352 27.466117 6.111400 5.393086 12.279479 23.446426 16.430759 26.508997 173.231092 179.467370 844 19.709194 58.337985 0
nirp_hondecoeter_b-m-904 39.151597 50.094362 51.504448 32.374811 41.696929 42.711888 11.901508 23.763618 32.843487 15.613774 33.357877 44.858376 25.361844 1.112711 38.839926 27.265757 62.440370 27.465847 18.379807 6.036015 34.290578 19.990219 43.870333 26.455829 94.202701 174.998174 36 57.789452 138.159378 143
nirp_hondecoeter_brm_bifa_2001_2 19.141150 35.757615 47.113980 20.964010 39.613773 46.087713 20.546423 35.069981 47.024996 25.531260 41.532401 57.146294 8.567526 2.519549 14.767447 14.165597 24.613146 20.636157 18.065985 1.693369 27.252048 7.378462 37.063768 27.003867 30.504211 69.082397 0 50.578368 126.236606 255
nirp_hondecoeter_twcms_b8426 21.321211 33.207731 40.593285 30.409866 36.697253 39.646707 42.650636 49.553232 54.519204 44.929440 53.926194 63.546072 11.863340 2.382762 16.535060 27.461437 20.298439 27.451096 9.149374 1.105881 21.881905 9.050893 34.472340 26.991421 31.521132 81.110672 0 29.613798 97.808728 249
nirp_hondecoeter_twcms_g1189 32.681834 42.714766 52.227490 30.269705 39.319137 45.760041 28.105164 35.214566 42.253168 35.597204 45.641062 56.874904 17.622780 3.628248 27.315876 26.425234 42.306312 27.390886 24.458756 3.502544 35.083971 17.580502 50.059228 27.056410 54.231611 148.999945 62 80.801422 177.158482 331
nirp_kauffmann_1956_88 15.327157 25.977072 35.059859 18.603818 28.428931 38.102670 24.228971 35.363677 46.961917 32.370718 47.213489 61.304125 6.072208 0.009821 9.534296 17.404503 9.732187 27.443056 24.201286 6.702750 35.813024 20.286561 47.137272 25.282254 17.684974 35.871574 0 72.538397 132.357378 302
nirp_kauffmann_1956_89 26.231643 41.779184 55.578438 22.871550 39.656039 53.528999 32.315123 41.501670 47.979701 45.960295 57.752565 67.736851 7.484743 27.316945 14.315096 27.443805 34.041430 19.054246 39.769013 11.878067 48.387898 25.576258 58.309413 26.095114 25.787423 62.073108 24 126.472072 170.104250 706
nirp_kauffmann_1956_90 22.197644 29.902606 46.097498 17.888857 28.794767 40.835956 23.597870 38.296522 47.639781 29.258897 47.276429 56.861311 5.263668 27.466528 9.163521 27.477595 8.857592 22.779408 17.496649 5.000664 28.172799 22.957341 35.941232 24.707663 20.085155 61.937632 0 53.308442 136.516017 104
nirp_kauffmann_1956_91 44.486026 50.380634 59.777759 40.817993 48.419338 57.027064 20.701710 35.784679 49.523807 21.178280 39.675053 57.382869 36.544294 11.653955 53.369947 27.457300 74.036934 27.405179 18.539013 3.392597 26.814723 21.584817 36.944089 26.186813 108.986179 179.831451 326 55.934986 115.507259 114
nirp_kauffmann_1966_029 46.785531 60.740936 72.816783 57.825267 71.062648 79.387304 54.692881 66.277520 72.873810 54.446624 66.064522 72.701501 38.515535 16.390864 44.402315 26.111803 54.940809 27.343941 9.094186 5.179289 14.809036 25.828548 24.466790 26.922450 132.441158 154.241310 162 29.833133 62.718627 100
nirp_kauffmann_44s 18.246606 31.516191 37.094090 21.447112 34.906229 38.879550 28.949194 44.593999 55.047986 34.044570 51.690051 62.262963 32.096337 1.199608 57.974167 4.208321 93.103779 27.461854 18.090283 4.523514 33.278633 12.581248 46.512792 26.830571 91.621198 177.035294 1076 50.852752 157.103431 534
nirp_kauffmann_bsems__1992_9_348 10.223161 25.829803 28.559774 12.562803 26.767620 30.457016 35.830353 52.629642 57.589657 38.614491 57.385560 66.009769 32.177101 6.562579 42.102950 27.407401 50.097055 27.472126 10.343808 8.584227 18.526024 25.727712 24.355844 26.904377 93.588719 139.229210 15 30.100120 70.188772 0
nirp_kauffmann_bsems__1992_9_349 49.655457 60.270818 61.862331 52.600718 66.214233 69.174205 30.183236 38.414784 46.791773 43.856050 52.749207 64.047445 14.069345 27.469739 20.892945 27.499818 42.568422 26.535237 39.780515 26.452968 45.638313 27.497203 51.975098 27.090452 49.122402 100.885998 55 118.507801 142.917978 58
nirp_kauffmann_fa000123 25.579658 38.900501 39.801042 23.610491 38.569498 51.647309 31.357883 58.161580 74.629410 40.041800 74.309402 94.446340 44.669061 22.734898 66.556295 27.485079 87.882641 27.324621 25.720327 12.494455 47.836675 25.609711 61.598548 26.525381 161.266747 179.984729 101 82.553085 163.115157 560
nirp_kauffmann_fah1975_32 36.976975 45.806007 52.759076 36.105909 45.779179 47.161510 20.610442 31.082012 37.555245 28.609251 41.748175 48.889185 72.875619 27.231856 90.910076 27.407693 103.931808 27.471893 32.270548 7.678042 42.661237 24.927937 52.448707 25.668592 176.832958 179.994399 382 103.660824 154.512602 627
nirp_kauffmann_fah1975_33 30.386663 42.212101 49.820829 30.853899 42.048183 50.149577 20.396927 27.972023 31.844343 23.480456 33.337090 40.038952 27.624801 10.377491 53.305024 27.425860 69.147288 27.451984 11.056139 1.137681 18.128146 21.986412 21.047895 26.446910 83.439735 175.833360 960 34.304214 86.705659 0
nirp_kauffmann_lducs_pc5559 19.207958 39.248177 54.244481 30.509913 44.798381 51.937057 37.766739 46.543258 54.211110 44.457941 53.428430 61.717678 37.444976 18.109337 51.926876 27.138454 64.371267 27.471553 32.843228 15.718999 38.924847 24.395232 40.871369 23.508168 122.706346 178.510632 166 119.136317 176.362037 169
nirp_kauffmann_op197 33.187728 52.153590 57.591983 41.327840 64.065722 78.570883 44.248316 72.290909 91.428000 40.242971 67.387200 87.105647 11.212165 0.436825 17.178367 27.499863 26.166433 27.088608 24.545253 5.827521 32.611032 27.497988 42.798121 27.325575 39.489665 72.829024 10 74.743330 128.377071 87
nirp_kauffmann_op531 41.581998 72.821672 92.143036 42.202818 75.531186 97.119346 39.507257 71.639959 92.494876 35.805099 66.913069 86.578714 14.695341 1.573886 16.679323 27.499909 23.414643 27.454211 22.470097 10.869359 30.850945 27.492407 35.980056 27.322900 50.795783 88.877809 8 70.172641 104.654912 13
nirp_kauffmann_som_hm_a240 34.349435 44.264070 40.499798 26.056887 32.477630 25.587770 20.378907 29.218023 38.986946 34.434502 50.162664 62.687677 59.870248 13.895327 83.169533 27.445204 101.691734 27.457832 38.614958 5.011076 55.938413 15.999069 67.143713 23.162020 177.642829 179.586688 541 131.971993 179.259704 655
nirp_kauffmann_strpg_1993_3 16.175405 41.600372 58.374263 17.700669 41.066144 51.145158 17.229738 35.492447 49.056717 22.144300 41.683658 59.498073 5.280134 21.798880 9.919006 26.396528 7.921436 23.040335 18.639523 12.460891 31.349538 24.120397 45.802074 26.309058 16.741714 33.747697 0 65.024474 149.463574 412
nirp_kauffmann_va_pc_2006aj4611 24.902089 44.041095 62.129647 20.422483 39.104754 53.441495 32.253513 49.071785 65.836897 39.071120 58.170693 77.023288 20.093192 7.478976 33.929865 23.350298 54.473846 27.354833 21.848352 12.118297 37.970996 26.822423 51.502547 25.760303 55.115071 118.932222 139 64.066111 147.181147 680
nirp_kauffmann_va_pc_2006an1773 31.952922 56.287512 54.832892 38.043282 65.935237 84.748691 36.874586 64.722421 84.880265 31.996662 57.626353 78.139758 17.358098 2.280439 33.564196 27.468318 59.123613 27.435345 29.104921 6.462897 40.732504 18.912969 53.752097 27.279420 44.113402 175.514943 38 103.135820 163.771921 567
nirp_kauffmann_va_pc_2006av2480 27.949300 46.633572 57.887287 24.106702 38.910377 49.864265 29.210785 45.541177 52.998103 34.489424 53.919100 63.554685 52.805864 19.677819 74.736743 27.217787 96.076268 27.467318 17.055617 14.583118 28.240404 23.344486 35.510292 26.919381 152.387237 179.583820 42 46.556526 125.290584 69
nirp_kauffmann_va_pc_2006bh7496 41.088631 55.991736 66.530729 42.753739 57.145141 65.779121 30.613470 41.688778 50.646443 31.725705 44.263258 54.365308 33.274233 13.135629 45.044366 22.895109 53.756769 27.463789 16.736866 5.530785 26.499266 25.782587 38.230048 26.252424 114.023865 159.478497 2 45.297587 114.650640 219
nirp_kauffmann_va_pc_2007bl4113 18.410092 25.084180 26.559580 19.071660 24.186228 29.912797 19.240288 27.280769 39.308861 25.923929 40.360645 57.376819 3.050762 14.926854 4.807636 27.389117 6.356648 24.833459 29.712635 9.289615 41.136970 18.610962 53.519542 25.444555 10.523005 21.192700 0 98.762339 178.017867 902
nirp_kauffmann_va_pc_2007bm9016 8.258638 15.433001 19.279155 23.451865 32.836083 42.361502 33.389235 43.605598 55.217261 44.374172 55.969470 68.533258 5.312131 23.715259 7.358940 27.472186 6.309187 26.560910 35.032095 15.571749 43.884709 17.532193 55.474873 24.095696 16.935188 31.169787 0 111.202886 164.617410 1164
nirp_latour_15_1990 35.304170 59.587238 74.573696 30.030245 55.584953 68.383146 16.346151 34.100603 40.943052 17.911513 35.933605 43.743149 28.734948 7.742519 52.976696 27.044555 74.355577 27.469397 7.381323 11.879591 9.323553 23.454794 8.748816 23.954353 98.124824 179.629221 477 22.322217 41.511948 0
nirp_latour_164 22.468556 40.857480 42.312096 17.693750 32.136379 35.187946 17.440073 34.606168 40.677508 23.895884 46.441739 53.149406 11.373222 26.398526 18.351427 27.157492 20.469044 25.979282 20.688093 4.020258 37.736203 19.926363 44.777149 22.896985 36.836447 60.694135 0 75.432041 178.155844 67
nirp_latour_179 45.559353 52.325023 56.188857 37.710815 46.305895 49.761046 23.388529 33.091310 37.666320 30.217061 42.775507 50.823419 14.720979 3.932383 19.586269 27.446433 26.805146 27.409036 36.649342 7.065016 49.080965 16.469254 62.359836 26.274578 48.122826 91.278564 42 111.421883 179.710640 1490
nirp_latour_1906_003 19.619535 29.837162 32.704366 16.733104 30.517277 36.668622 13.734523 29.024809 36.606877 13.876785 30.221582 37.850745 18.797613 4.915452 39.403228 18.952597 50.382283 27.460872 4.127793 4.282855 12.334937 20.005409 11.862368 27.191989 59.170683 149.127524 39 12.815377 42.824793 0
nirp_latour_1939p673 22.141758 39.495719 51.873184 18.948191 34.109115 45.481386 42.912852 50.100018 54.101580 46.910042 54.759021 58.323853 61.281282 26.583210 72.116915 27.417567 88.009692 27.460876 13.276506 2.734706 18.552474 11.882445 24.598204 23.920832 174.489692 179.999360 790 40.863909 72.609476 1
nirp_latour_1956p5 32.764069 44.197066 52.089544 29.944970 37.834191 45.298633 22.232379 35.390018 46.699003 26.918434 41.872000 52.252498 3.505710 27.431496 6.930491 27.478738 6.999300 26.597406 15.188102 1.435590 21.736499 27.196778 26.648465 26.797642 13.448142 30.954598 0 50.777647 101.607595 23
nirp_latour_1958p15 15.943185 21.914173 29.157911 10.323988 25.352037 29.171707 23.473086 39.136359 40.335130 32.405448 49.512316 56.367010 9.110580 0.063262 12.939797 27.483545 16.808998 27.469209 26.175479 4.259467 34.192579 26.670397 39.494162 26.497274 32.564785 58.996110 0 86.866879 151.983815 36
nirp_latour_2138 8.226839 11.198962 8.477926 13.694797 18.600371 22.535163 14.896366 25.950700 36.442858 20.635313 36.405619 51.259053 3.810919 27.443787 6.002220 27.491942 6.002961 26.561870 19.516153 11.015493 32.254715 26.414516 39.323852 25.191772 10.963031 27.997880 0 56.050416 164.548761 137
nirp_latour_2139 24.013471 31.075117 34.943639 21.757629 29.673430 34.244810 21.293173 30.793527 34.291977 23.196281 34.275495 41.126340 5.176053 27.476701 16.000226 27.485281 27.132676 23.001986 11.624516 8.808337 18.386535 23.571093 22.007724 22.636311 14.337901 109.257452 21 34.929311 100.415015 0
nirp_latour_2386 26.387718 44.693628 56.622937 30.560889 41.525002 48.275934 26.774156 35.983573 43.750242 29.947907 41.126384 47.558117 4.506365 20.595710 7.835134 27.428259 13.421451 15.798256 20.094874 12.192534 29.140703 11.617888 39.313317 21.959160 15.312532 43.318413 0 60.867830 124.679496 258
nirp_latour_2387 35.347631 51.419840 60.293720 36.311921 48.559815 54.874176 17.825672 24.034708 27.939672 19.287503 30.679024 36.374901 69.387384 15.336226 82.593228 27.463783 92.770395 27.473042 12.686656 11.165323 29.870305 26.339769 37.174617 26.688069 179.505896 179.991156 660 42.513223 159.726499 128
nirp_latour_2917 24.192704 30.924538 32.372200 23.028482 26.930411 26.041246 21.988306 28.739087 35.423387 28.700510 38.558343 48.599861 28.152552 27.438670 38.299151 27.456227 52.065189 27.466707 20.530927 16.808991 30.297332 26.452442 34.389523 27.061005 91.610682 179.659933 152 68.612406 150.817880 49
nirp_latour_3_55_4 10.757171 16.563652 16.958336 14.156693 24.967000 29.430859 15.990412 29.032951 37.110794 20.443141 37.222944 51.097881 2.619694 25.799684 5.035072 27.382196 6.334209 20.986395 15.516231 7.602055 27.898312 25.414146 33.617037 23.316546 7.224687 22.149346 0 47.060952 140.612003 67
nirp_latour_ag002274 53.630787 67.801050 83.275328 56.920120 67.658073 81.780939 34.848403 41.016256 53.049422 32.708977 39.283366 48.670955 23.323002 12.999635 27.818041 26.766200 36.564893 27.170716 7.695935 12.126205 9.998200 26.191525 13.643352 25.226682 76.590934 101.830961 5 24.920775 43.317460 0
nirp_latour_ag002546 10.337648 22.125114 32.150204 17.528597 29.733849 44.171473 28.932268 37.782203 44.054153 34.539628 44.773618 52.777237 32.610974 11.515183 40.161095 27.465655 56.764829 27.365672 16.358978 4.109115 23.967859 14.077928 30.002879 26.786680 96.571207 149.141508 264 49.005664 98.434766 46
nirp_latour_bermg_1436 51.080092 61.600118 68.548027 44.982800 53.966703 59.070277 14.749598 24.590508 33.383113 24.391774 38.942175 46.561742 72.896810 26.589896 93.312644 27.424242 110.960979 27.461257 38.173519 14.772325 53.030821 26.252615 56.758822 24.008944 173.776639 179.865448 474 134.399077 179.728804 198
