img glcm-cs-ct1 glcm-cs-ct6 glcm-cs-ct20 glcm-cs-en1 glcm-cs-en6 glcm-cs-en20 glcm-cs-hm1 glcm-cs-hm6 glcm-cs-hm20 glcm-cs-cr1 glcm-cs-cr6 glcm-cs-cr20 glcm-h-ct1 glcm-h-ct6 glcm-h-ct20 glcm-h-en1 glcm-h-en6 glcm-h-en20 glcm-h-hm1 glcm-h-hm6 glcm-h-hm20 glcm-h-cr1 glcm-h-cr6 glcm-h-cr20 glcm-l-ct1 glcm-l-ct6 glcm-l-ct20 glcm-l-en1 glcm-l-en6 glcm-l-en20 glcm-l-hm1 glcm-l-hm6 glcm-l-hm20 glcm-l-cr1 glcm-l-cr6 glcm-l-cr20 glcm-shsl-ct1 glcm-shsl-ct6 glcm-shsl-ct20 glcm-shsl-en1 glcm-shsl-en6 glcm-shsl-en20 glcm-shsl-hm1 glcm-shsl-hm6 glcm-shsl-hm20 glcm-shsl-cr1 glcm-shsl-cr6 glcm-shsl-cr20 glcm-shsv-ct1 glcm-shsv-ct6 glcm-shsv-ct20 glcm-shsv-en1 glcm-shsv-en6 glcm-shsv-en20 glcm-shsv-hm1 glcm-shsv-hm6 glcm-shsv-hm20 glcm-shsv-cr1 glcm-shsv-cr6 glcm-shsv-cr20 glcm-v-ct1 glcm-v-ct6 glcm-v-ct20 glcm-v-en1 glcm-v-en6 glcm-v-en20 glcm-v-hm1 glcm-v-hm6 glcm-v-hm20 glcm-v-cr1 glcm-v-cr6 glcm-v-cr20
nirp_rousseau_30 3017937 24143041 56671755 19052.221 12341.689 8966.957 148947.632 83802.605 46492.297 1.000000 1.000000 1.000000 31471342 109333285 208803074 15900.717 9723.389 6436.690 146650.507 79180.464 38017.938 1.000000 1.000083 1.000000 13484232 87953400 147667672 6996.361 4391.814 3763.954 77061.157 33640.951 24626.534 1.000000 1.000023 1.000000 397175562 1086851948 1301100496 53595.714 38422.922 35307.047 108174.277 62307.227 50514.033 1.000000 1.008186 1.000000 242511629 613996343 728798342 51711.026 37538.327 34724.719 132407.609 78866.863 58087.704 1.000000 1.000405 1.004347 15918288 108799956 187679897 6560.250 4107.353 3299.803 68411.264 29249.840 20826.680 1.000000 1.004895 1.010843
nirp_rousseau_71 13738489 128710343 297458297 46587.394 38626.806 33479.828 122679.896 70709.496 48045.790 1.007753 1.015112 1.000000 479020 4072863 9907435 39622.607 26729.784 21177.757 207863.740 126129.264 87007.312 1.000000 1.000000 1.000000 5422962 47111192 111296405 46941.173 38835.283 33709.964 124420.874 69221.963 54055.089 1.006463 1.000000 1.000000 8085840 60788905 158195712 42919.698 61766.944 30559.135 227328.666 211529.827 202139.114 1.000000 1.026142 1.000000 5373579 52378368 153794178 58968.801 52718.351 39369.593 176179.216 142007.921 130373.208 1.000000 1.000849 1.000000 13059340 110568729 231411571 63195.171 30616.457 53507.962 161045.764 129680.808 115525.046 1.000000 1.000000 -13.501379
nirp_rousseau_ag003933 2124995 17707429 48091996 14560.366 8775.611 6709.188 142331.604 69454.518 39310.987 1.000000 1.000000 1.000000 23396434 52410088 77177059 19902.906 11948.948 8902.090 161688.000 84656.848 47923.476 1.000000 1.000000 1.004063 13066988 93220263 204241097 8548.264 6025.657 5361.089 99869.152 48249.527 35435.907 1.000105 1.000000 1.027881 391112673 854833337 1093975063 52811.817 43828.070 40080.168 118022.064 69784.723 53990.111 1.000127 1.000000 1.000000 267951432 569117966 713491506 36708.700 28551.762 26140.207 116785.827 60755.727 43331.822 1.000638 1.000000 1.000000 14699686 112026725 260009849 17905.069 16150.782 14527.042 97566.335 51869.717 39411.636 1.038378 1.000000 1.001335
nirp_rousseau_brm_bifa_60_12 4052518 57235218 158989152 11162.221 5778.863 4289.954 115499.043 39254.041 19339.558 1.000024 1.000701 1.049235 32914861 78191136 138293602 25581.133 16299.940 13027.186 158999.833 87198.892 58545.142 1.000000 1.000000 1.000000 11806532 90172680 230755003 7519.769 4573.146 3690.959 78535.325 33190.753 19339.045 1.000000 1.000000 1.000000 324875679 932699419 1293141998 28737.573 19217.108 15061.755 61666.638 32650.047 23056.611 1.000000 1.000000 1.000000 225012526 639937787 898483626 22621.137 14129.304 11492.048 63201.015 30188.688 20940.326 1.058377 1.000000 1.000000 14533244 141096356 361536022 8535.261 6296.476 4570.463 74166.404 30970.618 17406.887 1.000000 1.000000 1.000000
nirp_rousseau_nwhcm_1949_134_f 4197818 27227916 57767740 14823.678 8607.236 7087.849 122965.368 52114.868 33958.103 1.000000 1.000000 1.000096 92187743 233327879 317259988 12775.539 7447.868 5829.130 124059.944 45999.154 26661.862 1.000000 1.000000 1.062660 216924483 414389088 587079720 5156.153 3685.391 3154.034 32947.730 20055.921 15713.546 1.000830 1.000000 1.000000 755981509 1416252221 1637627959 22330.383 14691.440 12924.326 44051.737 28279.810 23402.694 1.000000 1.000000 1.000000 412377146 835267486 1004765212 20127.463 13428.623 12129.839 46053.775 28141.427 23231.682 1.000000 1.000812 1.015054 219746402 433334528 636196335 4589.481 3105.244 2472.760 30026.670 17916.086 13276.274 1.000154 1.000000 1.000000
nirp_rousseau_va_pc_2006ag3567 2594375 22664443 63039226 15435.459 8988.030 6561.564 149686.192 71566.941 38088.657 1.000000 1.000001 1.000333 200111354 562972557 891056538 29215.578 19163.030 15091.272 164532.545 92984.266 61260.239 1.000000 1.000000 1.000000 87427820 352834925 618230276 3835.804 2558.883 2119.954 34046.357 16966.210 11781.932 1.000000 1.000000 1.012600 473474888 954441680 1242467139 9811.220 6035.869 4613.823 60532.153 30885.513 20109.559 1.000117 1.000000 1.008907 353459045 711453306 915440324 6814.830 4171.983 3313.986 53153.897 24305.241 15406.413 1.001193 1.000000 1.000506 88263443 372121116 679324286 6287.563 4225.306 3108.277 36658.742 19316.501 13349.336 1.000609 1.000000 1.000000
nirp_rousseau_va_pc_2006ag3569 3575227 45098848 109733968 14019.661 7529.078 5939.330 122590.318 45663.501 28065.848 1.000000 1.000000 1.000000 34933348 113183875 188937144 16308.229 8650.537 6528.158 140649.674 56412.753 34360.733 1.000001 1.000000 1.007366 50834088 239891351 468596850 5155.408 3361.063 2786.027 52430.410 23616.532 16008.146 1.005896 1.000000 1.000000 607218623 1408470856 1667943926 15919.621 8282.292 6537.439 47759.202 21093.019 14967.070 1.009606 1.000000 1.000000 405000799 940104623 1167610681 12823.221 6630.865 5463.999 60499.768 23979.401 16097.563 1.000000 1.000000 1.030838 53526763 272650304 538919394 6042.480 3618.894 2631.136 51944.672 23387.747 15180.288 1.001412 1.000000 1.011314
nirp_rousseau_va_pc_2006bb4973 22340950 182294329 384567995 6796.492 3616.865 2891.091 78614.404 26166.583 15083.901 1.000067 1.005987 1.000000 28310215 76576265 111526085 18400.322 9510.901 7074.157 150974.783 63464.100 36849.451 1.000000 1.000000 1.000000 81524310 379915912 553614987 4954.539 3342.298 2982.453 38024.055 17209.388 13081.088 1.000054 1.003251 1.000000 753460704 1835975564 1996846921 56033.616 32739.592 29465.425 67288.191 37009.926 32607.368 1.016810 1.000000 -0.432361 460333938 1155553270 1309934930 52135.546 29531.766 26793.596 65537.499 35054.723 31068.302 1.009068 1.000000 1.000000 100262991 558066351 905749298 6003.488 3713.804 2460.559 34791.335 15841.009 10573.378 1.000083 1.040064 1.050547
nirp_rousseau_va_pc_2007bl4049 4816997 33775488 82102715 13415.763 7936.201 5872.021 129100.104 58880.172 32197.664 1.000000 1.000000 1.000071 10389588 28995158 55381794 24047.833 14558.872 10682.417 171452.706 88151.748 50531.517 1.000002 1.000088 1.000000 17005465 145174828 363412834 9686.769 5950.980 4905.669 120417.919 54872.247 36866.702 1.000000 1.000637 1.003771 177583738 586957632 928730159 40804.727 63522.311 53955.396 166649.642 117886.464 98257.909 1.000082 1.000000 1.000001 128424812 405854232 695816032 62700.317 48913.992 38937.883 175208.369 117327.592 93469.774 1.000116 1.000000 1.005207 21085323 180474532 449556869 12766.471 10270.646 8112.983 107531.238 49530.960 32450.502 1.000000 1.000267 1.000000
nirp_rubens_07_3506 10888936 206463159 658579915 34175.241 28580.628 19850.465 154985.429 111094.524 59863.088 1.000000 1.000000 1.038625 18236988 46549436 54079740 67505.301 56358.555 41638.312 203653.292 150225.884 94850.522 1.000000 1.000000 1.000000 9943111 94938790 265458281 8805.068 5415.594 3177.957 82772.459 29074.050 15447.678 1.000000 1.000000 1.000000 104539984 566475295 1273643775 32993.446 24808.457 15755.009 112807.552 55572.237 31766.967 1.000000 1.000000 -1.086838 82923081 366756417 794977026 20613.969 14858.095 9382.713 97385.109 41216.580 22094.353 1.000000 1.000000 1.000000 14637562 187119498 551472919 19256.085 14335.002 8330.527 86882.122 35476.383 19219.008 1.099563 1.000000 1.000000
nirp_rubens_10_1032 43148292 608522928 1483531375 15383.968 8608.413 4955.957 69563.274 28247.071 15436.584 1.000947 1.000000 1.000000 413419151 1339997823 1891352394 20741.043 11788.812 9394.974 143634.660 64316.687 41471.646 1.000000 1.000000 1.000000 19119062 164447010 349216375 15136.061 8206.214 4849.875 81214.445 30775.112 17357.152 1.000000 1.000000 1.266037 148747345 764138710 1379296198 61933.274 61688.203 25739.557 159866.011 133646.684 118894.123 1.000000 1.000000 -0.408877 111762430 572036910 1002327450 56743.892 58484.956 28942.956 145161.497 115942.518 101061.690 1.000000 1.000000 1.000000 46196185 561879910 1311771169 30860.700 21407.652 14423.564 76533.911 35288.707 21908.948 1.003544 1.000000 1.000000
nirp_rubens_1910-55 14857002 227114499 729695139 7526.634 3960.784 2551.335 96483.874 38340.241 16021.398 1.009010 1.000000 1.000000 103975929 280128727 350052757 27526.245 15860.895 11905.406 171527.055 86925.071 52651.388 1.000000 1.000031 1.000000 45708572 441017210 935035281 5504.132 3074.407 2235.083 65876.178 24160.476 13376.117 1.000168 1.021480 1.000000 342591068 1184475375 1612985534 58973.490 35604.877 30086.559 89783.986 46865.521 36339.741 1.005927 1.000000 1.000000 230274869 842689889 1139445547 37190.469 19141.934 15806.670 74200.850 32376.654 23749.235 1.000000 1.000000 1.000000 56405022 679295555 1693817304 22311.916 14561.646 9669.859 74726.960 33070.966 19048.403 1.000000 1.003973 1.000000
nirp_rubens_1941_18_94 43487642 429030791 875048441 4773.416 2609.429 1943.684 54527.315 18220.353 10329.463 1.000433 1.000000 1.109982 126373423 362949735 514261938 21565.006 12881.196 10388.379 134889.246 62872.645 41221.539 1.000000 1.000000 1.000000 47910463 285267329 583651241 5040.719 3075.630 2427.133 49474.404 20550.932 12208.216 1.004671 1.000000 1.000000 421312089 1268587733 1721981958 24288.380 52441.095 42666.955 84856.698 58753.401 46462.107 1.000000 1.006232 1.000000 284549609 888983042 1245081030 65574.575 49859.698 40910.770 85116.354 58246.315 46316.595 1.001508 1.000000 1.000000 73485844 577163513 1200526014 6463.910 3990.323 2281.840 43228.833 18263.329 10132.386 1.019985 1.000000 1.000000
nirp_rubens_1952_3_38 10371717 138778748 475194692 8168.597 4171.433 2758.980 99677.380 34166.879 14678.027 1.000004 1.000258 1.030186 5524551 22843888 35987193 30148.189 17761.838 13942.012 179152.136 94966.066 62908.644 1.000000 1.000000 1.000000 26198492 243937804 584923469 7700.865 4302.886 3264.754 78409.731 28146.607 15962.652 1.000218 1.004028 1.059173 209570121 951762420 1463550806 33448.801 51925.986 40453.011 96646.250 59290.742 44719.529 1.000000 1.000000 -4.496358 136055263 607370320 891802564 65027.917 46787.800 37566.456 93658.847 56465.444 43744.551 1.005428 1.259570 1.000000 32099937 386807362 1096738012 10109.186 5725.672 3134.165 70969.985 25144.434 12700.555 1.000000 1.000000 1.062681
nirp_rubens_1967_114_3 1942971 31960504 114632625 57842.634 51577.468 40918.576 162879.849 93045.607 62707.747 1.000000 1.000014 1.000338 341092267 1237635164 2264542537 58164.086 51370.632 40660.346 173921.043 102948.961 66696.009 1.000000 1.000000 1.000668 23474696 233282818 717413294 53356.218 48979.101 38701.716 113237.709 75207.513 55945.291 1.000000 1.000194 1.000000 182290441 577051635 992734671 58289.513 51941.216 40882.440 135126.295 87994.308 62665.877 1.000000 1.000000 1.004709 41262940 259680122 751051771 57320.315 51523.746 40638.975 126223.806 81772.827 58512.830 1.000000 1.000000 1.001470 23476130 230197057 690209012 55927.100 51626.470 41092.050 110550.533 74883.193 56156.414 1.000000 1.001164 3.379821
nirp_rubens_1967_195 3628294 62081103 137767421 11497.232 6387.347 5007.464 108595.569 34568.070 21275.180 1.000000 1.000015 1.000000 200463477 663491317 988023286 26660.528 15341.547 12759.248 157365.879 70735.764 49765.659 1.000000 1.000000 1.000000 49770749 391848998 698069047 5826.292 4209.178 3403.750 48260.825 21621.006 15513.425 1.000000 1.001322 1.126543 170975733 631350218 913478077 8187.329 5542.446 4512.679 48737.789 20362.456 13667.962 1.000035 1.026734 1.000000 117175963 578695784 1039395811 6836.225 4924.752 3929.592 44483.185 17984.779 12094.202 1.000000 1.000000 1.000000 51626801 424133273 733053927 6090.515 4255.831 3424.572 46912.353 19928.848 14021.903 1.000004 1.000000 1.597609
nirp_rubens_1974_637 14549597 186381663 482416657 18148.703 11246.872 7427.391 121314.560 57852.344 30205.391 1.000000 1.000038 1.001388 79558790 246600929 449565792 22311.366 15713.321 10606.962 140903.982 72363.220 39547.429 1.000000 1.000793 1.000000 29788350 292342745 695295161 10821.124 6383.129 4515.749 101258.763 42707.793 23630.962 1.000027 1.001502 1.000000 229647742 835562365 1377412604 36047.071 29218.043 23133.867 79746.930 43635.280 30864.547 1.000000 1.030007 1.000000 152881176 655947018 1281665110 32119.623 26763.625 21409.809 78068.659 41642.328 28999.316 1.000000 1.000000 1.021143 39162017 434432782 1070039081 9100.803 5267.991 3500.796 92478.733 36577.450 19234.894 1.000000 1.000000 1.000000
nirp_rubens_1974_638 22656368 290003361 704836252 10611.501 5971.530 4157.043 92850.803 37049.599 17816.244 1.000674 1.584615 1.000000 197525512 524702131 764944209 13045.681 6937.260 4627.742 122208.364 50898.118 23436.767 1.000017 1.008729 1.000000 36568554 386017920 1019047063 7482.829 4279.033 3031.514 79760.757 30429.825 15786.053 1.000064 1.000000 1.035737 338844466 1193572429 2043502024 47893.772 34954.024 25947.363 82765.249 46543.794 31597.711 1.010305 1.000000 1.000000 252091085 975849877 1763159832 37979.768 28399.729 21675.570 74103.674 39805.650 27082.233 1.000000 1.000000 -0.761064 51731580 630547352 1682356511 11616.662 7054.820 3320.794 74875.766 28980.825 13919.926 1.000174 1.000000 1.000000
nirp_rubens_1998_126 17762885 165200605 391491845 7875.462 4294.408 2931.526 94667.796 35599.372 17024.779 1.000091 1.004912 1.000238 77541289 171963496 188360095 27231.177 15695.421 11453.754 174936.250 90404.927 54973.565 1.000001 1.000003 1.015465 102809934 353165596 567547849 5092.495 3465.918 2558.713 40981.392 19918.113 12743.655 1.000971 1.000000 1.000044 565589343 1274403314 1461241041 20492.095 11229.644 8568.975 43163.860 21719.309 15236.010 1.005884 1.014259 1.000000 347106202 823617474 1037231378 15734.221 8097.115 6166.686 40821.128 19650.589 13422.997 1.000000 1.013002 1.000000 125123972 534565546 966851763 6721.679 4549.183 3276.874 41985.822 20754.850 12779.015 1.000000 1.000000 1.000000
nirp_rubens_4200 4358095 74489382 231373306 16434.212 9117.366 6832.963 124991.603 50927.336 26304.808 1.000014 1.000487 1.002054 302970780 1115921552 1870415931 14924.073 7956.110 5026.472 125863.624 49262.459 22532.613 1.010129 1.000000 1.000000 18469145 210908935 611826194 8165.434 4530.551 3405.222 79474.941 30057.453 17466.434 1.007832 1.000000 1.000000 160481995 865225497 1516929800 13652.784 7618.629 4107.624 65262.327 25279.665 12675.416 1.000000 1.000000 1.000000 121442295 734750008 1267220499 7926.025 3713.582 2102.084 54390.470 17738.611 8639.218 1.001081 1.000000 1.000000 20578740 258941965 788016223 10291.475 6724.207 4100.383 79003.971 31945.258 18285.228 1.000961 1.132939 1.000000
nirp_rubens_45519i 9368137 209252511 954891388 20070.825 14368.584 11164.696 122102.904 64354.865 41255.746 1.000000 1.000000 1.008659 139887310 407446914 571866354 22741.697 14509.998 9913.274 158771.166 80922.261 43359.178 1.000006 1.000000 1.000000 22434219 243225031 747989237 13637.124 8348.239 6617.077 101428.922 46041.065 29637.013 1.000000 1.000000 1.000007 413411771 1436164042 1890044669 45059.810 27527.458 19502.885 85276.154 42853.469 27971.217 1.000000 1.000000 1.000000 325009740 1118193977 1461624263 27447.823 14151.622 11059.103 74403.855 30889.543 20093.903 1.000026 1.001304 1.000000 29777104 440522073 1666553088 21219.689 15162.378 8689.297 103515.983 52139.405 31403.601 1.000073 1.000000 1.003448
nirp_rubens_609 9956258 134832126 291290950 10700.772 6365.594 4967.824 83750.653 30726.044 18802.619 1.000000 1.000000 1.000000 262733250 934621991 1479384089 16696.639 9273.970 5640.746 107279.649 38990.175 20708.577 1.000014 1.000000 1.000000 34058274 453753687 1111459118 7952.825 4561.054 3234.655 64435.032 23540.392 13358.009 1.000000 1.017252 1.000000 344908684 1526728516 2076522958 21153.441 11289.639 6377.813 47546.946 19279.149 11386.788 1.000000 1.000000 1.000000 254498523 1177229509 1632165594 17847.964 9966.032 5728.839 46772.249 18471.921 10890.591 1.000000 1.000000 1.000000 42556027 596883478 1481038831 7452.911 3957.086 2655.463 58673.844 20808.638 11479.838 1.003102 1.000000 1.000000
nirp_rubens_74_59 4402115 49667526 175080975 10843.846 6602.901 4736.579 118199.339 51883.871 27460.097 1.000000 1.000000 1.000000 9290481 22516726 33067327 35741.268 23261.128 18333.176 176271.137 104742.347 72348.020 1.000000 1.000000 1.000000 11340359 116032302 412004340 12976.641 8238.916 6391.865 105875.505 48259.691 29946.322 1.000000 1.000000 1.000000 129643662 635261237 1279483903 52936.040 44005.372 45082.360 157873.131 126612.868 105390.746 1.000000 1.009256 1.000000 70246865 324492014 713272295 34099.747 28402.232 38378.781 156585.129 123514.455 103587.907 1.000000 1.000000 1.000000 15122827 173043660 628184066 9842.119 6847.280 4599.375 84005.948 37009.262 21994.244 1.000000 1.000000 1.148200
nirp_rubens_a1946 9363831 97684796 344400891 10184.666 5736.750 3690.165 132104.171 57657.848 26123.488 1.001619 1.000000 1.000000 15095147 46859765 47419181 42001.644 26816.828 20874.420 206021.057 126185.578 87175.414 1.000000 1.000000 1.000000 13084470 116800974 404742892 12477.200 7282.915 5305.842 127228.398 61551.384 35957.027 1.001425 1.000000 1.000000 103771791 462059891 680472624 48707.926 34864.655 55659.594 154719.611 109353.095 91301.409 1.001195 1.163623 1.000000 66518483 307414813 528955199 31404.915 52706.814 43794.501 122220.197 70412.039 54001.592 1.000000 1.000000 1.000000 14946392 177901285 698665285 51623.654 45771.155 38522.218 147172.648 86518.198 58989.510 1.000000 1.000000 1.000000
nirp_rubens_aybcm_2007_58_5 3590771 57909950 180116792 13558.216 7618.178 5374.857 132819.073 57070.061 29618.582 1.000382 1.000000 1.000000 573217143 1570611275 2020403907 35850.496 22747.126 15313.542 171951.063 93364.391 58383.351 1.000000 1.000000 1.000000 38402832 296291805 778233957 8443.486 4991.117 3672.240 82932.376 34855.468 20315.118 1.000037 1.001062 1.000000 275674487 983352839 1513512171 34622.153 23326.233 14616.327 69593.416 36125.689 22220.238 1.000000 1.004957 1.000000 176526066 681485393 1073489353 23277.730 14028.058 8031.225 66019.327 29223.845 16721.181 1.549383 1.000225 1.000000 42365107 381450739 1072137076 13046.678 10029.137 6926.681 82229.454 37269.731 21956.211 1.000000 1.000404 1.000000
nirp_rubens_batvg_p_1940_8 21888999 228943121 563080657 7628.553 4072.477 2674.171 91692.362 37457.116 14065.765 1.000004 1.000356 1.000000 78549491 180018627 193141255 29718.845 17724.256 13671.592 164509.839 86253.410 51817.796 1.000000 1.000000 1.000000 63919814 474011866 850846572 5253.872 3041.178 2421.981 50784.471 18804.108 11150.142 1.000000 1.000000 1.004344 416558995 1373668092 1612938305 53966.907 31340.730 24975.141 72668.887 37468.041 29078.169 1.000000 1.000000 1.000000 252912669 913120636 1084167909 42192.152 23449.129 19394.161 64391.784 30924.357 24630.438 1.002448 1.000351 1.000000 75651509 696381557 1455278691 12544.521 6466.377 3143.971 53436.178 20270.952 10185.925 1.000000 1.008184 1.008784
nirp_rubens_bikgm_793 8420146 92386605 190474638 10315.963 6230.949 5226.323 79518.629 28049.958 19612.126 1.000001 1.000001 1.001957 397481082 1045967476 1481571504 10685.856 5648.679 4357.743 93899.946 34045.665 20555.155 1.000000 1.007337 1.084583 33039589 324663530 728331284 7560.074 5136.399 4078.829 59644.488 27575.087 18266.415 1.000001 1.001202 1.000000 436107008 1743752034 2536752354 36225.763 21987.276 16807.540 56615.615 28589.056 21243.263 1.000000 1.000000 1.235454 316002427 1388469670 2152471882 31411.296 18749.280 14593.081 52866.280 25551.315 18931.613 1.010380 1.000000 1.000000 36922142 364493043 805921216 7389.951 4908.015 3584.255 54333.661 24398.780 15443.565 1.000003 1.000000 1.000000
nirp_rubens_b-m-481 4064145 75865556 309548915 15010.357 10669.952 7490.411 139687.265 69543.129 36724.129 1.000033 1.002192 1.758464 11477752 59698293 181585485 21028.588 12391.394 7840.724 171620.135 88342.967 42432.341 1.000001 1.000018 1.002480 11109499 105609800 393705247 9012.857 5883.795 4137.234 97211.478 40783.828 23500.136 1.000071 1.008782 1.000000 175117052 696658475 1323474483 47333.092 37817.159 28545.427 89897.020 54642.825 38108.981 1.156130 1.431895 1.000000 140126660 549736459 1108829049 23217.105 16434.827 10954.295 76260.436 35613.545 20959.138 1.000000 1.000000 1.000000 12876271 144951976 576418528 25752.409 22293.949 16808.892 103820.712 54547.769 35255.044 1.000000 1.021903 1.000000
nirp_rubens_b-m-634 5946503 94655478 325279331 27285.385 17827.565 12347.012 139963.557 71314.431 39184.851 1.000000 1.000000 1.000000 707999386 2299957836 3526280975 25651.887 14707.360 8158.778 133057.284 61554.192 25669.603 1.003801 1.000000 1.000000 52226695 463754063 1056685578 6103.759 3385.618 2469.883 61449.538 23214.352 13173.430 1.000050 1.012017 1.000000 395231587 1188145394 1883501436 20181.512 11183.322 6288.044 82631.887 37043.735 19087.490 1.000179 1.022533 1.000000 264547546 948875337 1665332867 16557.913 9262.621 4723.822 69044.869 28424.399 13686.855 1.000000 1.000000 1.000000 54416374 519982500 1253854032 8464.512 4448.556 2494.301 62429.694 24000.485 13095.741 1.000082 1.041344 1.000000
nirp_rubens_b-m-831 4691678 81480316 296615842 30766.503 22982.091 15590.952 142576.750 76214.293 45324.913 1.000025 1.001137 1.043751 440038467 1322027489 2057648739 29388.430 21568.796 13930.908 145903.618 79651.679 43857.580 1.000323 1.000000 1.252671 21462647 219500606 655661606 9899.233 6080.083 4857.833 89119.861 38213.241 24031.818 1.000000 1.000000 1.000000 329974962 1042056813 1716649144 28927.160 21381.705 13780.679 86059.869 44294.033 26530.697 1.000022 1.000356 1.000000 234768960 891318767 1773411025 28031.412 20977.144 13434.842 84590.462 43152.769 25850.173 1.000184 1.176357 1.047944 22263969 231038873 678161531 9453.204 5755.381 4355.758 85124.475 35843.898 21958.853 1.000000 1.000000 1.000000
nirp_rubens_bolmg_1891_5 14082284 215782859 703183451 27886.100 21374.919 14262.170 136553.451 78976.558 43226.261 1.000000 1.000000 1.000000 344078507 1197951789 1947929115 30197.210 22222.338 14896.507 163718.801 90930.407 49785.139 1.000000 1.000000 1.006359 40633869 365542471 818900128 13375.577 7940.739 5909.109 112628.982 52369.863 31514.214 1.000035 1.002877 1.000000 236521383 985954030 1747827170 34815.713 24984.925 16201.138 97052.999 52142.532 30342.902 1.000000 1.136423 1.000000 167402760 802334908 1353207588 24256.611 18824.374 12589.077 81443.816 40422.814 23931.986 1.000000 1.000000 1.000000 50202187 589101822 1564384263 19317.796 11856.508 6921.196 117953.991 56299.752 31057.632 1.000025 1.002825 1.000000
nirp_rubens_brm_bifa_40_11 17748983 155764776 346584150 6127.705 3435.275 2704.065 67925.815 22976.205 13733.364 1.000000 1.000200 1.000000 4827789 10608697 16843697 36769.862 25184.063 20617.300 186971.948 113715.307 84190.590 1.000000 1.000000 1.000000 11043683 87675980 218474013 6348.360 3666.090 2763.902 88233.558 34069.988 19871.006 1.000000 1.001194 1.000000 84677098 360497516 693151367 61163.324 64530.367 15640.664 177386.795 152306.421 135529.639 1.000000 1.000798 1.000000 62180031 224081220 417681753 47208.555 29759.388 63220.308 151030.873 114491.872 101535.405 1.000000 1.000000 1.057676 20300275 169731313 393463865 54998.829 48435.773 39309.727 102436.611 65806.007 49677.008 1.000000 1.000000 1.000000
nirp_rubens_brm_bifa_50_1 14646048 128169215 321922806 5946.229 3403.082 2665.298 69358.207 24663.613 14495.573 1.004988 1.000000 1.000000 1362501 4813328 9070530 51575.192 37786.738 32069.183 194920.154 134525.519 104203.866 1.000000 1.000000 1.000000 12806379 119907512 375570984 5662.907 3614.235 2795.159 70169.671 29954.433 18072.470 1.000000 1.000000 1.000000 83481277 306490412 510739532 55308.915 52098.362 54897.131 157050.359 131040.583 111793.405 1.000000 1.000000 1.000000 55896608 251804183 546811955 17368.106 39778.798 54820.563 140207.758 110427.133 91535.006 1.000005 1.000187 1.004235 16460316 152945162 492043661 27732.242 23327.880 17533.599 75498.212 43748.737 29947.373 1.000540 1.000000 1.000000
nirp_rubens_brm_bifa_99_1 7207113 80364556 222806436 10544.020 7126.244 5859.975 102750.689 48008.307 32858.069 1.000002 1.000189 1.179701 140880908 199947432 188924199 23329.478 15621.929 13176.281 144629.371 76989.305 55946.344 1.000002 1.000000 1.000000 15427248 165160201 492312367 8135.149 5946.678 4898.688 81788.950 42533.337 28408.105 1.000006 1.003410 1.000000 546962690 1047952567 1509100098 49703.415 42071.473 35307.862 84163.218 58848.111 47850.732 1.000263 1.000000 1.000000 474385780 755161114 806105144 10235.695 7571.702 6452.120 59371.086 30144.575 22774.499 1.000000 1.015053 1.034578 21706331 268110929 816181222 43845.922 38199.832 32140.102 100776.637 66491.463 50857.272 1.000052 1.000000 1.000000
nirp_rubens_cancm_11942 2357939 26515359 69369915 21062.151 12863.303 9757.741 139554.284 66201.414 40152.334 1.000000 1.000000 1.000000 553158986 1386624276 1849504387 14242.499 7815.177 5412.148 114584.828 50343.625 26263.070 1.000000 1.000000 2.656310 118965502 497768865 971855024 7261.235 4999.798 3676.385 57189.500 30851.952 18153.439 1.000000 1.000000 1.009760 451971975 966892405 1402459148 15509.506 11371.331 7807.594 58634.490 33506.225 21820.565 1.000210 1.014540 1.000000 356274717 836023518 1261659228 13903.499 10286.443 6955.940 51756.354 28316.500 18090.635 1.007305 1.000000 1.000000 120482704 536013604 1059565453 6295.843 4420.133 3156.022 54694.148 28031.342 15996.286 1.000058 1.000837 1.000000
nirp_rubens_cp_tr_259 5323656 90317928 279430165 16059.425 9238.761 6412.176 128822.160 58140.075 30186.361 1.000008 1.000736 1.000000 562858730 2188998545 3509011407 14325.117 7824.760 4796.292 141682.592 62106.134 28135.797 1.005155 1.000000 1.078167 20098955 246058886 574799219 9098.314 4949.619 3490.636 91118.611 35422.554 19440.633 1.000002 1.000236 1.000000 135860593 820139627 1429856298 24002.263 14866.573 7967.825 70214.805 29849.887 16143.076 1.000000 1.012265 1.000000 80634816 544655582 976274210 17159.434 10364.585 5956.687 62992.583 24941.814 14196.219 1.000000 1.000436 1.015279 23790922 337629032 867093121 10021.860 6110.558 3519.007 87613.853 33560.198 17866.852 1.000015 1.010664 1.008741
