img artist school country nofilter-cs60 nofilter-cs40 nofilter-cs20 nofilter-h60 nofilter-h40 nofilter-h20 nofilter-l60 nofilter-l40 nofilter-l20 nofilter-shsv60 nofilter-shsv40 nofilter-shsv20 nofilter-shsl60 nofilter-shsl40 nofilter-shsl20 nofilter-v60 nofilter-v40 nofilter-v20 sobel-cs60 sobel-cs40 sobel-cs20 sobel-h60 sobel-h40 sobel-h20 sobel-l60 sobel-l40 sobel-l20 sobel-shsv60 sobel-shsv40 sobel-shsv20 sobel-shsl60 sobel-shsl40 sobel-shsl20 sobel-v60 sobel-v40 sobel-v20 canny-cs60 canny-cs40 canny-cs20 canny-h60 canny-h40 canny-h20 canny-l60 canny-l40 canny-l20 canny-shsv60 canny-shsv40 canny-shsv20 canny-shsl60 canny-shsl40 canny-shsl20 canny-v60 canny-v40 canny-v20 glcm-cs-ct1 glcm-cs-ct6 glcm-cs-ct20 glcm-cs-en1 glcm-cs-en6 glcm-cs-en20 glcm-cs-hm1 glcm-cs-hm6 glcm-cs-hm20 glcm-cs-cr1 glcm-cs-cr6 glcm-cs-cr20 glcm-h-ct1 glcm-h-ct6 glcm-h-ct20 glcm-h-en1 glcm-h-en6 glcm-h-en20 glcm-h-hm1 glcm-h-hm6 glcm-h-hm20 glcm-h-cr1 glcm-h-cr6 glcm-h-cr20 glcm-l-ct1 glcm-l-ct6 glcm-l-ct20 glcm-l-en1 glcm-l-en6 glcm-l-en20 glcm-l-hm1 glcm-l-hm6 glcm-l-hm20 glcm-l-cr1 glcm-l-cr6 glcm-l-cr20 glcm-shsl-ct1 glcm-shsl-ct6 glcm-shsl-ct20 glcm-shsl-en1 glcm-shsl-en6 glcm-shsl-en20 glcm-shsl-hm1 glcm-shsl-hm6 glcm-shsl-hm20 glcm-shsl-cr1 glcm-shsl-cr6 glcm-shsl-cr20 glcm-shsv-ct1 glcm-shsv-ct6 glcm-shsv-ct20 glcm-shsv-en1 glcm-shsv-en6 glcm-shsv-en20 glcm-shsv-hm1 glcm-shsv-hm6 glcm-shsv-hm20 glcm-shsv-cr1 glcm-shsv-cr6 glcm-shsv-cr20 glcm-v-ct1 glcm-v-ct6 glcm-v-ct20 glcm-v-en1 glcm-v-en6 glcm-v-en20 glcm-v-hm1 glcm-v-hm6 glcm-v-hm20 glcm-v-cr1 glcm-v-cr6 glcm-v-cr20 it12-r it12-or it12-o it12-oy it12-y it12-gy it12-g it12-gb it12-b it12-pb it12-p it12-pr r3-cs-avg r3-cs-std r3-h-avg r3-h-std r3-l-avg r3-l-std r3-shsl-avg r3-shsl-std r3-shsv-avg r3-shsv-std r3-v-avg r3-v-std itct-sat-sl-r3 itct-sat-sl-r7 itct-sat-sl-sg itct-sat-sv-r3 itct-sat-sv-r7 itct-sat-sv-sg itct-lightdark-l-r3 itct-lightdark-l-r7 itct-lightdark-l-sg itct-lightdark-v-r3 itct-lightdark-v-r7 itct-lightdark-v-sg itct-hue-h-r3 itct-hue-h-r7 itct-hue-h-sg itct-hue-cs-r3 itct-hue-cs-r7 itct-hue-cs-sg itct-warmcold-h-r3 itct-warmcold-h-r7 itct-warmcold-h-sg itct-warmcold-cs-r3 itct-warmcold-cs-r7 itct-warmcold-cs-sg itct-comp-h-r3 itct-comp-h-r7 itct-comp-h-sg itct-comp-cs-r3 itct-comp-cs-r7 itct-comp-cs-sg cs-avg cs-std h-avg h-std l-avg l-std shsl-avg shsl-std shsv-avg shsv-std v-avg v-std
nirp_rebecca_hhtf_1997_280c rebecca baroque italy 23.422 32.050 54.679 5.546 7.127 11.068 11.356 14.682 22.827 6.821 8.689 13.178 8.273 10.547 15.873 11.154 14.361 22.233 10.357 14.367 25.493 5.956 7.588 11.395 10.853 14.631 24.250 7.499 9.883 15.928 9.103 12.175 20.127 10.470 13.972 23.264 10.187 12.504 17.995 4.263 5.212 7.593 3.727 4.552 6.653 3.008 3.641 5.274 2.983 3.616 5.253 3.626 4.431 6.478 2086313 33561072 120042587 55055.972 50087.454 42101.150 169296.859 101639.328 69736.240 1.000000 1.000000 1.000000 535949211 1773349121 2978830465 22041.400 59260.595 48069.125 172491.864 102642.682 69919.160 1.000001 1.000035 1.000000 21238490 334423451 1040825246 51303.273 47726.984 40290.160 130020.244 77783.806 55879.077 1.000000 1.000000 1.000025 224655677 921373710 1526365021 56275.482 50472.719 41849.298 125810.980 80105.730 59421.470 1.000000 1.000392 1.047569 74724364 610836085 1268963241 55341.466 50139.453 41587.420 121590.716 77881.969 57423.008 1.000000 1.000387 1.244703 21483197 343277464 1104782553 53479.782 49652.331 42496.838 125788.280 76048.815 56209.681 1.000010 1.000086 1.000000 129813 51919 0 0 0 0 0 0 0 0 0 0 35.816089 26.297655 79.973146 103.883691 106.005742 60.410898 72.864833 58.003791 89.346262 63.973077 123.937799 63.834300 33.964085 45.744538 56.279440 38.124744 51.809209 66.365329 39.967911 62.986154 84.359901 36.925796 59.200595 79.980900 37.123819 4.020173 53.639324 9.267891 89.676211 27.461004 12.777121 3.181873 19.308287 10.536729 25.076253 23.688357 110.355012 176.972177 596 34.366648 72.063502 3 21.877667 21.102742 65.170945 94.060891 109.988164 87.304435 72.071564 74.362554 85.056766 77.221995 120.932662 84.389853
nirp_rebecca_hhtf_1997_280d rebecca baroque italy 27.654 37.751 64.857 6.212 7.953 12.226 12.765 16.601 26.436 8.748 11.285 17.449 11.164 14.608 22.798 12.432 16.131 25.637 10.390 14.453 25.322 6.783 8.663 13.017 12.413 16.890 28.308 10.066 13.442 21.859 12.980 17.894 30.773 11.871 16.083 26.954 11.734 14.349 20.515 4.528 5.537 8.048 4.526 5.526 8.032 4.257 5.145 7.433 4.033 4.908 7.139 4.407 5.370 7.812 1765862 28617910 108035976 57172.807 51907.928 43793.844 179551.701 117563.756 83798.413 1.000000 1.000000 1.000000 501624039 1703455378 3018396023 14904.086 58052.361 48337.435 177803.603 109283.822 73955.396 1.000000 1.000081 1.000000 17813157 271415409 840372671 51661.167 48078.235 40618.782 139913.026 82580.499 59315.707 1.000001 1.000000 1.000000 186345707 621655014 993442460 56042.884 50792.008 42619.331 147130.674 93635.700 68721.828 1.000010 1.002597 1.000000 43526997 334109480 697096258 54966.854 50361.703 42302.977 140956.649 88362.759 64578.665 1.000000 1.000542 1.000000 18050383 278591035 882378149 53506.569 49726.865 42459.192 135361.771 80825.372 59492.502 1.000001 1.000000 1.005372 135129 0 0 0 0 0 0 0 0 11187 6151 5350 28.850619 25.064949 124.268586 107.904023 113.454257 43.188332 42.152468 32.772291 59.660843 42.881479 127.914207 45.786074 39.818802 51.092779 58.721944 45.381028 58.307148 68.076740 35.285861 60.642359 79.416592 30.650856 56.239775 75.754779 52.142666 6.885407 90.197470 20.183895 121.543057 27.451733 15.400889 6.520301 21.545652 12.935545 28.922449 27.133653 166.873243 179.942649 293 45.210842 83.964998 4 21.677668 21.914878 106.531649 106.698932 123.687460 81.636136 60.283666 70.333879 70.969421 73.014103 134.539141 78.283434
nirp_rebecca_hhtp_2001_1_138 rebecca baroque italy 13.994 18.504 29.956 19.441 26.815 45.562 9.141 12.000 19.100 6.254 8.037 12.319 9.591 12.330 18.668 8.666 11.261 17.921 8.506 11.572 19.374 24.795 35.930 64.215 7.703 10.385 17.413 6.820 9.058 14.657 10.572 14.243 23.726 7.608 10.293 17.513 4.585 5.602 8.100 8.565 10.492 15.104 3.414 4.150 6.018 3.016 3.652 5.278 4.073 4.961 7.175 3.092 3.753 5.433 9307572 107565990 370969135 11603.687 7086.848 4713.602 122791.980 58450.081 28547.242 1.000000 1.000000 1.000000 12708548 70097521 186944825 31379.874 19449.315 13231.355 179750.842 98854.589 54728.159 1.000000 1.000000 1.000000 44322147 258106140 633458632 6964.954 4059.157 2623.403 98210.800 42032.147 20222.363 1.000018 1.000000 1.000000 198017746 877225604 2027341072 31323.966 61222.933 47794.696 127443.905 79919.608 55775.564 1.000059 1.000000 1.000000 69416880 440566444 1272166356 61230.302 53475.039 44293.146 141624.247 91500.009 62995.068 1.000001 1.019840 1.000516 48018050 254932684 520024595 14564.344 10059.040 4950.138 92443.159 42206.276 21135.939 1.000000 1.000000 1.002570 16258 156597 0 0 0 0 0 0 0 0 0 0 81.288805 30.696346 12.761983 10.503480 59.219294 31.664320 209.136829 74.825602 219.803396 60.780484 99.703351 37.345218 39.707038 51.096311 75.452679 59.182555 72.528271 86.945394 45.065948 55.484929 66.522970 36.170380 44.971148 53.996686 26.807212 12.504967 32.181942 25.613680 40.647352 27.421864 26.129596 8.997491 33.807180 18.788093 49.713968 26.236441 86.007634 146.982577 32 76.776890 123.831399 191 57.631435 38.855334 35.987997 31.723880 131.772898 71.015853 137.109890 86.481850 120.552428 93.248542 160.567921 59.637712
nirp_rembrandt_03_716 rembrandt baroque netherlands 26.810 35.403 55.867 9.926 12.916 20.169 15.496 22.373 41.510 7.714 9.820 14.766 7.927 10.106 15.288 14.858 21.117 37.684 20.410 28.504 50.136 10.384 13.283 19.903 11.512 16.967 34.135 8.179 10.684 16.860 8.530 11.287 18.084 14.605 22.082 43.857 11.522 13.907 19.718 6.998 8.527 12.152 8.057 9.808 14.109 3.536 4.245 6.093 3.358 4.031 5.763 7.423 9.048 13.141 4964848 69649585 317280368 34700.453 55739.771 51615.170 213981.921 170790.478 128654.574 1.000000 1.000000 1.000000 290043715 925689836 1698865748 48293.711 60395.426 55886.312 218901.341 172507.405 130911.085 1.000000 1.000000 1.000000 5926371 55906715 186335153 20212.495 10885.747 8521.933 137900.541 59483.745 36067.334 1.000014 1.000071 1.002209 175901951 837758925 1734599499 40655.427 57330.228 51913.126 188991.886 155329.858 124003.879 1.000200 1.011848 1.000000 154147365 785619296 1785050510 33449.494 54329.109 50267.293 180004.851 146903.315 118331.091 1.000000 1.000000 1.000000 8052766 114395124 478600248 21938.230 13478.272 9741.799 139737.124 62215.238 37262.839 1.000008 1.000001 1.013615 160719 49037 0 0 0 0 0 0 0 0 0 0 82.488612 69.952878 28.881170 50.734988 71.009962 53.435092 159.332453 71.947050 171.302986 53.209100 112.224906 87.319802 52.973821 64.390396 80.716800 57.299025 68.779598 88.326616 16.085522 24.443057 29.777527 27.914532 41.605897 49.808559 12.095801 0.243128 16.354484 27.499865 35.982334 27.470772 33.928800 3.635698 49.123125 27.498186 56.561881 26.355004 34.324771 58.101943 47 114.800187 179.063433 45 21.986121 44.274333 25.930564 58.400341 28.196662 32.262468 80.278947 91.091950 93.411594 95.565311 39.182593 53.502436
nirp_rembrandt_03_921 rembrandt baroque netherlands 18.884 25.433 40.172 5.987 7.639 11.598 8.783 11.834 20.399 5.534 7.195 11.309 5.434 7.024 11.006 8.528 11.437 19.236 14.956 21.047 38.059 6.289 8.021 12.023 9.893 14.448 28.515 6.284 8.508 14.453 6.239 8.567 14.855 9.620 13.911 26.570 7.146 8.723 12.570 3.708 4.527 6.518 2.554 3.103 4.525 2.253 2.709 3.910 2.043 2.447 3.517 2.495 3.036 4.435 8220935 95853166 302956022 40362.810 32862.734 23449.155 150844.499 105682.556 63528.543 1.000004 1.000200 1.005254 539277016 1686433905 2748148847 29235.091 23016.712 14448.119 141594.717 91248.763 43615.305 1.000000 1.000000 1.000000 24492409 158432938 354063164 7328.335 4553.266 3826.277 66949.713 26056.306 17321.784 1.000050 1.000412 1.000000 233586196 807216341 1297407828 16001.529 9677.983 5842.907 68895.207 31124.732 17685.827 1.000000 1.000000 1.000000 191914233 685099878 1020106489 8521.231 4398.389 2857.630 52273.823 20448.656 11462.091 1.000191 1.000000 1.000000 28121801 237832260 651211867 10674.360 7366.423 4778.707 70456.051 29842.845 19093.658 1.000344 1.074009 1.000000 41107 0 0 0 0 0 0 0 73518 0 14359 10080 42.869638 48.749402 135.287096 98.750882 57.629160 57.306618 130.466629 81.586355 143.409318 64.225702 79.033461 78.740167 27.871945 37.243735 43.414077 24.216077 33.154760 34.304225 11.768812 26.013647 32.855459 17.586898 37.446664 46.588824 45.185987 12.320081 68.911853 27.084248 96.867736 27.464635 21.268578 2.222355 37.835167 26.797729 43.798274 24.257540 132.966090 179.887028 752 49.454137 166.599110 93 30.739474 37.475118 157.257030 82.978220 55.578094 38.929865 81.853511 63.163932 108.609148 56.165837 70.945811 54.139817
nirp_rembrandt_44749i rembrandt baroque netherlands 18.946 25.811 42.037 11.179 15.047 24.825 8.906 11.742 19.223 6.661 8.590 13.272 6.764 8.697 13.416 8.800 11.566 18.772 18.304 27.074 52.277 12.509 16.901 28.154 7.605 10.459 19.079 7.467 9.999 16.522 7.666 10.395 17.762 8.220 11.472 21.252 8.720 10.610 15.261 5.794 7.091 10.191 2.155 2.602 3.792 3.012 3.623 5.229 2.617 3.148 4.539 2.149 2.593 3.787 6815565 78363730 245955287 20470.217 12561.693 8341.476 145204.639 75160.195 39000.018 1.000000 1.000000 1.000000 123133886 384112407 620451420 21785.508 12721.960 8405.651 160458.645 85539.679 43642.629 1.001966 1.000000 1.000000 16544077 170234226 386173197 5722.461 3113.541 2352.445 63918.429 21979.142 12790.733 1.001419 1.000000 1.000000 217325040 827056506 1340265900 22415.283 13740.508 8954.586 100264.611 45809.030 25504.943 1.000000 1.000000 1.000000 176656491 717421192 1104418630 13765.206 7195.981 4555.326 82128.598 32511.950 17198.979 1.000001 1.005314 1.000000 17959265 211319612 579033924 10750.370 7166.649 4213.508 67884.490 26134.100 14801.541 1.006260 1.000000 -1.487126 0 105754 52344 0 0 0 0 0 0 0 0 0 30.666667 36.647291 37.550798 44.395600 43.851551 33.503696 103.076483 74.201131 131.167269 69.960348 59.185667 48.749205 29.115923 45.933861 58.919758 29.660483 49.133982 55.321570 27.800768 42.357434 47.977722 31.733409 47.267255 56.896708 17.047201 6.092242 37.434878 27.455562 50.093473 27.460796 22.537869 3.272355 37.657292 19.071865 45.990449 26.651360 51.749413 174.628828 367 62.302745 157.140977 202 34.837322 38.444113 46.752148 43.482501 88.537080 53.245945 77.177459 74.965169 92.425288 70.444718 105.942434 62.328523
nirp_rembrandt_44832i rembrandt baroque netherlands 15.562 20.958 33.614 13.485 18.292 30.385 8.871 11.535 18.334 4.661 5.946 8.903 5.545 7.097 10.788 8.510 10.957 17.187 8.037 10.953 18.609 16.157 21.894 34.365 8.328 11.410 19.526 4.957 6.547 10.622 6.083 8.179 13.926 7.973 10.780 18.261 5.116 6.297 9.208 10.575 12.901 18.441 3.049 3.696 5.349 1.997 2.393 3.441 2.002 2.401 3.465 2.889 3.509 5.109 5932142 109985193 362685707 9546.532 4791.621 3273.482 112915.533 37845.152 17244.758 1.000000 1.000000 1.001636 126957483 370392445 436960388 28261.284 15645.107 11975.875 173024.704 82532.133 50650.881 1.000000 1.000000 1.000000 34410958 364222172 808273853 7815.370 4286.262 3185.102 79045.948 27789.998 14685.184 1.000000 1.000000 2.316495 311706662 1277118167 1654616243 40077.725 21634.742 16047.083 69136.862 30412.453 21090.425 1.000000 1.000000 1.000000 202331347 832774905 1155693395 29339.643 15033.605 11628.948 64520.295 25767.774 17995.342 1.000000 1.000000 1.000000 39403140 485590110 1210574417 12261.989 7166.758 4334.498 77398.579 27720.569 13914.783 1.000134 1.049379 1.000000 39434 188622 0 0 0 0 0 0 0 0 0 0 81.489949 44.215662 22.235734 21.572064 91.724032 59.348051 163.260726 64.901887 169.651785 58.500928 132.453135 76.151085 20.672290 32.059702 38.526436 20.495734 32.227359 34.209307 19.285148 38.703164 50.184427 26.956905 50.861975 64.500080 9.052248 0.390081 12.795487 27.447771 23.005907 27.438947 24.801874 6.567928 39.063170 22.886290 52.405168 25.092366 32.038929 77.357244 29 83.137851 161.207993 801 56.871496 41.156785 22.234254 30.945895 67.820078 58.722805 157.358306 65.982365 171.319755 58.706340 96.245556 74.816943
nirp_rembrandt_44 rembrandt baroque netherlands 21.991 30.542 52.550 8.010 10.473 16.572 14.965 20.542 34.935 6.710 8.573 13.135 6.983 8.947 13.830 14.001 18.978 31.832 12.087 17.167 31.544 8.920 11.712 18.126 12.643 17.850 31.839 7.513 9.948 16.059 7.929 10.683 17.552 12.138 17.067 30.128 9.051 11.046 15.943 4.992 6.066 8.755 6.013 7.347 10.635 3.293 3.958 5.666 3.296 3.958 5.672 5.439 6.638 9.647 3339813 46399533 131909146 34265.967 27658.420 21139.620 166120.130 100761.066 63759.846 1.000000 1.000009 1.018823 286485981 879893970 1387725703 34024.816 27965.598 21382.045 166974.429 98802.884 61652.528 1.000000 1.000000 1.000000 10303218 145199794 461903436 32293.868 27471.363 21484.443 141892.994 77772.163 54524.956 1.000000 1.000515 1.000000 329040466 957886145 1546073056 47861.568 39624.195 31300.283 142069.234 85329.019 56317.299 1.000682 1.000000 1.000000 295595415 850323668 1442832535 42591.791 35354.622 28388.361 133229.052 76953.038 49712.298 1.000000 1.000000 1.000000 12301397 178240966 548558007 30406.768 25788.516 19780.616 136852.604 73232.426 49230.982 1.000000 1.000000 1.000000 3237 26047 18025 0 0 0 12151 34372 13086 0 0 0 61.727038 35.370386 66.652534 83.631434 101.996279 65.499764 135.464068 64.890708 132.827317 47.116624 132.847991 74.829673 41.700267 60.028553 76.946956 43.181953 60.294535 76.700311 38.027282 50.200043 61.122762 43.028191 55.851930 66.971598 38.315692 23.491426 63.842760 27.354126 86.818488 27.267144 21.398610 9.001493 28.549558 24.551040 34.317216 25.375980 133.994509 179.505788 111 75.432682 128.057194 11 27.654361 27.660793 107.658165 71.500637 76.677862 62.750640 109.070130 87.240097 124.750929 86.179459 90.506213 68.940102
nirp_rembrandt_600 rembrandt baroque netherlands 11.448 15.250 25.281 12.534 17.615 31.406 14.504 19.948 34.135 6.105 7.951 12.640 7.446 9.798 15.983 10.951 14.486 23.787 7.747 10.479 17.929 15.550 22.312 39.264 9.838 13.655 24.383 6.148 8.049 12.907 7.610 10.126 16.628 9.271 12.707 22.255 3.287 4.008 5.866 5.823 7.108 10.274 4.895 5.991 8.682 2.915 3.532 5.111 3.195 3.873 5.615 3.262 3.979 5.817 12299249 169296742 483232755 9952.018 5627.430 3986.026 94004.166 36198.678 21143.062 1.000053 1.003831 1.000000 59530309 126467593 146304834 22486.933 12872.052 10346.709 147953.249 68281.147 44747.764 1.000000 1.000000 1.000000 7707451 97046516 289604975 16416.361 9563.625 6937.525 126137.625 55554.606 34679.887 1.000122 1.025469 1.000000 278796493 716451075 846792457 64288.416 54414.042 48911.416 224748.272 196146.461 181874.545 1.000000 1.029266 1.000000 212923447 526506334 656261735 58969.381 61146.310 57356.650 216598.655 188321.843 173298.678 1.000186 1.000162 1.028082 16115437 237139214 735806829 15205.686 10371.497 7709.997 99522.969 42691.674 26614.241 1.000000 1.000000 1.133735 0 88911 133361 0 0 0 0 0 0 0 0 0 136.141422 50.537071 30.941326 8.035924 99.384691 51.050109 227.385921 33.446841 219.678329 32.730566 167.359147 73.944514 8.888849 13.444335 14.598047 10.783461 16.812311 19.220838 25.681783 33.145107 38.916296 41.957540 53.541757 62.561687 4.037962 14.804621 7.245571 27.421127 11.116607 27.450316 46.594387 16.741259 58.944351 22.912363 68.100288 26.365308 12.039582 32.241522 0 150.487977 179.906321 336 61.088988 52.967095 35.482759 17.100860 37.817711 41.894277 239.020018 41.726308 239.588392 39.186611 68.175553 67.315093
nirp_rembrandt_601 rembrandt baroque netherlands 13.191 17.913 29.504 6.752 8.884 14.266 10.181 13.746 23.668 5.819 7.526 11.752 5.744 7.408 11.407 9.515 12.649 21.102 13.329 19.481 37.979 7.336 9.621 15.032 10.258 14.927 30.279 6.653 9.101 15.874 6.565 8.997 15.764 9.972 14.301 27.645 4.359 5.312 7.741 4.558 5.573 8.116 2.869 3.478 5.064 2.053 2.459 3.535 2.015 2.408 3.463 2.737 3.319 4.854 12375043 147734511 332433129 17492.697 10264.077 7573.716 116575.449 51371.137 28522.116 1.000000 1.000000 1.000000 329221204 1018880379 1416607825 29686.834 18379.589 13417.193 154725.059 76997.868 48106.378 1.118609 1.000000 1.000000 14863603 129677377 248432579 7560.926 4504.304 3807.484 78189.891 31068.510 22929.545 1.000435 1.061115 1.000000 128305547 691236607 1126509001 14959.973 9391.622 6582.702 61260.185 25286.200 16130.848 1.000033 1.005547 1.003036 108900598 668870389 1117864466 11762.871 7510.666 5550.746 54163.968 22025.027 14454.350 1.000000 1.000078 1.000000 19598148 223428772 474840579 7906.519 4790.953 3459.279 74398.041 28474.017 20035.194 1.000000 1.000000 -0.748624 971 60574 70381 0 0 0 0 0 37449 0 0 0 79.398119 45.782730 37.181919 25.357919 105.971187 49.901814 119.617354 62.164288 135.184353 45.070469 145.667708 64.578287 22.103093 34.008030 43.090820 19.751037 32.782321 39.049002 24.725916 31.504294 36.344218 34.603021 45.732895 52.093885 44.584296 20.164101 65.990947 27.492312 83.813288 27.433365 29.127912 4.718436 42.318920 22.457787 49.780619 27.260342 148.420623 179.403054 548 91.058131 138.246623 210 43.264891 41.038268 74.536861 72.058277 60.551018 40.668713 92.681860 60.440349 122.483371 58.870717 82.194745 58.403705
nirp_rembrandt_90006922 rembrandt baroque netherlands 26.770 38.214 71.011 15.668 21.878 37.660 15.893 23.073 43.488 5.639 7.316 11.355 6.832 8.895 14.255 14.536 20.978 39.204 11.195 16.279 31.436 18.495 25.590 40.357 18.925 28.822 55.470 6.184 8.380 14.285 7.800 10.797 19.438 16.488 25.230 48.700 17.338 21.026 29.291 13.220 16.021 22.765 9.229 11.212 16.096 2.163 2.598 3.741 2.383 2.863 4.135 8.119 9.886 14.258 1788021 16632059 62554499 16608.881 10440.269 7692.840 156635.392 83480.246 50153.337 1.000000 1.000000 1.000000 109918499 208467865 236980361 34657.942 24938.306 19897.297 183826.185 113606.846 76203.232 1.000000 1.000000 1.000000 8655187 83980062 301125667 15007.524 9555.987 7924.829 128923.783 65498.102 47931.337 1.000112 1.000309 1.004531 194893666 764027321 1200260400 38529.606 61595.437 55523.984 109162.234 72704.136 61464.300 1.000000 1.000000 1.000000 123768442 523075510 927279190 22571.555 56264.047 51192.167 107952.434 69848.929 58934.618 1.000000 1.000000 1.000000 9240728 91990480 345083462 12946.819 9143.213 7137.443 116857.509 57601.789 42152.199 1.048212 1.000000 1.001221 48917 169211 5288 0 0 0 0 0 0 0 0 0 76.117732 35.494745 20.692319 11.134871 123.121032 73.899868 178.750975 67.681832 149.441674 75.318065 161.157666 75.168881 47.470990 56.363461 58.792388 39.930314 51.132294 56.614370 30.940889 37.772786 45.419604 38.234966 42.994996 52.081149 9.449652 16.218615 11.607431 27.465069 13.414905 21.286827 23.240818 18.436811 24.921514 24.293727 28.870415 26.457548 25.480620 48.102963 0 77.403926 145.444645 12 35.125393 23.938312 19.473804 22.810767 41.305948 48.289450 173.226966 75.494445 186.979919 68.584117 58.829762 54.379579
nirp_rembrandt_90006943 rembrandt baroque netherlands 14.228 19.629 33.150 7.714 10.274 16.723 6.546 8.536 14.761 3.729 4.781 7.349 3.986 5.086 7.797 6.319 8.179 13.685 12.208 17.472 33.316 8.138 10.817 17.135 7.632 10.972 21.382 4.165 5.589 9.388 4.529 6.164 10.642 6.757 9.578 17.679 4.610 5.667 8.255 4.364 5.358 7.792 2.012 2.409 3.459 1.965 2.340 3.323 1.908 2.265 3.219 1.975 2.364 3.395 11906206 142760306 408724704 16735.616 10303.574 6669.125 119071.407 59788.981 25791.893 1.000059 1.003724 1.000000 295125434 907398403 1453087874 21143.835 12645.815 7940.766 145731.694 74532.277 34740.919 1.066709 1.000000 1.000000 51544899 274757032 559761410 5160.456 3616.384 3100.756 39783.409 18667.703 12894.923 1.000124 1.010722 1.000000 638005607 1530329769 2051339639 31324.876 19319.596 15137.320 56776.223 30483.668 21167.693 1.000000 1.000000 1.000000 491421045 1224794180 1752627065 25767.918 15681.267 12492.492 48495.214 25340.282 17718.811 1.000000 1.000000 1.000000 57828084 379353397 897297024 7425.923 4574.737 2926.651 40129.242 19045.795 11997.923 1.003266 1.000000 1.000000 11459 105258 105 0 0 0 0 0 35804 0 0 0 27.204608 31.793122 54.688765 62.483143 34.129066 33.155882 122.350633 84.865206 146.182590 78.571846 47.714157 47.053571 35.934803 49.053115 55.734722 31.163012 42.430633 45.626206 15.738029 27.230554 31.363711 21.537402 38.352309 43.717838 71.813919 26.942117 78.178867 27.465391 92.548549 27.447701 22.025222 7.798697 38.283384 26.690356 45.588677 27.139358 174.556143 179.899334 862 69.859089 173.784802 450 40.066552 40.137102 74.833958 75.573471 55.217890 43.013585 117.264415 80.124860 140.331753 72.390780 75.244265 57.325629
nirp_rembrandt_art01984 rembrandt baroque netherlands 13.802 19.267 33.088 17.514 26.970 55.353 8.664 12.396 23.701 3.403 4.395 6.941 4.008 5.238 8.453 7.984 11.122 20.165 12.677 18.460 34.851 22.568 34.875 68.478 10.781 15.888 31.427 4.079 5.661 10.031 4.933 6.945 12.508 9.740 14.102 26.932 6.283 7.614 10.948 14.941 17.832 24.949 3.575 4.347 6.314 1.871 2.214 3.114 1.875 2.220 3.136 2.985 3.635 5.295 15469196 116887804 265106539 14818.105 9060.165 6897.700 117231.933 56772.589 34185.563 1.000000 1.000000 1.000000 32080962 47355671 53855285 25380.170 16915.003 14304.384 151932.736 87062.437 63067.126 1.000000 1.000000 1.000000 35024818 158032513 313960502 9752.662 7210.887 6207.680 64553.795 35802.426 26750.501 1.000336 1.016404 1.000000 665804737 1269379017 1465931103 44597.508 31774.001 26939.417 61147.726 39648.729 32597.364 1.000000 1.000683 1.000000 436596925 845928420 1019066642 35940.737 24825.106 20399.832 56163.168 34768.237 27638.280 1.000000 1.000000 1.004076 46505533 264602463 591020224 11563.139 8610.597 6487.036 62687.888 35207.664 24902.148 1.000259 1.012035 1.000000 0 228239 7080 0 0 0 0 0 0 0 0 0 60.108254 41.019494 20.992644 12.105307 40.790431 33.568678 206.396561 54.519623 221.189623 45.885869 70.778110 52.950600 22.560905 29.097109 33.076273 15.263471 20.514401 26.158843 11.660641 18.842558 31.814128 16.250030 27.851809 46.740045 5.491193 17.618011 7.035248 27.493938 3.656434 21.422361 14.931700 13.966027 27.485518 25.974513 36.912340 25.398463 18.784900 31.503721 0 45.213829 114.240388 220 45.236887 34.549654 23.769356 11.158553 38.586589 37.384726 180.662541 61.053674 200.189040 50.312796 61.154742 52.567243
