img artist school country nofilter-cs60 nofilter-cs40 nofilter-cs20 nofilter-h60 nofilter-h40 nofilter-h20 nofilter-l60 nofilter-l40 nofilter-l20 nofilter-shsv60 nofilter-shsv40 nofilter-shsv20 nofilter-shsl60 nofilter-shsl40 nofilter-shsl20 nofilter-v60 nofilter-v40 nofilter-v20 sobel-cs60 sobel-cs40 sobel-cs20 sobel-h60 sobel-h40 sobel-h20 sobel-l60 sobel-l40 sobel-l20 sobel-shsv60 sobel-shsv40 sobel-shsv20 sobel-shsl60 sobel-shsl40 sobel-shsl20 sobel-v60 sobel-v40 sobel-v20 canny-cs60 canny-cs40 canny-cs20 canny-h60 canny-h40 canny-h20 canny-l60 canny-l40 canny-l20 canny-shsv60 canny-shsv40 canny-shsv20 canny-shsl60 canny-shsl40 canny-shsl20 canny-v60 canny-v40 canny-v20 glcm-cs-ct1 glcm-cs-ct6 glcm-cs-ct20 glcm-cs-en1 glcm-cs-en6 glcm-cs-en20 glcm-cs-hm1 glcm-cs-hm6 glcm-cs-hm20 glcm-cs-cr1 glcm-cs-cr6 glcm-cs-cr20 glcm-h-ct1 glcm-h-ct6 glcm-h-ct20 glcm-h-en1 glcm-h-en6 glcm-h-en20 glcm-h-hm1 glcm-h-hm6 glcm-h-hm20 glcm-h-cr1 glcm-h-cr6 glcm-h-cr20 glcm-l-ct1 glcm-l-ct6 glcm-l-ct20 glcm-l-en1 glcm-l-en6 glcm-l-en20 glcm-l-hm1 glcm-l-hm6 glcm-l-hm20 glcm-l-cr1 glcm-l-cr6 glcm-l-cr20 glcm-shsl-ct1 glcm-shsl-ct6 glcm-shsl-ct20 glcm-shsl-en1 glcm-shsl-en6 glcm-shsl-en20 glcm-shsl-hm1 glcm-shsl-hm6 glcm-shsl-hm20 glcm-shsl-cr1 glcm-shsl-cr6 glcm-shsl-cr20 glcm-shsv-ct1 glcm-shsv-ct6 glcm-shsv-ct20 glcm-shsv-en1 glcm-shsv-en6 glcm-shsv-en20 glcm-shsv-hm1 glcm-shsv-hm6 glcm-shsv-hm20 glcm-shsv-cr1 glcm-shsv-cr6 glcm-shsv-cr20 glcm-v-ct1 glcm-v-ct6 glcm-v-ct20 glcm-v-en1 glcm-v-en6 glcm-v-en20 glcm-v-hm1 glcm-v-hm6 glcm-v-hm20 glcm-v-cr1 glcm-v-cr6 glcm-v-cr20 it12-r it12-or it12-o it12-oy it12-y it12-gy it12-g it12-gb it12-b it12-pb it12-p it12-pr r3-cs-avg r3-cs-std r3-h-avg r3-h-std r3-l-avg r3-l-std r3-shsl-avg r3-shsl-std r3-shsv-avg r3-shsv-std r3-v-avg r3-v-std itct-sat-sl-r3 itct-sat-sl-r7 itct-sat-sl-sg itct-sat-sv-r3 itct-sat-sv-r7 itct-sat-sv-sg itct-lightdark-l-r3 itct-lightdark-l-r7 itct-lightdark-l-sg itct-lightdark-v-r3 itct-lightdark-v-r7 itct-lightdark-v-sg itct-hue-h-r3 itct-hue-h-r7 itct-hue-h-sg itct-hue-cs-r3 itct-hue-cs-r7 itct-hue-cs-sg itct-warmcold-h-r3 itct-warmcold-h-r7 itct-warmcold-h-sg itct-warmcold-cs-r3 itct-warmcold-cs-r7 itct-warmcold-cs-sg itct-comp-h-r3 itct-comp-h-r7 itct-comp-h-sg itct-comp-cs-r3 itct-comp-cs-r7 itct-comp-cs-sg cs-avg cs-std h-avg h-std l-avg l-std shsl-avg shsl-std shsv-avg shsv-std v-avg v-std
nirp_rembrandt_batvg_p_1939_4 rembrandt baroque netherlands 18.886 26.232 44.163 17.880 25.154 43.706 9.875 13.499 23.216 4.362 5.637 8.637 5.098 6.597 10.224 9.404 12.809 21.758 15.127 21.882 40.971 20.507 29.268 50.775 11.012 15.724 29.084 4.735 6.316 10.409 5.658 7.689 13.120 9.925 14.034 25.345 6.979 8.518 12.287 13.616 16.484 23.293 3.946 4.769 6.888 2.006 2.404 3.456 1.989 2.383 3.425 3.839 4.652 6.757 6379811 58502353 220256183 30455.461 23723.846 17050.500 156620.061 99438.208 55869.350 1.000000 1.000004 1.005214 61393716 182215407 300320440 38862.501 28786.726 20540.669 178687.159 118690.810 72243.475 1.000000 1.000000 1.000000 29524129 185293468 458114389 14152.347 8884.918 7350.174 97059.415 47483.983 32357.109 1.000021 1.000870 1.000000 334736723 1115799372 1579325226 57379.959 41172.919 33634.243 92590.698 53001.203 39568.096 1.000000 -2.362997 1.000000 204476936 713640237 1022623711 49040.421 34713.005 29248.126 86287.874 47723.697 36300.847 1.023688 1.000000 1.000000 31668854 240978548 719520807 14545.769 9444.446 6807.143 94871.239 45750.557 28694.974 1.000000 1.000000 1.156009 20738 200715 631 0 0 0 0 0 0 0 0 0 82.832148 51.469867 23.852972 10.518404 87.437963 59.017889 166.071894 63.112134 172.977526 46.103905 128.821616 81.813663 29.936686 38.634949 46.229506 25.346602 32.773630 39.664233 25.694953 36.105794 47.108439 34.545349 49.632584 62.789611 7.498428 13.116004 11.626498 27.491949 24.239861 21.361257 26.609042 7.695900 40.868438 27.227180 51.399828 27.022970 25.898196 69.637030 0 95.068773 159.682299 230 41.265386 39.433264 22.961894 25.210643 47.623318 52.762495 160.737187 69.381189 179.791083 57.641462 68.224445 70.014688
nirp_rembrandt_b-m-169 rembrandt baroque netherlands 12.422 17.336 30.406 22.558 34.289 68.011 11.650 16.456 29.767 6.103 7.958 12.660 7.823 10.386 17.224 9.696 13.210 23.353 7.933 11.038 20.041 33.761 52.400 91.945 12.817 19.315 38.636 6.557 8.814 14.786 8.780 12.169 21.463 10.871 15.872 31.441 3.804 4.658 6.853 22.921 27.496 37.976 4.361 5.299 7.685 2.637 3.175 4.562 2.956 3.577 5.157 2.995 3.636 5.317 7588058 100253683 341166209 7222.483 3936.303 2719.995 92432.651 32492.982 15857.856 1.000000 1.000000 1.000470 17944440 40467650 51361679 27448.712 16808.955 12958.336 168742.679 89810.857 57473.133 1.000000 1.000000 1.000000 12111455 116688080 410425690 9299.316 5449.569 3927.828 98487.709 40700.136 22647.952 1.000000 1.000000 1.000267 176811060 648338967 1046758162 14207.201 39826.474 45511.431 173742.175 141686.330 124663.797 1.000000 1.002418 1.000000 112568024 410516009 778057304 59302.119 45870.994 59699.825 165495.603 130630.083 114513.022 1.001325 1.000000 1.000000 17603508 199342549 699714311 18225.123 14827.814 10523.085 83571.822 39021.317 23522.281 1.000019 1.000000 1.003471 32898 202534 0 0 0 0 0 0 0 0 0 0 98.539112 28.768758 26.663130 9.771227 138.095277 67.457519 210.189534 50.816490 156.522268 66.003584 187.295301 69.667173 19.196252 28.228486 32.616539 29.281270 41.255488 47.839733 31.518101 47.141086 54.433628 37.883548 58.424856 67.527126 5.247545 24.494137 8.078773 27.450041 5.081515 16.074477 21.919230 18.823876 41.372744 25.153430 53.731248 26.419723 18.913715 35.642319 0 78.404089 136.293354 1085 74.008065 41.037354 19.373819 11.318238 62.166699 57.912161 223.200058 53.037313 217.689098 58.409723 99.040848 72.463844
nirp_rembrandt_b-m-629 rembrandt baroque netherlands 19.474 26.488 43.849 8.705 11.685 18.991 9.939 13.416 22.536 4.847 6.229 9.535 5.123 6.585 10.082 9.631 12.881 21.290 13.610 19.642 36.820 9.764 13.078 21.363 9.546 13.318 23.546 5.419 7.219 11.921 5.796 7.781 13.045 9.089 12.567 21.942 8.698 10.589 15.308 4.299 5.244 7.630 3.598 4.375 6.389 2.102 2.520 3.626 2.042 2.446 3.530 3.372 4.100 5.995 3884725 56805524 184593796 23659.940 14219.522 8581.319 148824.064 69084.897 31635.200 1.000000 1.000000 1.000000 134946882 470520019 784462285 20573.098 12370.890 7193.825 143675.111 68833.175 30335.180 1.000029 1.003187 1.000000 18767670 229035561 670993513 11421.449 6429.153 4526.958 94219.283 36812.503 19527.115 1.000079 1.003465 1.150779 306469452 1222117496 2001270491 23249.712 13227.863 7786.827 74124.153 30846.337 15807.866 1.000000 1.000000 1.000000 237507745 1066737631 1927847763 18743.781 10112.334 5373.582 65887.207 25364.343 12104.949 1.000000 1.000000 1.000000 20220047 270008326 830580244 11207.486 6816.034 4025.907 91824.311 35553.037 17666.970 1.000718 1.079320 1.000000 991 72192 13429 0 0 17803 23352 0 0 0 0 0 19.225442 19.563322 47.767305 44.786537 40.929246 36.780356 72.137384 54.415559 100.376520 59.173299 50.547099 42.773909 22.242393 36.728388 52.215253 26.619606 38.269895 52.080793 25.798637 31.398526 40.377182 30.046369 36.952530 46.912782 37.744411 13.698897 46.278712 27.411396 63.358244 27.406792 13.055005 8.337264 22.041227 13.509065 29.326753 26.331057 123.091844 147.906141 62 35.306294 111.994646 15 23.717859 26.952693 65.755679 52.374303 48.030319 51.203044 97.868403 76.301302 118.921832 75.108649 59.875751 58.229838
nirp_rembrandt_b-m-663 rembrandt baroque netherlands 12.011 17.107 31.967 31.748 46.879 77.908 10.994 15.905 31.557 8.019 10.779 18.226 10.796 14.827 27.502 9.009 12.518 23.498 10.420 15.195 31.252 43.449 59.931 83.331 11.760 17.835 36.929 9.168 12.965 24.110 13.092 19.336 38.294 8.691 12.611 25.108 4.451 5.423 7.898 38.698 46.222 62.996 4.655 5.657 8.223 2.877 3.450 4.925 3.628 4.371 6.282 2.958 3.597 5.228 10369438 81795479 294421582 8997.916 5476.883 3972.551 95337.529 42188.635 19431.699 1.000126 1.000000 1.000000 40371120 100442959 120548579 47192.237 33902.027 26699.682 207105.359 139412.927 99825.816 1.000000 1.000000 1.000000 13371397 64390732 177016700 9905.573 6601.694 5481.765 83640.153 39309.401 26206.114 1.000011 1.000583 1.000215 68004394 196653232 259599054 61055.826 47943.918 64993.325 170536.408 145097.225 134970.611 1.000006 1.000000 1.000000 27824926 103800993 205279417 26300.701 64200.118 45982.341 167645.825 140387.870 130421.821 1.000000 1.022209 1.309611 18962153 114134966 352099175 11943.981 10133.275 8210.264 67694.511 34297.150 23203.703 1.011243 1.002740 1.339168 139508 109080 0 0 0 0 0 0 0 0 0 0 116.857327 52.051786 11.121591 10.275877 118.011752 70.163374 236.525389 37.733744 193.462739 75.126720 176.300389 74.064795 7.215864 12.553989 14.261335 16.660136 24.523884 28.639684 16.441599 25.674558 31.955410 17.774464 31.281674 40.382527 2.832553 21.141395 5.318099 27.429412 3.368178 12.515649 15.351127 3.944606 31.146207 11.967859 46.371487 24.148634 8.907775 28.146104 0 50.289415 160.138292 725 126.206889 36.745498 10.342552 16.261256 75.467725 35.154118 238.746559 28.334440 239.341214 35.181229 138.444040 45.593843
nirp_rembrandt_b-m-983 rembrandt baroque netherlands 29.419 40.949 71.313 15.339 20.992 34.651 13.509 19.784 40.063 4.893 6.332 9.815 5.073 6.564 10.156 13.010 18.904 37.205 20.632 30.599 61.601 15.849 21.988 36.229 12.551 19.225 40.556 5.462 7.352 12.322 5.766 7.865 13.499 12.175 18.426 38.224 18.039 21.739 30.382 7.849 9.525 13.584 7.212 8.796 12.714 2.102 2.519 3.628 2.005 2.399 3.446 6.378 7.792 11.235 2784134 35879559 139517263 36476.868 25981.726 16778.877 182671.523 121537.562 66950.129 1.000000 1.000000 1.000000 45622145 143110720 326856709 41854.639 29878.262 17490.066 215935.815 143297.650 66780.614 1.000000 1.000000 1.000000 7151723 44964831 136637635 12780.128 8547.752 7241.244 95573.223 46181.422 33394.657 1.000001 1.000122 1.006617 323887215 961921368 1556400256 34060.956 24320.637 18877.209 79755.168 41815.571 27702.737 1.003733 1.000000 1.000000 248300119 764859056 1319657920 28002.115 18789.658 14591.857 70054.026 34416.869 22405.581 1.000000 1.033480 1.000000 8099116 67354606 250642977 12854.435 9187.853 7297.037 93927.177 45944.277 32334.883 1.000003 1.000175 1.015880 0 0 62634 27595 0 0 36240 19362 0 0 0 0 59.846745 59.760567 50.370892 42.374511 63.713705 61.052747 155.590562 82.858197 159.478784 66.216561 93.634371 86.164279 33.981107 48.704120 59.050007 27.334130 40.519566 48.676317 14.922626 24.933502 29.019576 22.241903 35.617104 41.924971 42.238788 17.286220 50.037287 26.926173 60.789907 27.432529 21.205942 2.496000 31.609166 26.208499 38.718216 24.715311 126.560809 166.056585 59 68.938848 179.857813 41 21.402304 30.769202 82.648413 45.754319 29.274155 30.875900 112.034486 76.719216 138.575859 68.335358 40.057107 44.272090
nirp_rembrandt_brm_bifa_41_7 rembrandt baroque netherlands 16.133 22.624 38.027 8.044 10.451 16.309 10.591 15.350 29.274 5.928 8.001 13.501 6.330 8.595 14.806 10.147 14.411 26.424 13.417 19.835 38.566 8.824 11.319 16.995 11.835 17.890 37.172 7.537 10.745 20.102 8.387 12.219 24.287 10.756 15.814 31.558 6.432 7.851 11.375 6.725 8.125 11.598 4.139 5.011 7.277 2.299 2.760 3.976 2.160 2.590 3.725 3.886 4.706 6.852 8527914 84750109 242974405 11892.059 7357.742 5417.421 125215.206 56837.580 31075.695 1.000002 1.000192 1.000000 475621098 1120565250 1466894322 29305.495 19494.815 15491.909 171997.166 103058.311 69333.534 1.000661 1.153692 1.000000 17768692 98682472 268491681 6630.266 4572.851 3547.695 73478.338 38081.880 23356.015 1.000004 1.014930 1.000000 178894732 509642877 962013198 19707.531 14663.609 9931.682 61004.460 33926.763 21201.788 1.000000 1.000000 1.000000 124639250 325076249 565475899 10086.384 7462.067 5642.052 50648.813 26390.663 16833.580 1.000021 1.000000 1.000000 19674863 152875908 462212368 11769.457 8635.021 5479.417 77348.600 39409.466 22678.576 1.000000 1.000000 1.000000 96178 126814 0 0 0 0 0 0 0 0 0 0 72.920154 38.439894 20.075397 24.461831 98.092593 47.385627 116.681668 50.000136 139.226792 35.617395 134.567490 61.475110 17.798775 36.184764 49.734331 21.805219 32.752066 39.672697 30.056529 38.689769 36.381304 41.691333 52.865918 55.530890 45.072643 21.601032 50.228705 27.469021 61.783539 22.877056 35.036297 7.472307 44.119146 23.694636 48.660691 25.027128 149.774200 179.523366 56 121.023359 179.149984 261 53.990176 40.169056 38.652013 72.814969 70.715578 47.176788 115.748246 59.852774 142.645503 49.348476 97.720392 64.044494
nirp_rembrandt_eu_464 rembrandt baroque netherlands 28.279 39.303 64.680 5.665 7.384 11.588 16.481 22.541 35.795 6.709 8.877 14.333 6.808 9.035 14.747 15.608 21.349 33.891 16.506 23.697 42.170 6.062 7.839 11.953 15.985 21.744 35.360 7.735 10.659 18.350 7.899 10.950 19.447 15.463 21.046 34.334 11.847 14.395 20.565 3.842 4.697 6.834 6.970 8.506 12.285 2.805 3.400 4.920 2.536 3.069 4.447 6.907 8.421 12.187 2889368 39471882 132179827 50735.841 36431.199 29156.062 193314.114 129162.460 93302.122 1.000000 1.000000 1.000000 447123580 1607489387 2865577224 30978.863 19615.156 13031.248 159161.105 83872.517 46207.925 1.000000 1.000000 1.000000 12619132 181069128 649754478 23533.475 14478.861 11100.683 163098.359 88607.538 57146.251 1.000003 1.000400 1.029968 184657089 610303502 1057432896 20774.635 13129.625 7759.410 119069.692 50655.513 26832.343 1.000000 1.000000 -1.098410 130476983 456810166 783776074 16538.629 9978.465 6224.292 113426.455 44175.048 22728.640 1.000000 1.000000 1.000000 14707388 219779239 798904365 21794.250 13390.251 9898.982 159971.292 84741.507 54155.241 1.000003 1.000403 1.033431 27110 46959 0 0 0 0 0 0 16070 33948 5480 13531 23.048107 30.602588 118.239423 98.207918 68.066106 69.876556 67.139724 58.082844 77.677885 43.657117 79.601653 79.546712 26.675994 40.036450 52.937608 29.788118 40.816613 49.973276 30.500098 46.186221 55.440874 33.594126 51.046939 61.533503 52.193284 25.936394 73.611589 27.268138 112.128222 27.347434 9.308094 15.931107 16.499297 26.976587 22.510420 25.162872 173.093780 179.836322 298 26.549159 73.946064 2 14.478275 21.641520 127.409108 93.929578 47.917214 62.932212 73.322169 64.586488 90.518994 59.713664 55.167909 69.701243
nirp_rembrandt_eu_723 rembrandt baroque netherlands 6.353 8.264 13.219 16.425 25.037 52.848 8.001 10.790 18.490 7.229 10.028 17.782 9.326 12.950 23.609 5.974 7.711 12.185 6.376 8.683 15.014 22.434 36.374 82.549 8.032 11.277 20.789 7.383 10.160 17.247 9.400 13.079 22.953 6.276 8.559 14.668 2.011 2.416 3.499 8.251 10.004 14.409 2.459 2.983 4.347 3.288 3.994 5.775 4.256 5.169 7.475 2.003 2.407 3.480 60855056 521243973 1001763165 4203.283 2467.957 2013.575 41328.793 14775.130 9027.302 1.000223 1.054231 1.000000 8078495 23267877 30991288 23959.277 15635.141 13766.716 128351.502 66517.691 50730.925 1.000006 1.001121 1.000000 31480211 220873356 402006366 7386.142 4477.546 3684.304 62338.989 25102.781 16235.530 1.000016 1.001498 1.000000 149071421 293066862 325841250 52529.208 31357.569 49351.857 235793.506 220988.349 214008.117 1.000000 1.000000 1.000000 100666332 235705649 280641777 57640.569 33056.068 46516.284 229813.726 212906.658 204520.123 1.000000 1.000000 1.004798 75677815 634056895 1217216876 9287.031 5828.934 3515.644 43932.177 18688.275 11306.261 1.000292 1.572310 1.654503 0 169135 63760 0 0 0 0 0 0 0 0 0 75.336207 54.501107 28.962768 7.513022 41.074736 33.623394 249.305939 20.737373 250.100241 18.322637 78.525957 59.898276 1.919044 5.499113 2.858750 1.738648 4.939140 2.905341 10.325164 16.829780 24.144145 20.652537 31.987446 42.204545 3.571221 27.437129 5.739429 27.479037 7.161832 25.309432 26.635681 6.964603 37.524009 18.640012 42.857401 25.574869 11.505790 27.716789 0 71.884546 163.804117 233 88.791085 55.754358 27.159653 8.891914 48.134683 33.785825 247.509668 25.701433 248.585026 23.473012 92.323887 60.539965
nirp_rembrandt_eu_737 rembrandt baroque netherlands 15.556 22.176 38.474 8.193 10.990 18.014 8.770 12.271 23.126 5.179 6.807 10.869 6.294 8.312 13.512 8.121 11.187 20.336 10.578 15.072 28.719 9.052 12.086 19.119 9.532 14.028 28.542 6.053 8.335 14.386 7.603 10.680 19.210 9.134 13.305 26.683 5.806 7.089 10.325 6.010 7.338 10.617 2.880 3.498 5.095 2.380 2.841 4.057 2.686 3.207 4.563 2.575 3.121 4.551 5513431 42946681 92990602 17481.614 11351.109 8682.520 134998.310 70535.225 42746.617 1.000000 1.000000 1.000956 264803222 794529767 1114723081 25046.704 15583.541 11934.077 152862.509 83425.695 53068.597 1.000000 1.000000 1.022108 19738185 95316132 196184600 5958.438 4083.164 3313.147 66021.360 33261.967 21968.913 1.104115 1.000000 1.000000 254617765 696916072 898849941 36529.782 27941.973 22800.109 86448.563 52590.110 38845.177 1.000000 1.054972 1.000000 138887288 408751448 553568254 35091.541 26977.131 21988.175 96487.796 57816.190 41359.903 1.016996 1.000000 1.000000 23340437 134601071 290666940 5949.543 4270.770 3364.126 59998.655 29579.591 19186.400 1.000000 1.188469 1.000000 20857 150802 0 0 0 0 0 0 4804 0 0 0 36.184909 20.322936 35.552870 51.175073 72.955937 36.627280 75.302360 35.609537 110.426012 44.850462 91.064851 39.070025 59.523894 69.537967 74.153742 70.981142 79.360580 81.544696 57.647160 64.863803 69.140880 52.046413 61.022297 66.679375 66.780920 17.851646 84.442419 27.477500 97.807130 27.395550 24.366666 4.860359 32.102255 23.962076 39.330017 26.910164 179.866685 179.957992 182 67.694769 142.517580 131 32.732381 30.436849 62.805659 79.866427 86.968862 71.285703 107.148041 85.084077 120.423890 88.985300 103.337471 70.801085
nirp_rembrandt_fa000014 rembrandt baroque netherlands 25.162 35.146 62.470 6.971 9.325 15.056 9.230 12.692 22.389 4.521 5.853 9.200 4.533 5.853 9.127 8.978 12.315 21.488 15.226 22.233 42.594 7.518 9.950 15.655 11.394 16.428 30.376 5.157 6.907 11.558 5.151 6.974 11.816 11.044 15.886 29.189 12.343 15.011 21.280 3.827 4.682 6.765 4.283 5.180 7.435 2.290 2.749 3.942 2.120 2.537 3.642 4.150 5.015 7.214 3588715 28905309 93503173 40137.671 30212.030 21724.507 176013.159 113084.077 69925.648 1.000000 1.000000 1.000000 245169727 775603743 1349509194 32373.737 24084.737 14847.564 147015.299 86272.332 40415.901 1.000000 1.000037 1.004160 50146055 206134588 395691378 13188.299 8690.826 7277.020 97416.314 50595.987 36488.950 1.000000 1.000000 1.000000 471314637 1126438850 1565823554 27279.867 19807.796 12445.610 85325.745 46191.938 26686.529 1.000660 1.070439 -1.412493 362502733 1012305603 1539537289 26584.715 19402.343 12063.365 75677.024 41012.316 23727.338 1.000000 1.000000 -0.793453 52043194 232864342 495433859 11426.511 7464.930 6163.154 94302.191 47487.669 33502.529 1.000012 1.000571 1.019993 11460 15923 24509 0 0 0 0 65172 0 0 0 0 19.883033 21.497380 66.045676 63.413481 32.261441 31.024537 89.730270 69.915649 118.230090 69.071413 42.171952 39.504552 30.513197 44.089584 48.748582 29.731922 44.369475 49.989382 12.337978 21.450462 29.346468 14.138418 24.943433 32.918454 40.575131 21.446524 59.437654 26.937832 80.486061 27.463558 7.030364 5.266667 12.557494 24.235804 14.579490 23.106538 115.882751 179.315104 1140 20.904401 50.962041 0 12.944628 16.660447 97.433669 68.696669 33.809930 37.859300 71.789680 70.731939 94.715225 71.253185 40.267711 42.585816
nirp_rembrandt_gla_hag_43779 rembrandt baroque netherlands 7.619 10.291 17.607 30.805 51.418 110.862 6.416 8.722 15.055 5.058 6.879 11.610 5.851 7.950 13.582 6.121 8.206 13.542 7.967 11.337 21.563 8.784 12.913 25.125 5.798 8.163 14.837 6.063 8.478 15.186 7.170 10.315 19.827 6.114 8.548 15.119 2.312 2.791 4.045 51.339 60.134 80.110 2.092 2.505 3.602 2.218 2.649 3.769 2.041 2.438 3.490 2.213 2.643 3.784 43036846 238838551 519970980 5371.806 3260.797 2715.076 55970.126 21123.376 13505.370 1.000000 1.000000 1.000000 2349143 6735442 10869949 32418.066 22480.708 19006.408 169560.490 112506.627 88830.734 1.000000 1.000000 1.000000 69346836 246499956 450462752 3606.454 2612.913 2170.664 34634.505 18591.674 12639.946 1.000000 1.007302 1.068783 224073233 416534980 498290131 24729.070 34436.154 58109.856 124654.552 104135.671 91611.587 1.006032 1.000000 1.000000 117439224 274997722 368691749 21636.508 55320.399 47271.800 85894.133 65206.897 54940.854 1.000000 1.000000 1.000000 90893594 413469402 865145949 47379.600 40753.934 33374.026 67113.338 51347.680 40611.831 1.000000 1.000000 1.000000 946 0 5730 29947 33050 31620 2047 0 0 0 0 0 134.951642 47.314661 17.445387 8.548550 111.770149 52.294790 215.703266 41.677192 204.525953 41.080234 179.171178 70.672945 11.921174 18.968256 20.248655 21.314356 27.120706 29.250022 27.936566 35.703951 42.649191 34.858581 45.259187 49.934160 6.422333 24.052380 7.886854 23.177308 4.896366 15.577249 25.176889 6.724349 33.793618 14.925357 41.156675 10.350346 16.884622 29.258087 0 81.514849 140.203188 157 138.013411 44.773935 15.369533 7.867966 104.319686 49.799283 224.776786 36.710798 214.681435 39.617325 173.234146 67.099233
nirp_rembrandt_gla_hag_43785 rembrandt baroque netherlands 18.359 25.765 43.485 11.633 15.911 26.998 13.165 18.905 33.825 4.748 6.204 9.810 5.468 7.190 11.629 12.142 17.076 29.714 15.197 22.542 42.832 12.838 17.385 27.499 12.763 18.733 36.004 5.500 7.589 13.138 6.600 9.273 16.830 11.122 16.047 29.705 7.110 8.649 12.559 10.385 12.708 18.059 5.215 6.351 9.168 1.956 2.335 3.343 1.982 2.365 3.398 4.757 5.788 8.394 5847145 59109182 146413882 18147.862 11138.160 8378.810 142270.319 69191.218 40879.487 1.000006 1.000268 1.011101 197869512 511653711 667369303 37584.198 24793.210 20723.343 170754.465 102254.067 75108.588 1.000000 1.000000 1.000000 13071510 99609734 240910854 14704.494 9370.647 7683.424 111512.279 55025.392 37921.289 1.000000 1.000000 1.000000 226766642 712457960 1041811048 42286.175 31174.709 24517.654 77603.986 44265.293 32978.451 1.000000 1.000000 1.000000 144774838 445517523 638209797 35351.809 26007.567 21089.277 73639.295 40576.043 30613.188 1.000000 1.000000 1.000000 15136792 140769498 373225697 13127.170 8824.458 6703.147 105999.022 49601.025 32261.579 1.000000 1.000000 1.002876 42903 194915 0 0 0 0 0 0 0 0 0 0 68.829088 40.455880 17.944431 5.299714 72.864923 47.568680 136.977052 36.829779 167.141145 28.371859 107.315451 65.667798 19.363955 32.231721 42.386419 16.873502 26.949951 31.259572 24.809529 39.180701 43.196627 34.154757 52.648477 58.418288 9.586544 25.668038 14.904960 27.473837 35.939232 26.003874 27.053977 7.356706 39.474343 17.327801 45.042460 27.024673 35.119841 80.097072 33 78.084085 129.470807 50 38.805219 34.510998 23.570782 44.205246 43.130183 47.530808 154.581547 58.307615 180.003092 47.358964 62.524871 62.559907
nirp_rembrandt_gla_hag_43786 rembrandt baroque netherlands 15.209 22.174 41.386 30.234 50.587 113.644 10.259 14.759 28.081 5.050 6.660 10.636 6.013 8.027 13.405 9.392 13.225 24.488 12.496 19.051 40.751 44.849 75.486 152.585 8.791 12.809 25.071 5.805 7.980 13.850 7.280 10.310 19.129 9.154 13.359 26.424 7.804 9.522 13.863 101.157 113.773 135.869 3.576 4.348 6.362 2.220 2.658 3.809 2.230 2.676 3.838 2.933 3.570 5.239 5557714 51592568 171587404 10674.325 6333.550 4851.667 108376.102 44750.676 25851.885 1.000003 1.000278 1.000000 2845679 6589405 8437840 35009.494 25524.493 22702.495 166287.032 110157.704 90502.580 1.000000 1.000000 1.000000 17628662 93431672 259046765 8199.776 5787.907 4679.931 71482.339 37598.788 25597.371 1.000000 1.000000 1.003395 233240462 677477075 993450023 58929.855 34426.496 62509.598 105499.868 82078.701 68059.416 1.000538 1.000000 1.000000 125108950 367372898 532871312 27716.851 59447.321 51303.075 93761.264 70221.326 58547.802 1.000057 1.000000 1.000000 20557240 136170485 437192021 17887.900 15123.159 11175.057 69400.184 40439.055 27444.056 1.000022 1.005026 1.000000 0 0 0 0 15718 69708 55505 22141 0 0 0 0 103.699868 49.785661 19.304007 6.760488 111.006007 63.467940 193.648174 55.092086 174.734531 41.776206 162.799111 84.023946 38.933455 50.083071 55.427507 35.633123 41.207829 43.972458 37.001355 43.025597 49.110019 49.219424 57.024307 63.996309 5.231818 11.528725 6.176016 26.832571 5.411274 21.765980 35.770898 9.773720 41.552576 19.732596 49.046090 25.592166 15.785257 24.165681 0 103.609065 176.440931 598 54.465660 36.620299 17.392077 6.426059 57.088268 51.619949 179.969612 68.432936 193.134736 53.630873 84.263278 67.960537
